GatyaSetID	BannerON_OFF	ItemID_Ticket	animeID	btnCutID	seriesID	menuCutID	CharaID	waitmaanimON_OFF	imgID
82	0	21	0	0	18	1	-1	0	-1
83	0	21	0	0	18	1	-1	0	-1
84	0	21	0	0	18	1	-1	0	-1
85	0	21	0	0	20	1	-1	0	-1
86	0	29	0	1	21	5	-1	0	-1
87	0	29	0	1	21	5	-1	0	-1
88	0	21	0	0	19	1	-1	0	-1
89	0	21	0	0	5	1	-1	0	-1
90	0	21	0	0	5	1	-1	0	-1
91	0	21	0	0	5	1	-1	0	-1
92	0	21	0	0	22	1	-1	0	-1
93	0	21	0	0	5	1	-1	0	-1
94	0	21	0	0	23	1	-1	0	-1
95	0	21	0	0	23	1	-1	0	-1
96	0	21	0	0	8	1	-1	0	-1
97	0	21	0	0	0	1	-1	0	-1
98	0	21	0	0	0	1	-1	0	-1
99	0	21	0	0	0	1	-1	0	-1
100	0	21	0	0	1	1	-1	0	-1
101	0	21	0	0	1	1	-1	0	-1
102	0	21	0	0	1	1	-1	0	-1
103	0	21	0	0	2	1	-1	0	-1
104	0	21	0	0	2	1	-1	0	-1
105	0	21	0	0	2	1	-1	0	-1
106	0	21	0	0	3	1	-1	0	-1
107	0	21	0	0	3	1	-1	0	-1
108	0	21	0	0	3	1	-1	0	-1
109	0	21	0	0	4	1	-1	0	-1
110	0	21	0	0	4	1	-1	0	-1
111	0	21	0	0	4	1	-1	0	-1
112	0	21	0	0	6	1	-1	0	-1
113	0	21	0	0	6	1	-1	0	-1
114	0	21	0	0	6	1	-1	0	-1
115	0	21	0	0	7	1	-1	0	-1
116	0	21	0	0	7	1	-1	0	-1
117	0	21	0	0	7	1	-1	0	-1
118	0	21	0	0	18	1	-1	0	-1
119	0	21	0	0	18	1	-1	0	-1
120	0	21	0	0	18	1	-1	0	-1
121	0	21	0	0	24	1	-1	0	-1
122	0	21	0	0	24	1	-1	0	-1
123	0	21	0	0	24	1	-1	0	-1
124	0	21	0	0	5	1	-1	0	-1
125	0	21	0	0	22	1	-1	0	-1
126	0	21	0	0	19	1	-1	0	-1
127	0	21	0	0	9	1	-1	0	-1
128	0	29	0	1	21	5	-1	0	-1
129	0	21	0	0	18	1	-1	0	-1
130	0	21	0	0	18	1	-1	0	-1
131	0	21	0	0	18	1	-1	0	-1
132	0	21	0	0	10	1	-1	0	-1
133	0	21	0	0	16	1	-1	0	-1
134	0	21	0	0	19	1	-1	0	-1
135	0	29	0	1	21	5	-1	0	-1
136	0	21	0	0	5	1	-1	0	-1
137	0	21	0	0	19	1	-1	0	-1
138	0	29	0	1	21	5	-1	0	-1
139	0	21	0	0	0	1	-1	0	-1
140	0	21	0	0	0	1	-1	0	-1
141	0	21	0	0	0	1	-1	0	-1
142	0	21	0	0	1	1	-1	0	-1
143	0	21	0	0	1	1	-1	0	-1
144	0	21	0	0	1	1	-1	0	-1
145	0	21	0	0	2	1	-1	0	-1
146	0	21	0	0	2	1	-1	0	-1
147	0	21	0	0	2	1	-1	0	-1
148	0	21	0	0	3	1	-1	0	-1
149	0	21	0	0	3	1	-1	0	-1
150	0	21	0	0	3	1	-1	0	-1
151	0	21	0	0	4	1	-1	0	-1
152	0	21	0	0	4	1	-1	0	-1
153	0	21	0	0	4	1	-1	0	-1
154	0	21	0	0	6	1	-1	0	-1
155	0	21	0	0	6	1	-1	0	-1
156	0	21	0	0	6	1	-1	0	-1
157	0	21	0	0	7	1	-1	0	-1
158	0	21	0	0	7	1	-1	0	-1
159	0	21	0	0	7	1	-1	0	-1
160	0	21	0	0	18	1	-1	0	-1
161	0	21	0	0	18	1	-1	0	-1
162	0	21	0	0	18	1	-1	0	-1
163	0	21	0	0	24	1	-1	0	-1
164	0	21	0	0	24	1	-1	0	-1
165	0	21	0	0	24	1	-1	0	-1
166	0	21	0	0	5	1	-1	0	-1
167	0	21	0	0	22	1	-1	0	-1
168	0	21	0	0	19	1	-1	0	-1
169	0	29	0	1	21	5	-1	0	-1
170	0	21	0	0	25	1	-1	0	-1
171	0	21	0	0	25	1	-1	0	-1
172	0	21	0	0	26	1	-1	0	-1
173	0	21	0	0	27	1	-1	0	-1
174	0	29	0	1	21	5	-1	0	-1
175	0	21	0	0	28	1	-1	0	-1
176	0	21	0	0	17	1	-1	0	-1
177	0	21	0	0	2	1	-1	0	-1
178	0	21	0	0	2	1	-1	0	-1
179	0	21	0	0	2	1	-1	0	-1
180	0	21	0	0	15	1	-1	0	-1
181	0	21	0	0	15	1	-1	0	-1
182	0	21	0	0	19	1	-1	0	-1
183	0	21	0	0	27	1	-1	0	-1
184	0	29	0	1	21	5	-1	0	-1
185	0	21	0	0	13	1	-1	0	-1
186	0	21	0	0	29	1	-1	0	-1
187	0	21	0	0	29	1	-1	0	-1
188	0	21	0	0	3	1	-1	0	-1
189	0	21	0	0	3	1	-1	0	-1
190	0	21	0	0	3	1	-1	0	-1
191	0	21	0	0	30	1	-1	0	-1
192	0	21	0	0	31	1	-1	0	-1
193	0	21	0	0	19	1	-1	0	-1
194	0	21	0	0	27	1	-1	0	-1
195	0	29	0	1	21	5	-1	0	-1
196	0	21	0	0	29	1	-1	0	-1
197	0	21	0	0	20	1	-1	0	-1
198	0	21	0	0	24	1	-1	0	-1
199	0	21	0	0	24	1	-1	0	-1
200	0	21	0	0	24	1	-1	0	-1
201	0	21	0	0	19	1	-1	0	-1
202	0	21	0	0	27	1	-1	0	-1
203	0	29	0	1	21	5	-1	0	-1
204	0	21	0	0	28	1	-1	0	-1
205	0	21	0	0	32	1	-1	0	-1
206	0	21	0	0	28	1	-1	0	-1
207	0	21	0	0	28	1	-1	0	-1
208	0	21	0	0	33	1	-1	0	-1
209	0	21	0	0	33	1	-1	0	-1
210	0	21	0	0	33	1	-1	0	-1
211	0	21	0	0	19	1	-1	0	-1
212	0	21	0	0	27	1	-1	0	-1
213	0	29	0	1	21	5	-1	0	-1
214	0	21	0	0	34	1	-1	0	-1
215	0	21	0	0	0	1	-1	0	-1
216	0	21	0	0	0	1	-1	0	-1
217	0	21	0	0	0	1	-1	0	-1
218	0	21	0	0	1	1	-1	0	-1
219	0	21	0	0	1	1	-1	0	-1
220	0	21	0	0	1	1	-1	0	-1
221	0	21	0	0	2	1	-1	0	-1
222	0	21	0	0	2	1	-1	0	-1
223	0	21	0	0	2	1	-1	0	-1
224	0	21	0	0	3	1	-1	0	-1
225	0	21	0	0	3	1	-1	0	-1
226	0	21	0	0	3	1	-1	0	-1
227	0	21	0	0	4	1	-1	0	-1
228	0	21	0	0	4	1	-1	0	-1
229	0	21	0	0	4	1	-1	0	-1
230	0	21	0	0	6	1	-1	0	-1
231	0	21	0	0	6	1	-1	0	-1
232	0	21	0	0	6	1	-1	0	-1
233	0	21	0	0	7	1	-1	0	-1
234	0	21	0	0	7	1	-1	0	-1
235	0	21	0	0	7	1	-1	0	-1
236	0	21	0	0	18	1	-1	0	-1
237	0	21	0	0	18	1	-1	0	-1
238	0	21	0	0	18	1	-1	0	-1
239	0	21	0	0	24	1	-1	0	-1
240	0	21	0	0	24	1	-1	0	-1
241	0	21	0	0	24	1	-1	0	-1
242	0	21	0	0	33	1	-1	0	-1
243	0	21	0	0	33	1	-1	0	-1
244	0	21	0	0	33	1	-1	0	-1
245	0	21	0	0	5	1	-1	0	-1
246	0	21	0	0	22	1	-1	0	-1
247	0	21	0	0	32	1	-1	0	-1
248	0	21	0	0	28	1	-1	0	-1
249	0	21	0	0	28	1	-1	0	-1
250	0	21	0	0	28	1	-1	0	-1
251	0	21	0	0	30	1	-1	0	-1
252	0	21	0	0	31	1	-1	0	-1
253	0	21	0	0	35	1	-1	0	-1
254	0	21	0	0	19	1	-1	0	-1
255	0	21	0	0	27	1	-1	0	-1
256	0	29	0	1	21	5	-1	0	-1
257	0	21	0	0	8	1	-1	0	-1
258	0	21	0	0	9	1	-1	0	-1
259	0	21	0	0	26	1	-1	0	-1
260	0	21	0	0	20	1	-1	0	-1
261	0	21	0	0	19	1	-1	0	-1
262	0	21	0	0	10	1	-1	0	-1
263	0	21	0	0	16	1	-1	0	-1
264	0	29	0	1	21	5	-1	0	-1
265	0	21	0	0	36	1	-1	0	-1
266	0	21	0	0	4	1	-1	0	-1
267	0	21	0	0	4	1	-1	0	-1
268	0	21	0	0	4	1	-1	0	-1
269	0	21	0	0	32	1	-1	0	-1
270	0	21	0	0	19	1	-1	0	-1
271	0	21	0	0	27	1	-1	0	-1
272	0	29	0	1	21	5	-1	0	-1
273	0	21	0	0	32	1	-1	0	-1
274	0	29	0	1	21	5	-1	0	-1
275	0	29	0	1	21	5	-1	0	-1
276	0	21	0	0	33	1	-1	0	-1
277	0	21	0	0	33	1	-1	0	-1
278	0	21	0	0	33	1	-1	0	-1
279	0	21	0	0	19	1	-1	0	-1
280	0	21	0	0	27	1	-1	0	-1
281	0	29	0	1	21	5	-1	0	-1
282	0	21	0	0	37	1	-1	0	-1
283	0	21	0	0	24	1	-1	0	-1
284	0	21	0	0	24	1	-1	0	-1
285	0	21	0	0	24	1	-1	0	-1
286	0	21	0	0	19	1	-1	0	-1
287	0	21	0	0	27	1	-1	0	-1
288	0	29	0	1	21	5	-1	0	-1
289	0	21	0	0	1	1	-1	0	-1
290	0	21	0	0	1	1	-1	0	-1
291	0	21	0	0	1	1	-1	0	-1
292	0	21	0	0	19	1	-1	0	-1
293	0	21	0	0	27	1	-1	0	-1
294	0	29	0	1	21	5	-1	0	-1
295	0	21	0	0	15	1	-1	0	-1
296	0	21	0	0	29	1	-1	0	-1
297	0	21	0	0	29	1	-1	0	-1
298	0	21	0	0	7	1	-1	0	-1
299	0	21	0	0	7	1	-1	0	-1
300	0	21	0	0	7	1	-1	0	-1
301	0	21	0	0	19	1	-1	0	-1
302	0	21	0	0	27	1	-1	0	-1
303	0	29	0	1	21	5	-1	0	-1
304	0	21	0	0	0	1	-1	0	-1
305	0	21	0	0	0	1	-1	0	-1
306	0	21	0	0	0	1	-1	0	-1
307	0	21	0	0	35	1	-1	0	-1
308	0	21	0	0	19	1	-1	0	-1
309	0	21	0	0	27	1	-1	0	-1
310	0	29	0	1	21	5	-1	0	-1
311	0	21	0	0	18	1	-1	0	-1
312	0	21	0	0	18	1	-1	0	-1
313	0	21	0	0	18	1	-1	0	-1
314	0	21	0	0	20	1	-1	0	-1
315	0	21	0	0	19	1	-1	0	-1
316	0	21	0	0	27	1	-1	0	-1
317	0	29	0	1	21	5	-1	0	-1
318	0	21	0	0	23	1	-1	0	-1
319	0	21	0	0	27	1	-1	0	-1
320	0	29	0	1	21	5	-1	0	-1
321	0	21	0	0	25	1	-1	0	-1
322	0	21	0	0	25	1	-1	0	-1
323	0	21	0	0	23	1	-1	0	-1
324	0	21	0	0	0	1	-1	0	-1
325	0	21	0	0	0	1	-1	0	-1
326	0	21	0	0	0	1	-1	0	-1
327	0	21	0	0	1	1	-1	0	-1
328	0	21	0	0	1	1	-1	0	-1
329	0	21	0	0	1	1	-1	0	-1
330	0	21	0	0	2	1	-1	0	-1
331	0	21	0	0	2	1	-1	0	-1
332	0	21	0	0	2	1	-1	0	-1
333	0	21	0	0	3	1	-1	0	-1
334	0	21	0	0	3	1	-1	0	-1
335	0	21	0	0	3	1	-1	0	-1
336	0	21	0	0	4	1	-1	0	-1
337	0	21	0	0	4	1	-1	0	-1
338	0	21	0	0	4	1	-1	0	-1
339	0	21	0	0	6	1	-1	0	-1
340	0	21	0	0	6	1	-1	0	-1
341	0	21	0	0	6	1	-1	0	-1
342	0	21	0	0	7	1	-1	0	-1
343	0	21	0	0	7	1	-1	0	-1
344	0	21	0	0	7	1	-1	0	-1
345	0	21	0	0	18	1	-1	0	-1
346	0	21	0	0	18	1	-1	0	-1
347	0	21	0	0	18	1	-1	0	-1
348	0	21	0	0	24	1	-1	0	-1
349	0	21	0	0	24	1	-1	0	-1
350	0	21	0	0	24	1	-1	0	-1
351	0	21	0	0	33	1	-1	0	-1
352	0	21	0	0	33	1	-1	0	-1
353	0	21	0	0	33	1	-1	0	-1
354	0	21	0	0	28	1	-1	0	-1
355	0	21	0	0	28	1	-1	0	-1
356	0	21	0	0	28	1	-1	0	-1
357	0	21	0	0	35	1	-1	0	-1
358	0	21	0	0	30	1	-1	0	-1
359	0	21	0	0	31	1	-1	0	-1
360	0	21	0	0	19	1	-1	0	-1
361	0	21	0	0	27	1	-1	0	-1
362	0	21	0	0	6	1	-1	0	-1
363	0	21	0	0	6	1	-1	0	-1
364	0	21	0	0	6	1	-1	0	-1
365	0	21	0	0	10	1	-1	0	-1
366	0	21	0	0	16	1	-1	0	-1
367	0	21	0	0	19	1	-1	0	-1
368	0	21	0	0	34	1	-1	0	-1
369	0	21	0	0	1	1	-1	0	-1
370	0	21	0	0	1	1	-1	0	-1
371	0	21	0	0	1	1	-1	0	-1
372	0	21	0	0	0	1	-1	0	-1
373	0	21	0	0	0	1	-1	0	-1
374	0	21	0	0	0	1	-1	0	-1
375	0	21	0	0	14	1	-1	0	-1
376	0	21	0	0	14	1	-1	0	-1
377	0	21	0	0	24	1	-1	0	-1
378	0	21	0	0	24	1	-1	0	-1
379	0	21	0	0	24	1	-1	0	-1
380	0	21	0	0	33	1	-1	0	-1
381	0	21	0	0	33	1	-1	0	-1
382	0	21	0	0	33	1	-1	0	-1
383	0	21	0	0	38	1	-1	0	-1
384	0	21	0	0	7	1	-1	0	-1
385	0	21	0	0	7	1	-1	0	-1
386	0	21	0	0	7	1	-1	0	-1
387	0	21	0	0	15	1	-1	0	-1
388	0	21	0	0	39	1	-1	0	-1
389	0	21	0	0	35	1	-1	0	-1
390	0	21	0	0	17	1	-1	0	-1
391	0	21	0	0	37	1	-1	0	-1
392	0	21	0	0	18	1	-1	0	-1
393	0	21	0	0	18	1	-1	0	-1
394	0	21	0	0	18	1	-1	0	-1
395	0	21	0	0	20	1	-1	0	-1
396	0	21	0	0	2	1	-1	0	-1
397	0	21	0	0	2	1	-1	0	-1
398	0	21	0	0	2	1	-1	0	-1
399	0	21	0	0	19	1	-1	0	-1
400	0	21	0	0	27	1	-1	0	-1
401	0	29	0	1	21	5	-1	0	-1
402	0	21	0	0	3	1	-1	0	-1
403	0	21	0	0	3	1	-1	0	-1
404	0	21	0	0	3	1	-1	0	-1
405	0	21	0	0	19	1	-1	0	-1
406	0	21	0	0	27	1	-1	0	-1
407	0	29	0	1	21	5	-1	0	-1
408	0	21	0	0	4	1	-1	0	-1
409	0	21	0	0	4	1	-1	0	-1
410	0	21	0	0	4	1	-1	0	-1
411	0	21	0	0	19	1	-1	0	-1
412	0	21	0	0	27	1	-1	0	-1
413	0	29	0	1	21	5	-1	0	-1
414	0	21	0	0	13	1	-1	0	-1
415	0	21	0	0	40	1	-1	0	-1
416	0	21	0	0	1	1	-1	0	-1
417	0	21	0	0	1	1	-1	0	-1
418	0	21	0	0	1	1	-1	0	-1
419	0	21	0	0	19	1	-1	0	-1
420	0	21	0	0	27	1	-1	0	-1
421	0	21	0	0	0	1	-1	0	-1
422	0	21	0	0	0	1	-1	0	-1
423	0	21	0	0	0	1	-1	0	-1
424	0	21	0	0	1	1	-1	0	-1
425	0	21	0	0	1	1	-1	0	-1
426	0	21	0	0	1	1	-1	0	-1
427	0	21	0	0	2	1	-1	0	-1
428	0	21	0	0	2	1	-1	0	-1
429	0	21	0	0	2	1	-1	0	-1
430	0	21	0	0	3	1	-1	0	-1
431	0	21	0	0	3	1	-1	0	-1
432	0	21	0	0	3	1	-1	0	-1
433	0	21	0	0	4	1	-1	0	-1
434	0	21	0	0	4	1	-1	0	-1
435	0	21	0	0	4	1	-1	0	-1
436	0	21	0	0	6	1	-1	0	-1
437	0	21	0	0	6	1	-1	0	-1
438	0	21	0	0	6	1	-1	0	-1
439	0	21	0	0	7	1	-1	0	-1
440	0	21	0	0	7	1	-1	0	-1
441	0	21	0	0	7	1	-1	0	-1
442	0	21	0	0	18	1	-1	0	-1
443	0	21	0	0	18	1	-1	0	-1
444	0	21	0	0	18	1	-1	0	-1
445	0	21	0	0	24	1	-1	0	-1
446	0	21	0	0	24	1	-1	0	-1
447	0	21	0	0	24	1	-1	0	-1
448	0	21	0	0	33	1	-1	0	-1
449	0	21	0	0	33	1	-1	0	-1
450	0	21	0	0	33	1	-1	0	-1
451	0	21	0	0	5	1	-1	0	-1
452	1	21	0	0	22	1	-1	0	-1
453	0	21	0	0	32	1	-1	0	-1
454	0	21	0	0	28	1	-1	0	-1
455	0	21	0	0	28	1	-1	0	-1
456	0	21	0	0	28	1	-1	0	-1
457	0	21	0	0	8	1	-1	0	-1
458	0	21	0	0	26	1	-1	0	-1
459	0	21	0	0	20	1	-1	0	-1
460	0	21	0	0	35	1	-1	0	-1
461	0	21	0	0	39	1	-1	0	-1
462	0	21	0	0	30	1	-1	0	-1
463	0	21	0	0	31	1	-1	0	-1
464	0	21	0	0	30	1	-1	0	-1
465	0	21	0	0	31	1	-1	0	-1
466	0	21	0	0	30	1	-1	0	-1
467	0	21	0	0	31	1	-1	0	-1
468	0	21	0	0	41	1	-1	0	-1
469	0	21	0	0	19	1	-1	0	-1
470	0	21	0	0	27	1	-1	0	-1
471	0	29	0	1	21	5	-1	0	-1
472	0	21	0	0	9	1	-1	0	-1
473	0	21	0	0	10	1	-1	0	-1
474	0	21	0	0	16	1	-1	0	-1
475	0	21	0	0	6	1	-1	0	-1
476	0	21	0	0	6	1	-1	0	-1
477	0	21	0	0	6	1	-1	0	-1
478	0	21	0	0	19	1	-1	0	-1
479	0	21	0	0	27	1	-1	0	-1
480	0	29	0	1	21	5	-1	0	-1
481	0	21	0	0	19	1	-1	0	-1
482	1	21	0	0	17	1	-1	0	-1
483	0	21	0	0	19	1	-1	0	-1
484	0	29	0	1	21	5	-1	0	-1
485	1	21	0	0	14	1	-1	0	-1
486	1	21	0	0	14	1	-1	0	-1
487	0	21	0	0	7	1	-1	0	-1
488	0	21	0	0	7	1	-1	0	-1
489	0	21	0	0	7	1	-1	0	-1
490	0	21	0	0	19	1	-1	0	-1
491	0	21	0	0	27	1	-1	0	-1
492	0	29	0	1	21	5	-1	0	-1
493	0	21	0	0	42	1	-1	0	-1
494	0	21	0	0	43	1	-1	0	-1
495	0	21	0	0	14	1	-1	0	-1
496	0	21	0	0	14	1	-1	0	-1
497	0	21	0	0	18	1	-1	0	-1
498	0	21	0	0	18	1	-1	0	-1
499	0	21	0	0	18	1	-1	0	-1
500	0	21	0	0	19	1	-1	0	-1
501	0	21	0	0	27	1	-1	0	-1
502	0	21	0	0	26	1	-1	0	-1
503	0	21	0	0	42	1	-1	0	-1
504	0	29	0	1	21	5	-1	0	-1
505	0	21	0	0	15	1	-1	0	-1
506	0	21	0	0	28	1	-1	0	-1
507	0	21	0	0	28	1	-1	0	-1
508	0	21	0	0	28	1	-1	0	-1
509	0	21	0	0	27	1	-1	0	-1
510	0	29	0	1	21	5	-1	0	-1
511	1	21	0	0	15	1	-1	0	-1
512	0	21	0	0	42	1	-1	0	-1
513	0	21	0	0	37	1	-1	0	-1
514	0	21	0	0	44	1	-1	0	-1
515	0	21	0	0	37	1	-1	0	-1
516	0	21	0	0	44	1	-1	0	-1
517	0	21	0	0	0	1	-1	0	-1
518	0	21	0	0	0	1	-1	0	-1
519	0	21	0	0	0	1	-1	0	-1
520	0	21	0	0	19	1	-1	0	-1
521	0	21	0	0	27	1	-1	0	-1
522	0	29	0	1	21	5	-1	0	-1
523	1	21	0	0	45	1	-1	0	-1
524	0	21	0	0	38	1	-1	0	-1
525	0	29	0	1	21	5	-1	0	-1
526	0	21	0	0	35	1	-1	0	-1
527	0	21	0	0	39	1	-1	0	-1
528	0	21	0	0	30	1	-1	0	-1
529	0	21	0	0	31	1	-1	0	-1
530	0	21	0	0	30	1	-1	0	-1
531	0	21	0	0	31	1	-1	0	-1
532	0	21	0	0	43	1	-1	0	-1
533	0	21	0	0	20	1	-1	0	-1
534	0	21	0	0	20	1	-1	0	-1
535	0	21	0	0	43	1	-1	0	-1
536	0	21	0	0	42	1	-1	0	-1
537	1	21	0	0	38	1	-1	0	-1
538	0	21	0	0	33	1	-1	0	-1
539	0	21	0	0	33	1	-1	0	-1
540	0	21	0	0	33	1	-1	0	-1
541	0	21	0	0	19	1	-1	0	-1
542	0	21	0	0	27	1	-1	0	-1
543	0	29	0	1	21	5	-1	0	-1
544	0	21	0	0	8	1	-1	0	-1
545	0	21	0	0	8	1	-1	0	-1
546	1	21	0	0	25	1	-1	0	-1
547	0	21	0	0	35	1	-1	0	-1
548	0	21	0	0	39	1	-1	0	-1
549	0	21	0	0	40	1	-1	0	-1
550	0	21	0	0	40	1	-1	0	-1
551	0	145	0	1	46	9	-1	0	-1
552	0	21	0	0	30	1	-1	0	-1
553	0	21	0	0	31	1	-1	0	-1
554	0	21	0	0	41	1	-1	0	-1
555	0	21	0	0	19	1	-1	0	-1
556	0	29	0	1	21	5	-1	0	-1
557	0	145	0	1	46	9	-1	0	-1
558	0	145	0	1	46	9	-1	0	-1
559	0	21	0	0	42	1	-1	0	-1
560	0	21	0	0	16	1	-1	0	-1
561	0	21	0	0	16	1	-1	0	-1
562	0	21	0	0	47	1	-1	0	-1
563	0	21	0	0	43	1	-1	0	-1
564	0	21	0	0	43	1	-1	0	-1
565	0	21	0	0	9	1	-1	0	-1
566	0	21	0	0	47	1	-1	0	-1
567	0	21	0	0	48	1	-1	0	-1
568	0	21	0	0	48	1	-1	0	-1
569	0	21	0	0	37	1	-1	0	-1
570	1	21	0	0	37	1	-1	0	-1
571	0	21	0	0	42	1	-1	0	-1
572	0	21	0	0	24	1	-1	0	-1
573	0	21	0	0	24	1	-1	0	-1
574	0	21	0	0	24	1	-1	0	-1
575	0	21	0	0	19	1	-1	0	-1
576	0	21	0	0	27	1	-1	0	-1
577	0	29	0	1	21	5	-1	0	-1
578	0	145	0	1	46	9	-1	0	-1
579	0	21	0	0	26	1	-1	0	-1
580	0	21	0	0	26	1	-1	0	-1
581	0	21	0	0	47	1	-1	0	-1
582	0	21	0	0	47	1	-1	0	-1
583	0	21	0	0	43	1	-1	0	-1
584	1	21	0	0	43	1	-1	0	-1
585	0	21	0	0	28	1	-1	0	-1
586	0	21	0	0	28	1	-1	0	-1
587	0	21	0	0	28	1	-1	0	-1
588	0	21	0	0	49	1	-1	0	-1
589	0	21	0	0	49	1	-1	0	-1
590	0	21	0	0	27	1	-1	0	-1
591	0	21	0	0	42	1	-1	0	-1
592	0	29	0	1	21	5	-1	0	-1
593	0	145	0	1	46	9	-1	0	-1
594	0	21	0	0	35	1	-1	0	-1
595	0	21	0	0	39	1	-1	0	-1
596	0	21	0	0	30	1	-1	0	-1
597	0	21	0	0	31	1	-1	0	-1
598	0	21	0	0	41	1	-1	0	-1
599	0	21	0	0	30	1	-1	0	-1
600	0	21	0	0	31	1	-1	0	-1
601	0	21	0	0	41	1	-1	0	-1
602	0	21	0	0	50	1	-1	0	-1
603	0	29	0	1	21	5	-1	0	-1
604	0	145	0	1	46	9	-1	0	-1
605	0	21	0	0	20	1	-1	0	-1
606	0	21	0	0	47	1	-1	0	-1
607	0	21	0	0	20	1	-1	0	-1
608	0	21	0	0	2	1	-1	0	-1
609	0	21	0	0	2	1	-1	0	-1
610	0	21	0	0	2	1	-1	0	-1
611	0	21	0	0	3	1	-1	0	-1
612	0	21	0	0	3	1	-1	0	-1
613	0	21	0	0	3	1	-1	0	-1
614	0	21	0	0	19	1	-1	0	-1
615	0	21	0	0	27	1	-1	0	-1
616	0	29	0	1	21	5	-1	0	-1
617	0	29	0	1	21	5	-1	0	-1
618	0	145	0	1	46	9	-1	0	-1
619	0	145	0	1	46	9	-1	0	-1
620	0	21	0	0	51	1	624	0	-1
621	0	21	0	0	23	1	-1	0	-1
622	0	21	0	0	42	1	-1	0	-1
623	0	21	0	0	47	1	-1	0	-1
624	0	21	0	0	0	1	-1	0	-1
625	0	21	0	0	0	1	-1	0	-1
626	0	21	0	0	0	1	-1	0	-1
627	0	21	0	0	1	1	-1	0	-1
628	0	21	0	0	1	1	-1	0	-1
629	0	21	0	0	1	1	-1	0	-1
