レボリューション Lv.11,レボリューション Lv.12,レボリューション Lv.13,レボリューション Lv.14,レボリューション Lv.15,レボリューション Lv.16,レボリューション Lv.17,レボリューション Lv.18,レボリューション Lv.19,レボリューション Lv.MAX,＠
来た！ Lv.1,来た！ Lv.2,来た！ Lv.3,来た！ Lv.4,来た！ Lv.5,来た！ Lv.6,来た！ Lv.7,来た！ Lv.8,来た！ Lv.9,来た！ Lv.10,＠
宇宙から Lv.11,宇宙から Lv.12,宇宙から Lv.13,宇宙から Lv.14,宇宙から Lv.15,宇宙から Lv.16,宇宙から Lv.17,宇宙から Lv.18,宇宙から Lv.19,宇宙から Lv.MAX,＠
おめ‥ Lv.1,おめ‥ Lv.2,おめ‥ Lv.3,おめ‥ Lv.4,おめ‥ Lv.5,おめ‥ Lv.6,おめ‥ Lv.7,おめ‥ Lv.8,おめ‥ Lv.9,おめ‥ Lv.10,＠
あけてました Lv.11,あけてました Lv.12,あけてました Lv.13,あけてました Lv.14,あけてました Lv.15,あけてました Lv.16,あけてました Lv.17,あけてました Lv.18,あけてました Lv.19,あけてました Lv.MAX,＠
飛来 Lv.1,飛来 Lv.2,飛来 Lv.3,飛来 Lv.4,飛来 Lv.5,飛来 Lv.6,飛来 Lv.7,飛来 Lv.8,飛来 Lv.9,飛来 Lv.10,飛来 Lv.11,飛来 Lv.12,飛来 Lv.13,飛来 Lv.14,飛来 Lv.15,飛来 Lv.16,飛来 Lv.17,飛来 Lv.18,飛来 Lv.19,飛来 Lv.MAX,＠
侵略 Lv.1,侵略 Lv.2,侵略 Lv.3,侵略 Lv.4,侵略 Lv.5,侵略 Lv.6,侵略 Lv.7,侵略 Lv.8,侵略 Lv.9,侵略 Lv.10,侵略 Lv.11,侵略 Lv.12,侵略 Lv.13,侵略 Lv.14,侵略 Lv.15,侵略 Lv.16,侵略 Lv.17,侵略 Lv.18,侵略 Lv.19,侵略 Lv.MAX,＠
寅年 Lv.1,寅年 Lv.2,寅年 Lv.3,寅年 Lv.4,寅年 Lv.5,寅年 Lv.6,寅年 Lv.7,寅年 Lv.8,寅年 Lv.9,寅年 Lv.10,＠
祝福 Lv.1,祝福 Lv.2,祝福 Lv.3,祝福 Lv.4,祝福 Lv.5,祝福 Lv.6,祝福 Lv.7,祝福 Lv.8,祝福 Lv.9,祝福 Lv.10,祝福 Lv.11,祝福 Lv.12,祝福 Lv.13,祝福 Lv.14,祝福 Lv.15,祝福 Lv.16,祝福 Lv.17,祝福 Lv.18,祝福 Lv.19,祝福 Lv.MAX,＠
徘徊 Lv.1,徘徊 Lv.2,徘徊 Lv.3,徘徊 Lv.4,徘徊 Lv.5,徘徊 Lv.6,徘徊 Lv.7,徘徊 Lv.8,徘徊 Lv.9,徘徊 Lv.10,徘徊 Lv.11,徘徊 Lv.12,徘徊 Lv.13,徘徊 Lv.14,徘徊 Lv.15,徘徊 Lv.16,徘徊 Lv.17,徘徊 Lv.18,徘徊 Lv.19,徘徊 Lv.MAX,＠
召喚 Lv.1,召喚 Lv.2,召喚 Lv.3,召喚 Lv.4,召喚 Lv.5,召喚 Lv.6,召喚 Lv.7,召喚 Lv.8,召喚 Lv.9,召喚 Lv.10,＠
さらに召喚 Lv.11,さらに召喚 Lv.12,さらに召喚 Lv.13,さらに召喚 Lv.14,さらに召喚 Lv.15,さらに召喚 Lv.16,さらに召喚 Lv.17,さらに召喚 Lv.18,さらに召喚 Lv.19,さらに召喚 Lv.MAX,＠
太陰暦のお正月らしい,大玉花火でド派手にお祝い,大音量の爆竹で魔除け,赤い袋でお年玉ねだり,挨拶回りは長寿祈願,アクロバティック獅子舞,逆さ福字の飾りで福を招く,赤提灯は超めでたい色,まんぷく年越し水餃子,帰省で全国大移動,＠
殺意 Lv.1,殺意 Lv.2,殺意 Lv.3,殺意 Lv.4,殺意 Lv.5,殺意 Lv.6,殺意 Lv.7,殺意 Lv.8,殺意 Lv.9,殺意 Lv.MAX,＠
雛壇 Lv.1,雛壇 Lv.2,雛壇 Lv.3,雛壇 Lv.4,雛壇 Lv.5,雛壇 Lv.6,雛壇 Lv.7,雛壇 Lv.8,雛壇 Lv.9,雛壇 Lv.10,＠
戦士たちSP Lv.11,戦士たちSP Lv.12,戦士たちSP Lv.13,戦士たちSP Lv.14,戦士たちSP Lv.15,戦士たちSP Lv.16,戦士たちSP Lv.17,戦士たちSP Lv.18,戦士たちSP Lv.19,戦士たちSP Lv.MAX,＠
義理 Lv.1,義理 Lv.2,義理 Lv.3,義理 Lv.4,義理 Lv.5,義理 Lv.6,義理 Lv.7,義理 Lv.8,義理 Lv.9,義理 Lv.10,義理 Lv.11,義理 Lv.12,義理 Lv.13,義理 Lv.14,義理 Lv.15,義理 Lv.16,義理 Lv.17,義理 Lv.18,義理 Lv.19,義理 Lv.MAX,＠
春だよ！ Lv.1,春だよ！ Lv.2,春だよ！ Lv.3,春だよ！ Lv.4,春だよ！ Lv.5,春だよ！ Lv.6,春だよ！ Lv.7,春だよ！ Lv.8,春だよ！ Lv.9,春だよ！ Lv.10,＠
新春だよ！ Lv.11,新春だよ！ Lv.12,新春だよ！ Lv.13,新春だよ！ Lv.14,新春だよ！ Lv.15,新春だよ！ Lv.16,新春だよ！ Lv.17,新春だよ！ Lv.18,新春だよ！ Lv.19,新春だよ！ Lv.MAX,＠
運命を決める席替え,幼馴染が隣の席,よく落ちる消しゴム,教科書見せてとくっつく机,友達の宿題を丸写し,こっそり早弁チャレンジ,授業中は夢の中,ドッヂボールは逃走専門,昼休み購買競走,放課後二人きりのテスト勉強,内申点のために行儀よく,解けない問題に限って当たる,こっそり教えてくれる答え,突然の抜き打ちテスト,ギリギリ赤点回避,置き勉でらくらく登下校,あの子と一緒の掃除当番,目線の先にはいつも君,一夜漬けに失敗,成績と恋の行方は神頼み,＠
大感謝XP祭 Lv.1,大感謝XP祭 Lv.2,大感謝XP祭 Lv.3,大感謝XP祭 Lv.4,大感謝XP祭 Lv.5,大感謝XP祭 Lv.6,大感謝XP祭 Lv.7,大感謝XP祭 Lv.8,大感謝XP祭 Lv.9,大感謝XP祭 Lv.MAX,＠
五月病 Lv.1,五月病 Lv.2,五月病 Lv.3,五月病 Lv.4,五月病 Lv.5,五月病 Lv.6,五月病 Lv.7,五月病 Lv.8,五月病 Lv.9,五月病 Lv.10,＠
アゲイン Lv.11,アゲイン Lv.12,アゲイン Lv.13,アゲイン Lv.14,アゲイン Lv.15,アゲイン Lv.16,アゲイン Lv.17,アゲイン Lv.18,アゲイン Lv.19,アゲイン Lv.MAX,＠
新郎に憑りついた悪霊,噛み噛み新人神父,スケスケ参列者,ノイズまみれのスピーチ,呪われた聖歌隊,ベジタリアンゾンビ,ひとりでに鳴るオルガン,飛び交う引き出物,聖水の中身は水道水,みんなで仲良く成仏,＠
草原の決闘 先鋒,草原の決闘 中堅,草原の決闘 大将,夕焼けの決闘 先鋒,夕焼けの決闘 中堅,夕焼けの決闘 大将,星空の決闘 先鋒,星空の決闘 中堅,星空の決闘 大将,砂浜の決闘 先鋒,砂浜の決闘 中堅,砂浜の決闘 大将,火口の決闘 先鋒,火口の決闘 中堅,火口の決闘 大将,海底の決闘 先鋒,海底の決闘 中堅,海底の決闘 大将,＠
ルーキー 準々決勝,ルーキー 準決勝,ルーキー 決勝,ビギナー 準々決勝,ビギナー 準決勝,ビギナー 決勝,ベテラン 準々決勝,ベテラン 準決勝,ベテラン 決勝,プロ 準々決勝,プロ 準決勝,プロ 決勝,エキスパート 準々決勝,エキスパート 準決勝,エキスパート 決勝,マスター 準々決勝,マスター 準決勝,マスター 決勝,＠
紅き本能の起源,浮ける本能の起源,黒き本能の起源,聖なる本能の起源,蒼き本能の起源,朽ちた本能の起源,硬き本能の起源,紅き本能の頂,浮ける本能の頂,黒き本能の頂,聖なる本能の頂,蒼き本能の頂,朽ちた本能の頂,硬き本能の頂,紅き本能の秘境,浮ける本能の秘境,黒き本能の秘境,聖なる本能の秘境,蒼き本能の秘境,朽ちた本能の秘境,硬き本能の秘境,＠
パレードLv.1,パレードLv.2,パレードLv.3,パレードLv.4,パレードLv.5,パレードLv.6,パレードLv.7,パレードLv.8,パレードLv.9,パレードLv.MAX,＠
2012年,2013年 その1,2013年 その2,2014年 その1,2014年 その2,2015年 その1,2015年 その2,2016年 その1,2016年 その2,2017年 その1,2017年 その2,2018年 その1,2018年 その2,2019年 その1,2019年 その2,2020年 その1,2020年 その2,2021年 その1,2021年 その2,2022年,＠
配達Lv.1,配達Lv.2,配達Lv.3,配達Lv.4,配達Lv.5,配達Lv.6,配達Lv.7,配達Lv.8,配達Lv.9,配達Lv.MAX,＠
卯年 Lv.1,卯年 Lv.2,卯年 Lv.3,卯年 Lv.4,卯年 Lv.5,卯年 Lv.6,卯年 Lv.7,卯年 Lv.8,卯年 Lv.9,卯年 Lv.MAX,＠
盾の殺意 Lv.1,盾の殺意 Lv.2,盾の殺意 Lv.3,盾の殺意 Lv.4,盾の殺意 Lv.5,盾の殺意 Lv.6,盾の殺意 Lv.7,盾の殺意 Lv.8,盾の殺意 Lv.9,盾の殺意 Lv.MAX,＠
三体 Lv.1,三体 Lv.2,三体 Lv.3,三体 Lv.4,三体 Lv.5,三体 Lv.6,三体 Lv.7,三体 Lv.8,三体 Lv.9,三体 Lv.10,三体 Lv.11,三体 Lv.12,三体 Lv.13,三体 Lv.14,三体 Lv.15,三体 Lv.16,三体 Lv.17,三体 Lv.18,三体 Lv.19,三体 Lv.MAX,＠
旅立ちの朝,ネコはタンスを開けた,しかし中身はからっぽだった,やせいの犬がとびだしてきた！,不思議な踊りを踊った,薬草も尽きた,ネコは急所をついた,起き上がりこちらを見ている,ゆうべは夜更かしでしたね,故郷の村が壊滅した！,宝箱は罠だった,使うと回復する杖,呪いで装備が外れない,おや！？ネコの様子が…！,ジョブチェンジした,伝説の剣が抜けない,すり抜けられる壁,王様が操られている！,決戦前夜,冒険のきろくが消えました,＠
辰年 Lv.1,辰年 Lv.2,辰年 Lv.3,辰年 Lv.4,辰年 Lv.5,辰年 Lv.6,辰年 Lv.7,辰年 Lv.8,辰年 Lv.9,辰年 Lv.MAX,＠
殺意 Lv.1,殺意 Lv.2,殺意 Lv.3,殺意 Lv.4,殺意 Lv.5,殺意 Lv.6,殺意 Lv.7,殺意 Lv.8,殺意 Lv.9,殺意 Lv.10,殺意 Lv.11,殺意 Lv.12,殺意 Lv.13,殺意 Lv.14,殺意 Lv.MAX,＠
出土 Lv.1,出土 Lv.2,出土 Lv.3,出土 Lv.4,出土 Lv.5,出土 Lv.6,出土 Lv.7,出土 Lv.8,出土 Lv.9,出土 Lv.10,出土 Lv.11,出土 Lv.12,出土 Lv.13,出土 Lv.14,出土 Lv.15,出土 Lv.16,出土 Lv.17,出土 Lv.18,出土 Lv.19,出土 Lv.MAX,＠
新たな冒険,村人総出でお見送り,おじさんが道を塞いでいる,いざ、わんわん城へ,邪悪な気配,曇りだした大空,襲い来る影,正気を失う村人,邪悪なオーラ,操られし大王,＠
目覚めの海岸,洞窟で震える夜,誰にも届かぬSOS,毒キノコで腹下し,夢見る脱出、溢れる食欲,狩ったどー！,始まるいかだ作り,いざ出航,嵐に飲まれるいかだ,おかえり ねこのなつやすみ,＠
突然のゴースト大発生,シティゴーストハンター,憑りつかれた市民,仮装にまぎれるホンモノ,助けて！コスプレ警官,たぶん塩が効く,霊駆除ビジネス,霊映えフォトスポット,悪霊たちの徹底抗戦,全員捕縛で一件落着,＠
巳年 Lv.1,巳年 Lv.2,巳年 Lv.3,巳年 Lv.4,巳年 Lv.5,巳年 Lv.6,巳年 Lv.7,巳年 Lv.8,巳年 Lv.9,巳年 Lv.MAX,＠
激安広告情報戦,待機列強行軍,タイムセール決死隊,対象外品トラップ,コストVSクオリティ,止まらない購買欲,空に舞い散るクーポン券,値切りネゴシエーター,在庫掃討作戦,完売御礼,＠
目覚めの海岸,立ち込める暗雲,草陰からの視線,洞窟で震える夜,誰にも届かぬSOS,生き残る,住めば都の島暮らし,採り放題、食べ放題,毒キノコで腹下し,大自然と育む友情,夢見る脱出、溢れる食欲,獲物に狙いを定めて,狩ったどー！,空腹は最高の調味料,水平線の先に見た希望,始まるいかだ作り,美しい島の思い出,いざ出航,嵐に飲まれるいかだ,再び目覚めの海岸,＠
異文化交流 Lv.1,異文化交流 Lv.2,異文化交流 Lv.3,異文化交流 Lv.4,異文化交流 Lv.5,異文化交流 Lv.6,異文化交流 Lv.7,異文化交流 Lv.8,異文化交流 Lv.9,異文化交流 Lv.MAX,＠
