textID|テキスト内容
28|Aumenterà la potenza d'attacco dell'unità.<br>Sali di livello e aumenta l'attacco!
29|Aumenterà la velocità di movimento dell'unità.<br>Sali di livello e aumenta la velocità!
30|Migliorerà il ritmo di respinta dell'unità.<br>Sali di livello e aumenta la probabilità di respinta!
31|Ridurrà il costo dell'unità.<br>Sali di livello e riduci il costo!
32|Ridurrà i tempi di recupero dell'unità.<br>Sali di livello e recupera più velocemente!
33|Bersaglio nemico: saranno aggiunti i rossi.
34|Bersaglio nemico: saranno aggiunti i fluttuanti.
35|Bersaglio nemico: saranno aggiunti i nemici neri.
36|Bersaglio nemico: saranno aggiunti i metallici.
37|Bersaglio nemico: saranno aggiunti gli angelici.
38|Bersaglio nemico: saranno aggiunti gli alieni.
39|Bersaglio nemico: saranno aggiunti gli zombi.
40|Bersaglio nemico: saranno aggiunti gli antichi.
41|Bersaglio nemico: saranno aggiunti i senza tratti.
42|Potenzia l'abilità "Indebolimento".<br>Sali di livello e indebolisci i nemici più a lungo!
43|Potenzia l'abilità "Immobilità".<br>Sali di livello e immobilizza i nemici più a lungo!
44|Potenzia l'abilità "Rallentamento".<br>Sali di livello e rallenta i nemici più a lungo!
45|Potenzia l'abilità "Respinta".<br>Sali di livello e aumenta la probabilità di respingere!
46|Potenzia l'abilità "Rafforza".<br>Sali di livello e aumenta la potenza d'attacco!
47|Potenzia l'abilità "Sopravvivenza".<br>Sali di livello e aumenta la probabilità di sopravvivenza!
48|Potenzia l'abilità "Danni critici".<br>Sali di livello e aumenta la prob. di attacchi critici!
49|Potenzia l'abilità "Sfondamento".<br>Sali di livello e aumenta la prob. di distruggere barriere!
50|Potenzia l'abilità "Attacco a ondata".<br>Sali di livello e aumenta la prob. di attacchi a ondata!
51|Potenzia l'abilità "Teletrasporto".<br>Sali di livello e aumenta la durata del teletrasporto!
52|Ottieni l'abilità "Danni critici".
53|Ottieni l'abilità "Immune da indebolimento".
54|Ottieni l'abilità "Immune da immobilità".
55|Ottieni l'abilità "Immune da rallentamento".
56|Ottieni l'abilità "Immune da respinta".
57|Ottieni l'abilità "Immune da ondate".
58|Ottieni l'abilità "Blocca teletrasporto".
59|Sblocca l'abilità "Colpo letale".<br>Sali di livello e aumenta la probabilità di colpi letali!
60|Sblocca l'abilità "Schivata".<br>Sali di livello e aumenta la durata delle schivate!
61|Potenzia l'abilità "Colpo letale".<br>Sali di livello e aumenta la probabilità di colpi letali!
62|Potenzia l'abilità "Schivata".<br>Sali di livello e aumenta la durata delle schivate!
63|Potenzia l'abilità "Rallentamento".<br>Sali di livello e aumenta la possibilità di rallentare i nemici!
64|Sblocca l'abilità "Resistente a veleno".<br>Sali di livello e riduci ulteriormente i danni degli attacchi velenosi!
65|Ottieni l'abilità "Immune a veleno".
66|Sblocca l'abilità "Resistente a valanga".<br>Sali di livello e riduci ulteriormente i danni degli attacchi a valanga!
67|Ottieni l'abilità "Immune a valanga".
68|Sblocca l'abilità "Attacco a valanga".<br>Sali di livello e aumenta la probabilità di attacchi a valanga!
69|Sblocca l'abilità "Rallentamento Antichi".<br>Sali di livello e aumenta la durata del rallentamento dei nemici!
70|Sblocca l'abilità "Indebolimento Antichi".<br>Sali di livello e aumenta la durata dell'indebolimento dei nemici!
71|Sblocca l'abilità "Indebolimento alieni".<br>Sali di livello e aumenta la durata dell'indebolimento dei nemici!
72|Sblocca l'abilità "Rallentamento metallici".<br>Sali di livello e aumenta la durata del rallentamento dei nemici!
73|Sblocca l'abilità "Respinta zombi".<br>Sali di livello e aumenta la probabilità di respingere!
74|Potenzia l'abilità "Immobilità".<br>Sali di livello e aumenta la probabilità di immobilizzare!
75|Sblocca l'abilità "Respinta alieni".<br>Sali di livello e aumenta la probabilità di respingere!
76|Sblocca l'abilità "Immobilizza metallici".<br>Sali di livello e immobilizza i nemici più a lungo!
77|Bersaglio nemico: saranno aggiunti gli Aku.
78|Sblocca l'abilità "Perfora scudo”. Sali di livello e<br>aumenta la probabilità di perforare scudi!
79|Ottieni l'abilità "Fitta al cuore".
80|Sblocca l'abilità Maledizione.<br>Le maledizioni durano più a lungo a ogni potenziamento.
81|Rafforza l'effetto Schiva attacchi.<br> Con ogni nuovo livello, Schiva attacchi si attiva più spesso.
82|Frequenza attacco dell'unità aumentata.<br>Attacchi più frequenti a ogni nuovo livello.
83|Sblocca "mini-ondata".<br>Sali di livello e aumenta la probabilità di mini-ondata!
84|Sblocca "Immunità dagli zombi".<br>Sali di livello e aumenta la durata dell'immunità!
85|Sblocca l'abilità Ammazzagiganti.
86|Sblocca l'abilità Ammazza Behemoth.
87|Sblocca l'abilità "Schiva senza tratti".<br>Sali di livello e aumenta la durata dell'immunità!
88|Sblocca l'abilità "Schivata".<br>Sali di livello e aumenta la durata delle schivate!
89|Sblocca "mini valanga".<br>Sali di livello e aumenta la probabilità di mini valanga!
90|Sblocca l'abilità "Schiva attacchi (tutti)".<br>Sali di livello e aumenta la probabilità dell'effetto!
91|Sblocca l'abilità Sterminatore di saggi.
92|Sblocca l'abilità efficace contro antichi.
93|Potenzia le maledizioni.<br> Sali di livello per aumentare la durata delle maledizioni.
94|Ottieni l'abilità "Esplosione".<br>Sali di liv. per aumentare probabilità di ondate esplosive!
