0|Verbessere deine Katze,|um sie zu stärken und|Feinde leicht zu besiegen!|＠|＠
33|Besiege Feinde mit Werten, indem du Katzen|einsetzt, die den jeweiligen Typen kontern!|Meistere die Auswahl und werde zum Profi!|＠|＠
33|Wenn du deine Katzen aufstufst, steigt ihre|Kampfkraft. So können sie selbst die härtesten|Feinde ausschalten!|＠|＠
34|Einige Zyklon-Level kannst du|im Zuge der Katzamin-Level-Reihe|herausfordern!|＠|＠
34|Besiege Feinde mit Werten, indem du Katzen|einsetzt, die den jeweiligen Typen kontern!|Meistere die Auswahl und werde zum Profi!|＠|＠
34|Wenn du deine Katzen aufstufst, steigt ihre|Kampfkraft. So können sie selbst die härtesten|Feinde ausschalten!|＠|＠
35|Einige Zyklon-Level kannst du|im Zuge der Katzamin-Level-Reihe|herausfordern!|＠|＠
35|Besiege Feinde mit Werten, indem du Katzen|einsetzt, die den jeweiligen Typen kontern!|Meistere die Auswahl und werde zum Profi!|＠|＠
35|Wenn du deine Katzen aufstufst, steigt ihre|Kampfkraft. So können sie selbst die härtesten|Feinde ausschalten!|＠|＠
36|Einige Zyklon-Level kannst du|im Zuge der Katzamin-Level-Reihe|herausfordern!|＠|＠
36|Besiege Feinde mit Werten, indem du Katzen|einsetzt, die den jeweiligen Typen kontern!|Meistere die Auswahl und werde zum Profi!|＠|＠
36|Wenn du deine Katzen aufstufst, steigt ihre|Kampfkraft. So können sie selbst die härtesten|Feinde ausschalten!|＠|＠
37|Einige Zyklon-Level kannst du|im Zuge der Katzamin-Level-Reihe|herausfordern!|＠|＠
37|Besiege Feinde mit Werten, indem du Katzen|einsetzt, die den jeweiligen Typen kontern!|Meistere die Auswahl und werde zum Profi!|＠|＠
37|Wenn du deine Katzen aufstufst, steigt ihre|Kampfkraft. So können sie selbst die härtesten|Feinde ausschalten!|＠|＠
38|Einige verrückte Level kannst du|im Zuge der Katzamin-Level-Reihe|herausfordern!|＠|＠
38|Wenn du ein Level einfach nicht schaffst,|sammle mehr Schätze und verbessere deine|Katzen!|＠|＠
38|Wenn du deine Katzen aufstufst, steigt ihre|Kampfkraft. So können sie selbst die härtesten|Feinde ausschalten!|＠|＠
39|Einige verrückte Level kannst du|im Zuge der Katzamin-Level-Reihe|herausfordern!|＠|＠
39|Wenn du ein Level einfach nicht schaffst,|sammle mehr Schätze und verbessere deine|Katzen!|＠|＠
39|Wenn du deine Katzen aufstufst, steigt ihre|Kampfkraft. So können sie selbst die härtesten|Feinde ausschalten!|＠|＠
40|Einige verrückte Level kannst du|im Zuge der Katzamin-Level-Reihe|herausfordern!|＠|＠
40|Wenn du ein Level einfach nicht schaffst,|sammle mehr Schätze und verbessere deine|Katzen!|＠|＠
40|Wenn du deine Katzen aufstufst, steigt ihre|Kampfkraft. So können sie selbst die härtesten|Feinde ausschalten!|＠|＠
41|Einige verrückte Level kannst du|im Zuge der Katzamin-Level-Reihe|herausfordern!|＠|＠
41|Wenn du ein Level einfach nicht schaffst,|sammle mehr Schätze und verbessere deine|Katzen!|＠|＠
41|Wenn du deine Katzen aufstufst, steigt ihre|Kampfkraft. So können sie selbst die härtesten|Feinde ausschalten!|＠|＠
42|Einige verrückte Level kannst du|im Zuge der Katzamin-Level-Reihe|herausfordern!|＠|＠
42|Wenn du ein Level einfach nicht schaffst,|sammle mehr Schätze und verbessere deine|Katzen!|＠|＠
42|Wenn du deine Katzen aufstufst, steigt ihre|Kampfkraft. So können sie selbst die härtesten|Feinde ausschalten!|＠|＠
43|Einige verrückte Level kannst du|im Zuge der Katzamin-Level-Reihe|herausfordern!|＠|＠
43|Wenn du ein Level einfach nicht schaffst,|sammle mehr Schätze und verbessere deine|Katzen!|＠|＠
43|Wenn du deine Katzen aufstufst, steigt ihre|Kampfkraft. So können sie selbst die härtesten|Feinde ausschalten!|＠|＠
44|Einige verrückte Level kannst du|im Zuge der Katzamin-Level-Reihe|herausfordern!|＠|＠
44|Wenn du ein Level einfach nicht schaffst,|sammle mehr Schätze und verbessere deine|Katzen!|＠|＠
44|Wenn du deine Katzen aufstufst, steigt ihre|Kampfkraft. So können sie selbst die härtesten|Feinde ausschalten!|＠|＠
45|Einige verrückte Level kannst du|im Zuge der Katzamin-Level-Reihe|herausfordern!|＠|＠
45|Wenn du ein Level einfach nicht schaffst,|sammle mehr Schätze und verbessere deine|Katzen!|＠|＠
45|Wenn du deine Katzen aufstufst, steigt ihre|Kampfkraft. So können sie selbst die härtesten|Feinde ausschalten!|＠|＠
46|Einige verrückte Level kannst du|im Zuge der Katzamin-Level-Reihe|herausfordern!|＠|＠
46|Wenn du ein Level einfach nicht schaffst,|sammle mehr Schätze und verbessere deine|Katzen!|＠|＠
46|Wenn du deine Katzen aufstufst, steigt ihre|Kampfkraft. So können sie selbst die härtesten|Feinde ausschalten!|＠|＠
47|Level mit Aku-Altären blockieren|deine Armee und begrenzen Charaktere|auf eine niedrigere Stufe. Schließe |Aku-Level ab, um die Blockade zu entfernen!|＠
47|Katzen mit „durchdringend“ sind effektiv|darin, feindliche Aku-Schilde zu zerstören!|Die Fähigkeiten deiner Katzen verraten dir|welche Helden über diesen Effekt verfügen.|＠
47|Selbst ohne „durchdringend“ kann eine|bestimmte Menge an Schaden an einem Schild|ihn schließlich zerstören!|＠|＠
47|Wenn ein Feind mit zerstörtem Aku-Schild|nicht angegriffen wird, regeneriert sich der|Schild. Zerstöre den Aku-Schild erneut, um|ihnen wieder Schaden zuzufügen.|＠
48|Level mit Aku-Altären blockieren|deine Armee und begrenzen Charaktere auf|eine niedrigere Stufe. Schließe Aku-Level ab,|um die Blockade zu entfernen!|＠
48|Katzen mit „durchdringend“ sind effektiv|darin, feindliche Aku-Schilde zu zerstören!|Die Fähigkeiten deiner Katzen verraten dir|welche Helden über diesen Effekt verfügen.|＠
48|Selbst ohne „durchdringend“ kann eine|bestimmte Menge an Schaden an einem Schild|ihn schließlich zerstören!|＠|＠
48|Wenn ein Feind mit zerstörtem Aku-Schild|nicht angegriffen wird, regeneriert sich der|Schild. Zerstöre den Aku-Schild erneut, um|ihnen wieder Schaden zuzufügen.|＠
49|Du kannst auch schwere|Bossinvasionen über das Menü|„Katzaminlevel“ versuchen!|＠|＠
49|Sammle XP und verbessere Katzen,|die effektiv die Feinde dieses|Levels sind und versuche es erneut!|＠|＠
49|Erhöhe die Stufe deiner Katzeneinheiten|im Verbesserungsmenü, um dich besser|gegen schwere Feinde zu behaupten!|＠|＠
50|Einige verrückte Level kannst du|im Zuge der Katzamin-Level-Reihe|herausfordern!|＠|＠
50|Wenn du ein Level einfach nicht schaffst,|sammle mehr Schätze und verbessere deine|Katzen!|＠|＠
50|Erhöhe die Stufe deiner Katzeneinheiten|im Verbesserungsmenü, um dich besser|gegen schwere Feinde zu behaupten!|＠|＠
51|Einige Zyklon-Level kannst du|im Zuge der Katzamin-Level-Reihe|herausfordern!|＠|＠
51|Besiege Feinde mit Werten, indem du Katzen|einsetzt, die den jeweiligen Wert kontern!|Meistere die Auswahl und werde zum Profi!|＠|＠
51|Erhöhe die Stufe deiner Katzeneinheiten|im Verbesserungsmenü, um dich besser|gegen schwere Feinde zu behaupten!|＠|＠
52|Einige Zyklon-Level kannst du|im Zuge der Katzamin-Level-Reihe|herausfordern!|＠|＠
52|Besiege Feinde mit Werten, indem du Katzen|einsetzt, die den jeweiligen Wert kontern!|Meistere die Auswahl und werde zum Profi!|＠|＠
52|Erhöhe die Stufe deiner Katzeneinheiten|im Verbesserungsmenü, um dich besser|gegen schwere Feinde zu behaupten!|＠|＠
53|Einige Zyklon-Level kannst du|im Zuge der Katzamin-Level-Reihe|herausfordern!|＠|＠
53|Besiege Feinde mit Werten, indem du Katzen|einsetzt, die den jeweiligen Wert kontern!|Meistere die Auswahl und werde zum Profi!|＠|＠
53|Erhöhe die Stufe deiner Katzeneinheiten|im Verbesserungsmenü, um dich besser|gegen schwere Feinde zu behaupten!|＠|＠
54|Einige Zyklon-Level kannst du|im Zuge der Katzamin-Level-Reihe|herausfordern!|＠|＠
54|Besiege Feinde mit Werten, indem du Katzen|einsetzt, die den jeweiligen Wert kontern!|Meistere die Auswahl und werde zum Profi!|＠|＠
54|Erhöhe die Stufe deiner Katzeneinheiten|im Verbesserungsmenü, um dich besser|gegen schwere Feinde zu behaupten!|＠|＠
55|Einige Eventlevel kannst du|im Zuge der Katzamin-Level-Reihe|herausfordern!|＠|＠
55|Sammle XP und verbessere Katzen,|die effektiv die Feinde dieses|Levels sind und versuche es erneut!|＠|＠
55|Erhöhe die Stufe deiner Katzeneinheiten|im Verbesserungsmenü, um dich besser|gegen schwere Feinde zu behaupten!|＠|＠
56|Irre Level kannst du|im Zuge der Katzamin-Level-Reihe|herausfordern!|＠|＠
56|Der Einsatz von Gegenständen kann dir durch|die kniffligeren Level helfen!|Gegenstände kannst du durch Abschluss der|Tageslevel verdienen!|＠
56|Erhöhe die Stufe deiner Katzeneinheiten|im Verbesserungsmenü, um dich besser|gegen schwere Feinde zu behaupten!|＠|＠
57|Irre Level kannst du|im Zuge der Katzamin-Level-Reihe|herausfordern!|＠|＠
57|Der Einsatz von Gegenständen kann dir durch|die kniffligeren Level helfen!|Gegenstände kannst du durch Abschluss der|Tageslevel verdienen!|＠
57|Erhöhe die Stufe deiner Katzeneinheiten|im Verbesserungsmenü, um dich besser|gegen schwere Feinde zu behaupten!|＠|＠
58|Irre Level kannst du|im Zuge der Katzamin-Level-Reihe|herausfordern!|＠|＠
58|Der Einsatz von Gegenständen kann dir durch|die kniffligeren Level helfen!|Gegenstände kannst du durch Abschluss der|Tageslevel verdienen!|＠
58|Erhöhe die Stufe deiner Katzeneinheiten|im Verbesserungsmenü, um dich besser|gegen schwere Feinde zu behaupten!|＠|＠
59|Irre Level kannst du|im Zuge der Katzamin-Level-Reihe|herausfordern!|＠|＠
59|Der Einsatz von Gegenständen kann dir durch|die kniffligeren Level helfen!|Gegenstände kannst du durch Abschluss der|Tageslevel verdienen!|＠
59|Erhöhe die Stufe deiner Katzeneinheiten|im Verbesserungsmenü, um dich besser|gegen schwere Feinde zu behaupten!|＠|＠
60|Irre Level kannst du|im Zuge der Katzamin-Level-Reihe|herausfordern!|＠|＠
60|Der Einsatz von Gegenständen kann dir durch|die kniffligeren Level helfen!|Gegenstände kannst du durch Abschluss der|Tageslevel verdienen!|＠
60|Erhöhe die Stufe deiner Katzeneinheiten|im Verbesserungsmenü, um dich besser|gegen schwere Feinde zu behaupten!|＠|＠
61|Irre Level kannst du|im Zuge der Katzamin-Level-Reihe|herausfordern!|＠|＠
61|Der Einsatz von Gegenständen kann dir durch|die kniffligeren Level helfen!|Gegenstände kannst du durch Abschluss der|Tageslevel verdienen!|＠
61|Erhöhe die Stufe deiner Katzeneinheiten|im Verbesserungsmenü, um dich besser|gegen schwere Feinde zu behaupten!|＠|＠
62|Irre Level kannst du|im Zuge der Katzamin-Level-Reihe|herausfordern!|＠|＠
62|Der Einsatz von Gegenständen kann dir durch|die kniffligeren Level helfen!|Gegenstände kannst du durch Abschluss der|Tageslevel verdienen!|＠
62|Erhöhe die Stufe deiner Katzeneinheiten|im Verbesserungsmenü, um dich besser|gegen schwere Feinde zu behaupten!|＠|＠
63|Irre Level kannst du|im Zuge der Katzamin-Level-Reihe|herausfordern!|＠|＠
63|Der Einsatz von Gegenständen kann dir durch|die kniffligeren Level helfen!|Gegenstände kannst du durch Abschluss der|Tageslevel verdienen!|＠
63|Erhöhe die Stufe deiner Katzeneinheiten|im Verbesserungsmenü, um dich besser|gegen schwere Feinde zu behaupten!|＠|＠
64|Irre Level kannst du|im Zuge der Katzamin-Level-Reihe|herausfordern!|＠|＠
64|Der Einsatz von Gegenständen kann dir durch|die kniffligeren Level helfen!|Gegenstände kannst du durch Abschluss der|Tageslevel verdienen!|＠
64|Erhöhe die Stufe deiner Katzeneinheiten|im Verbesserungsmenü, um dich besser|gegen schwere Feinde zu behaupten!|＠|＠
65|Einige Zyklon-Level kannst du|im Zuge der Katzamin-Level-Reihe|herausfordern!|＠|＠
65|Besiege Feinde mit Werten, indem du Katzen|einsetzt, die den jeweiligen Wert kontern!|Meistere die Auswahl und werde zum Profi!|＠|＠
65|Erhöhe die Stufe deiner Katzeneinheiten|im Verbesserungsmenü, um dich besser|gegen schwere Feinde zu behaupten!|＠|＠
66|Cats with Eva Angel Killer are effective|at destroying Eva Angels!||＠|＠
67|Cats with Eva Angel Killer are effective|at destroying Eva Angels!||＠|＠
68|Cats with Eva Angel Killer are effective|at destroying Eva Angels!||＠|＠
69|Cats with Eva Angel Killer are effective|at destroying Eva Angels!||＠|＠
70|Cats with Eva Angel Killer are effective|at destroying Eva Angels!||＠|＠
71|Cats with Eva Angel Killer are effective|at destroying Eva Angels!||＠|＠
72|Cats with Eva Angel Killer are effective|at destroying Eva Angels!||＠|＠
73|Cats with Eva Angel Killer are effective|at destroying Eva Angels!||＠|＠
74|Cats with Eva Angel Killer are effective|at destroying Eva Angels!||＠|＠
75|Cats with Eva Angel Killer are effective|at destroying Eva Angels!||＠|＠
76|Cats with Eva Angel Killer are effective|at destroying Eva Angels!||＠|＠
77|Cats with Eva Angel Killer are effective|at destroying Eva Angels!||＠|＠
78|Cats with Eva Angel Killer are effective|at destroying Eva Angels!||＠|＠
79|Cats with Eva Angel Killer are effective|at destroying Eva Angels!||＠|＠
80|Cats with Eva Angel Killer are effective|at destroying Eva Angels!||＠|＠
81|Cats with Eva Angel Killer are effective|at destroying Eva Angels!||＠|＠
82|Cats with Eva Angel Killer are effective|at destroying Eva Angels!||＠|＠
83|Cats with Eva Angel Killer are effective|at destroying Eva Angels!||＠|＠
84|Cats with Eva Angel Killer are effective|at destroying Eva Angels!||＠|＠
85|Cats with Eva Angel Killer are effective|at destroying Eva Angels!||＠|＠
86|Cats with Eva Angel Killer are effective|at destroying Eva Angels!||＠|＠
87|Cats with Eva Angel Killer are effective|at destroying Eva Angels!||＠|＠
88|Cats with Eva Angel Killer are effective|at destroying Eva Angels!||＠|＠
89|Cats with Eva Angel Killer are effective|at destroying Eva Angels!||＠|＠
90|Cats with Eva Angel Killer are effective|at destroying Eva Angels!||＠|＠
91|Cats with Eva Angel Killer are effective|at destroying Eva Angels!||＠|＠
92|Cats with Eva Angel Killer are effective|at destroying Eva Angels!||＠|＠
93|Cats with Eva Angel Killer are effective|at destroying Eva Angels!||＠|＠
94|Cats with Eva Angel Killer are effective|at destroying Eva Angels!||＠|＠
95|Cats with Eva Angel Killer are effective|at destroying Eva Angels!||＠|＠
96|Cats with Eva Angel Killer are effective|at destroying Eva Angels!||＠|＠
97|Cats with Eva Angel Killer are effective|at destroying Eva Angels!||＠|＠
98|Cats with Eva Angel Killer are effective|at destroying Eva Angels!||＠|＠
99|Cats with Eva Angel Killer are effective|at destroying Eva Angels!||＠|＠
