mapid, star1, star2, star3, star4, stage1, stage2, stage3, stage4, stage5, stage6, stage7, stage8, ハズレ, 赤石, 黒石, 飛行石, 未来石, 天石, 硬石, 紫石,古代石, 赤石2, 黒石2, 飛行石2, 未来石2, 天石2, 硬石2, 紫石2,古代石2
43,0.75,1,1.25,1.25,4,4,4,4,4,4,4,4,46,0,0,5,0,14,32,3,0
44,0.75,1,1.25,1.25,4,4,4,4,4,4,4,4,46,8,8,8,0,8,12,12,0
45,0.75,1,1.25,1.25,4,4,4,4,4,4,4,4,46,18,3,10,5,8,10,0,0
46,0.75,1,1.25,1.25,4,4,4,4,4,4,4,4,45,9,14,14,14,5,0,0,0
47,0.75,1,1.25,1.25,4,4,4,4,4,4,4,4,45,9,2,9,4,13,8,9,0
48,0.75,1,1.25,1.25,4,4,4,4,4,4,4,4,45,11,22,11,0,11,0,0,0
4026,0.75,1,1.25,1.25,4,4,4,4,4,4,4,4,45,0,0,11,0,11,11,0,22
13000,0.75,1,1.25,1.25,4,4,4,4,4,4,4,4,33,8,8,8,8,8,8,8,8
13001,0.75,1,1.25,1.25,4,4,4,4,4,4,4,4,33,10,0,10,5,0,14,5,24
13002,0.75,1,1.25,1.25,4,4,4,4,4,4,4,4,33,15,0,4,4,4,15,15,11
13003,0.75,1,1.25,1.25,4,4,4,4,4,4,4,4,33,9,0,3,3,15,6,12,20
13004,0.75,1,1.25,1.25,4,4,4,4,4,4,4,4,33,12,3,9,9,3,12,3,15
13005,0.75,1,1.25,1.25,4,4,4,4,4,4,4,4,33,10,0,10,3,7,3,7,27
13006,0.75,1,1.25,1.25,4,4,4,4,4,4,4,4,33,9,5,5,5,0,16,12,16
13007,0.75,1,1.25,1.25,4,4,4,4,4,4,4,4,33,8,4,13,0,4,4,25,8
13008,0.75,1,1.25,1.25,4,4,4,4,4,4,4,4,33,9,0,6,6,17,9,12,9
13009,0.75,1,1.25,1.25,4,4,4,4,4,4,4,4,33,7,7,7,7,3,10,10,17
13010,0.75,1,1.25,1.25,4,4,4,4,4,4,4,4,33,18,10,8,3,5,13,3,8
13011,0.75,1,1.25,1.25,4,4,4,4,4,4,4,4,33,6,10,6,6,3,16,6,13
13012,0.75,1,1.25,1.25,4,4,4,4,4,4,4,4,33,7,9,7,0,4,18,13,9
13013,0.75,1,1.25,1.25,4,4,4,4,4,4,4,4,33,7,4,11,11,4,18,11,4
13014,0.75,1,1.25,1.25,4,4,4,4,4,4,4,4,33,2,18,4,6,6,18,8,4
13015,0.75,1,1.25,1.25,4,4,4,4,4,4,4,4,33,19,5,5,0,0,24,10,5
13016,0.75,1,1.25,1.25,4,4,4,4,4,4,4,4,33,5,3,10,0,13,10,15,10
13017,0.75,1,1.25,1.25,4,4,4,4,4,4,4,4,33,18,4,9,0,0,9,18,9
13018,0.75,1,1.25,1.25,4,3,4,4,4,4,4,4,33,7,16,7,9,7,13,4,4
13019,0.75,1,1.25,1.25,4,4,4,4,4,4,4,4,33,7,13,10,0,3,17,0,17
13020,0.75,1,1.25,1.25,4,4,4,4,4,4,4,4,33,7,3,3,10,7,10,23,3
13021,0.75,1,1.25,1.25,4,4,4,4,4,4,4,4,33,4,11,4,4,4,7,0,35
13022,0.75,1,1.25,1.25,4,4,4,4,4,4,4,4,33,4,13,4,4,4,17,0,21
13023,0.75,1,1.25,1.25,4,4,4,4,4,4,4,4,33,4,12,9,0,9,16,14,4
13024,0.75,1,1.25,1.25,4,4,4,4,4,4,4,4,33,16,3,13,3,6,16,3,6
13025,0.75,1,1.25,1.25,4,4,4,4,4,4,4,4,33,6,6,19,13,6,3,3,10
13026,0.75,1,1.25,1.25,4,4,4,4,4,4,4,4,33,9,15,3,0,6,15,0,18
13027,0.75,1,1.25,1.25,4,4,4,4,4,4,4,4,33,12,5,4,5,7,23,9,2
13028,0.75,1,1.25,1.25,4,4,4,4,4,4,4,4,33,7,4,4,0,2,2,25,22
13029,0.75,1,1.25,1.25,4,4,4,4,4,4,4,4,33,5,3,3,11,3,16,19,8
13030,0.75,1,1.25,1.25,4,4,4,4,4,4,4,4,33,2,9,0,2,11,29,11,2
13031,0.75,1,1.25,1.25,4,4,4,4,4,4,4,4,33,14,12,10,0,12,2,14,2
13032,0.75,1,1.25,1.25,4,4,4,4,4,4,4,4,33,7,0,7,25,12,0,15,0
13033,0.75,1,1.25,1.25,4,4,4,4,4,4,4,4,33,4,18,9,0,4,4,4,22
13034,0.75,1,1.25,1.25,4,4,4,4,4,4,4,4,33,9,0,6,3,15,15,18,0
13035,0.75,1,1.25,1.25,4,4,4,4,4,4,4,4,33,17,5,14,10,2,5,10,5
13036,0.75,1,1.25,1.25,4,4,4,4,4,4,4,4,33,8,8,6,3,17,8,8,8
13037,0.75,1,1.25,1.25,4,4,4,4,4,4,4,4,33,13,13,16,2,7,0,16,0
13038,0.75,1,1.25,1.25,4,4,4,4,4,4,4,4,33,8,8,8,8,8,8,8,8
13039,0.75,1,1.25,1.25,4,4,4,4,4,4,4,4,33,14,11,4,0,7,7,11,14
13040,0.75,1,1.25,1.25,4,4,4,4,4,4,4,4,33,21,0,10,0,15,5,15,0
13041,0.75,1,1.25,1.25,4,4,4,4,4,4,4,4,33,5,10,5,8,10,15,8,5
13042,0.75,1,1.25,1.25,4,4,4,4,4,4,4,4,33,7,7,5,7,5,10,10,15
13043,0.75,1,1.25,1.25,4,4,4,4,4,4,4,4,33,4,21,6,2,2,15,10,6
13044,0.75,1,1.25,1.25,4,4,4,4,4,4,4,4,33,3,15,3,0,0,3,0,44
13045,0.75,1,1.25,1.25,4,4,4,4,4,4,4,4,33,5,11,3,0,3,8,8,29
13046,0.75,1,1.25,1.25,4,4,4,4,4,4,4,4,33,5,11,3,3,3,10,3,29
13047,0.75,1,1.25,1.25,4,4,4,4,4,4,4,4,33,6,6,10,4,4,0,2,35
13048,0.75,1,1.25,1.25,4,4,4,4,4,4,4,4,33,0,0,0,0,0,0,0,67
34000,1,1.25,1.5,1.5,4,4,4,4,4,4,4,4,33,0,0,0,0,0,0,0,0,10,10,10,10,10,10,10,0
34001,1,1.25,1.5,1.5,4,4,4,4,4,4,4,4,33,0,0,0,0,0,0,0,0,10,10,10,10,10,10,10,0
34002,1,1.25,1.5,1.5,4,4,4,4,4,4,4,4,33,0,0,0,0,0,0,0,0,18,12,9,3,3,18,3,0
34003,1,1.25,1.5,1.5,4,4,4,4,4,4,4,4,33,0,0,0,0,0,0,0,0,0,0,17,0,28,22,0,0
34004,1,1.25,1.5,1.5,4,4,4,4,4,4,4,4,33,0,0,0,0,0,0,0,0,14,14,7,0,14,14,2,0
34005,1,1.25,1.5,1.5,4,4,4,4,4,4,4,4,33,0,0,0,0,0,0,0,0,8,16,5,5,13,16,3,0
34006,1,1.25,1.5,1.5,4,4,4,4,4,4,4,4,33,0,0,0,0,0,0,0,0,9,9,9,0,18,13,9,0
34007,1,1.25,1.5,1.5,4,4,4,4,4,4,4,4,33,0,0,0,0,0,0,0,0,5,17,12,0,17,7,7,0
34008,1,1.25,1.5,1.5,4,4,4,4,4,4,4,4,33,0,0,0,0,0,0,0,0,20,6,3,6,6,12,15,0
34009,1,1.25,1.5,1.5,4,4,4,4,4,4,4,4,33,0,0,0,0,0,0,0,0,0,4,0,0,16,43,4,0
34010,1,1.25,1.5,1.5,4,4,4,4,4,4,4,4,33,0,0,0,0,0,0,0,0,0,3,18,18,15,0,12,0
34011,1,1.25,1.5,1.5,4,4,4,4,4,4,4,4,33,0,0,0,0,0,0,0,0,17,3,7,0,0,7,34,0
34012,1,1.25,1.5,1.5,4,4,4,4,4,4,4,4,33,0,0,0,0,0,0,0,0,15,6,9,0,12,18,6,0
34013,1,1.25,1.5,1.5,4,4,4,4,4,4,4,4,33,0,0,0,0,0,0,0,0,17,6,9,12,12,6,6,0
34014,1,1.25,1.5,1.5,4,4,4,4,4,4,4,4,33,0,0,0,0,0,0,0,0,18,0,9,0,4,9,27,0
34015,1,1.25,1.5,1.5,4,4,4,4,4,4,4,4,33,0,0,0,0,0,0,0,0,3,9,3,0,21,15,15,0
34016,1,1.25,1.5,1.5,4,4,4,4,4,4,4,4,33,0,0,0,0,0,0,0,0,10,20,17,7,7,7,0,0
34017,1,1.25,1.5,1.5,4,4,4,4,4,4,4,4,33,0,0,0,0,0,0,0,0,6,9,17,0,9,12,15,0
34018,1,1.25,1.5,1.5,4,4,4,4,4,4,4,4,33,0,0,0,0,0,0,0,0,8,14,6,6,6,20,8,0
34019,1,1.25,1.5,1.5,4,4,4,4,4,4,4,4,33,0,0,0,0,0,0,0,0,9,9,12,0,12,15,9,0
