textID|テキスト内容
69|ปลดล็อกความสามารถ "ชะลอซากวัตถุ"<br>เลเวลอัปเพื่อเพิ่มระยะเวลาที่ศัตรูถูกชะลอ!
70|ปลดล็อกความสามารถ "ลดโจมตีซากวัตถุ"<br>เลเวลอัปเพื่อเพิ่มระยะเวลาที่ศัตรูถูกทำให้ลดโจมตี!
71|ปลดล็อกความสามารถ "ลดโจมตีเอเลี่ยน"<br>เลเวลอัปเพื่อเพิ่มระยะเวลาที่ศัตรูถูกทำให้ลดโจมตี!
72|ปลดล็อกความสามารถ "ชะลอโลหะ"<br>เลเวลอัปเพื่อเพิ่มระยะเวลาที่ศัตรูถูกชะลอ!
73|ปลดล็อกความสามารถ "กระแทกซอมบี้"<br>เลเวลอัปเพื่อเพิ่มโอกาสเอฟเฟกต์กระแทกกลับ!
74|อัปเกรดความสามารถ "หยุดการเคลื่อนไหว":<br>เลเวลอัปเพื่อโอกาสหยุดการเคลื่อนไหวศัตรูมากขึ้น!
75|ปลดล็อกความสามารถ "กระแทกกลับเอเลี่ยน"<br>เลเวลอัปเพื่อเพิ่มโอกาสกระแทกกลับ!
76|ปลดล็อกความสามารถ "หยุดการเคลื่อนไหวโลหะ"<br>เลเวลอัปเพื่อหยุดการเคลื่อนไหวศัตรูนานยิ่งขึ้น!
77|ศัตรูเป้าหมาย: อากุจะเพิ่มเข้ามา
78|ปลดล็อกความสามารถ "เจาะทะลุโล่"<br>เลเวลอัปเพื่อเพิ่มเอฟเฟกต์เจาะทะลุโล่!
79|ได้ความสามารถ "จู่โจมวิญญาณ"
80|ปลดล็อกความสามารถสาป<br>คำสาปมีผลนานขึ้นเมื่ออัปเกรดแต่ละครั้ง
81|เสริมแกร่งเอฟเฟกต์หลบหลีกการโจมตี<br> หลังจากเลเวลอัปจะเปิดใช้งานเอฟเฟกต์ได้บ่อยขึ้น
82|ความถี่การโจมตีของยูนิตเพิ่มขึ้น<br>หลังเลเวลอัป การโจมตีจะยิ่งถี่เพิ่มขึ้นอีก
83|ปลดล็อกความสามารถ "คลื่นจิ๋ว"<br>เลเวลอัปเพื่อเพิ่มโอกาสสร้างคลื่นจิ๋ว!
84|ปลดล็อกความสามารถ "มีภูมิต้านซอมบี้"<br>เลเวลอัปเพื่อเพิ่มระยะเวลาของภูมิต้าน!
85|ปลดล็อกความสามารถมือสังหารยักษ์
86|ปลดล็อกความสามารถมือสังหารเบอฮีมอธ
87|ปลดล็อกความสามารถ "หลบหลีกไร้คุณสมบัติ"<br>เลเวลอัปเพื่อขยายระยะเวลาหลบหลีก!
88|ปลดล็อกความสามารถ "หลบหลีก"<br>เลเวลอัปเพื่อขยายเวลาเอฟเฟกต์หลบหลีก!
89|ปลดล็อกความสามารถ "โหมกระหน่ำจิ๋ว"<br>เลเวลอัปเพื่อเพิ่มโอกาสสร้างโหมกระหน่ำจิ๋ว!
90|ปลดล็อกความสามารถ "หลบหลีกการโจมตี (ทั้งหมด)"<br>เลเวลอัปเพื่อเพิ่มโอกาสใช้เอฟเฟกต์!
91|ปลดล็อกความสามารถมือปราบนักปราชญ์!
92|ปลดล็อกความเก่งกับความสามารถซากวัตถุ
93|เพิ่มพลังเอฟเฟกต์สาป<br> เลเวลอัปเพื่อเพิ่มเวลาเอฟเฟกต์สาป
94|รับความสามารถ "ระเบิด"<br>เลเวลอัปเพื่อเพิ่มโอกาสสร้างคลื่นระเบิด!
95|ปลดล็อกความสามารถ "หลบหลีกโลหะ"<br>เลเวลอัปเพื่อเพิ่มโอกาสหลบหลีก!
