0,1,2,3,4,5,6,7,8,-1,					// 0:OK【4.4.0】通常にゃんこガチャ(ユニット)ALLセット（2.0より実装）
0,1,2,3,4,5,6,7,8,-1,					// 1:OK【4.4.0】『アイテム入り』にゃんこガチャ(ユニット)
0,1,2,3,4,5,6,7,8,643,-1,				//64:OK【11.0.0】にゃんこガチャ+(ユニット)ALLセット（11.1より実装）
-1,							//65:OK【12.3.0】『キャッツアイ入り』にゃんこガチャ（キャッツアイ【闇】追加）
-1,	//66セット(ユニット)
-1,	//67セット(ユニット)
-1,	//68セット(ユニット)
-1,	//69セット(ユニット)
-1,	//70セット(ユニット)
-1,	//71セット(ユニット)
-1,	//72セット(ユニット)
-1,	//73セット(ユニット)
-1,	//74セット(ユニット)
-1,	//75セット(ユニット)
-1,	//76セット(ユニット)
-1,	//77セット(ユニット)
-1,	//78セット(ユニット)
-1,	//79セット(ユニット)
-1,	//80セット(ユニット)
-1,	//81セット(ユニット)
-1,	//82セット(ユニット)
-1,	//83セット(ユニット)
-1,	//84セット(ユニット)
-1,	//85セット(ユニット)
-1,	//86セット(ユニット)
-1,	//87セット(ユニット)
-1,	//88セット(ユニット)
-1,	//89セット(ユニット)
-1,	//90セット(ユニット)
-1,	//91セット(ユニット)
-1,	//92セット(ユニット)
-1,	//93セット(ユニット)
-1,	//94セット(ユニット)
-1,	//95セット(ユニット)
-1,	//96セット(ユニット)
-1,	//97セット(ユニット)
-1,	//98セット(ユニット)
-1,	//99セット(ユニット)
-1,	//100セット(ユニット)

(ユニット)
//注意!!ユニットの番号ではなく画像番号なので注意!!NO.がひとつ少ない。
//ノーマルガチャチケットで回せる
//-1の後は自動的に-1がすべて入る。(-1は存在しないと意味です。)
//0:ネコ
//1:タンクネコ～
