item_pack_name_0	Booster Sale: Cat Food Pack!
receivedBoxText	Items not claimed within 30 days will be disabled.
receive_version_error	Update to the most recent version<br>before accepting your item rewards.
receive_network_error	Connection Error<br>Items could not be receieved.
receive_honor_popup	<flash>%s</flash>
receive_item_popup	%d %s(s)
receive_item_popup_xp	%d %s(s)
receive_item_popup_chara	Cat Unit: %s
receive_item_popup_chara_evolve	True Form: %s
receive_item_popup_last	received!
zombie_treasure	Quarantine Zone Secured!<br>%@ Treasure Drop Rate increased!
zombie_treasure01	All stages on this page are safe from Zombies!<br>Treasure drop rate increased for these stages!
receive_list_network_error	Cannot display due to<br>connection error.
receive_item_none_popup	You currently have no items <br>available for collection.
serial_error_popup	Cannot receive items.<br>If you believe there is an error<br>please contact User Support.
ponos_games_url	https://ponos.s3.amazonaws.com/iphone/en/battlecats.html
zombie_comp	Quarantine Zone Secured!<br>%@ Treasure Drop Rate increased!<br>The world is safe from the Zombie invasion!<br>Max Energy has been increased!
zombie_comp01	All stages on this page are safe from Zombies!<br>Treasure drop rate increased for these stages!<br>All areas are safe from Zombies!<br>Cat Energy max increased!
zombie_comp02	All Stages in this Zone Secured!<br>Treasure drop rates raised for these stages!<br>All Cosmos Quarantine Zones defended!
Space09_Invasion_stageclear_txt1	<flash>You defeated an all-powerful enemy!</flash><br>Special Unit Filibuster Cat X<br>has pledged its loyalty to your Cat Army!<br> Claim it at the Upgrade menu!
maxcollab_mg	Collab Units unavailable outside of the Collab event period.
maxcollab_popup	<flash>You got a Special Cat: "%@"!</flash><br>Activate it at the Upgrade menu!
slot_set_error	<color=255,255,0>You have no Cat Units selected for your Army!</color>
shop_category1	Battle Items
shop_category2	XP
shop_category3	GAMATOTO
collabo_send_message	You got a reward usable in "%@"!<br>Launch the "%@" app?
collabo_send_title_0	
collabo_send_scheme_0	
collabo_send_url_0	
collabo_send_url_android_0	
collabo_send_title_1	
collabo_send_scheme_1	
collabo_send_url_1	
collabo_send_url_android_1	
collabo_send_title_2	
collabo_send_scheme_2	
collabo_send_url_2	
collabo_send_url_android_2	
collabo_send_title_3	
collabo_send_scheme_3	
collabo_send_url_3	
collabo_send_url_android_3	
collabo_send_title_4	
collabo_send_scheme_4	
collabo_send_url_4	
collabo_send_url_android_4	
collabo_send_title_5	
collabo_send_scheme_5	
collabo_send_url_5	
collabo_send_url_android_5	
collabo_send_title_14	
collabo_send_scheme_14	
collabo_send_url_14	
collabo_send_url_android_14	
collabo_send_title_17	
collabo_send_scheme_17	
collabo_send_url_17	
collabo_send_url_android_17	
collabo_send_title_23	
collabo_send_scheme_23	
collabo_send_url_23	
collabo_send_url_android_23	
collabo_send_title_24	
collabo_send_scheme_24	
collabo_send_url_24	
collabo_send_url_android_24	
collabo_send_title_25	
collabo_send_scheme_25	
collabo_send_url_25	
collabo_send_url_android_25	
collabo_send_title_26	
collabo_send_scheme_26	
collabo_send_url_26	
collabo_send_url_android_26	
collabo_send_title_27	
collabo_send_scheme_27	
collabo_send_url_27	
collabo_send_url_android_27	
collabo_send_title_6	
collabo_send_scheme_6	
collabo_send_url_6	
collabo_send_url_android_6	
collabo_send_title_15	
collabo_send_scheme_15	
collabo_send_url_15	
collabo_send_url_android_15	
collabo_send_title_16	
collabo_send_scheme_16	
collabo_send_url_16	
collabo_send_url_android_16	
collabo_send_title_18	
collabo_send_scheme_18	
collabo_send_url_18	
collabo_send_url_android_18	
collabo_send_title_19	
collabo_send_scheme_19	
collabo_send_url_19	
collabo_send_url_android_19	
collabo_send_title_20	
collabo_send_scheme_20	
collabo_send_url_20	
collabo_send_url_android_20	
collabo_send_title_7	
collabo_send_scheme_7	
collabo_send_url_7	
collabo_send_url_android_7	
collabo_send_title_8	
collabo_send_scheme_8	
collabo_send_url_8	
collabo_send_url_android_8	
collabo_send_title_9	
collabo_send_scheme_9	
collabo_send_url_9	
collabo_send_url_android_9	
collabo_send_title_10	
collabo_send_scheme_10	
collabo_send_url_10	
collabo_send_url_android_10	
collabo_send_title_11	
collabo_send_scheme_11	
collabo_send_url_11	
collabo_send_url_android_11	
collabo_send_title_12	Crash Fever
collabo_send_scheme_12	com.wonderplanet.crashfever://Nyanko?code=001
collabo_send_url_12	https://itunes.apple.com/us/app/crash-fever/id1146722894?ls=1&mt=8
collabo_send_url_android_12	https://play.google.com/store/apps/details?id=com.wonderplanet.CrashFever
collabo_send_title_13	Crash Fever
collabo_send_scheme_13	com.wonderplanet.crashfever://Nyanko?code=002
collabo_send_url_13	https://itunes.apple.com/us/app/crash-fever/id1146722894?ls=1&mt=8
collabo_send_url_android_13	https://play.google.com/store/apps/details?id=com.wonderplanet.CrashFever
collabo_send_title_21	
collabo_send_scheme_21	
collabo_send_url_21	
collabo_send_url_android_21	
collabo_send_title_22	
collabo_send_scheme_22	
collabo_send_url_22	
collabo_send_url_android_22	
scheme_item_param_3	
scheme_popup_3	<flash>You got a Special Cat: "%@"!</flash>
scheme_popup_3_option	<flash>You got a Special Cat: "%@"!</flash><br>Get it at the Upgrade menu!
scheme_popup_3_option_get	Reward successfully received!<br>Check it out at the Upgrade menu!
scheme_popup_browser	Enjoy these event rewards!<br>Receive your gifts at the Cat Base!
scheme_popup_browser_get	Event rewards successfully received!
rarity_name_1	Normal
rarity_name_2	Special
rarity_name_3	Rare
rarity_name_4	Super Rare
rarity_name_5	Uber Rare
rarity_name_6	Legend Rare
unlock_popup_message_0	<flash>The Treasure menu has been unlocked!</flash><br>Get Cat Treasures to activate<br>Cat Treasure Bonuses!<br>Check bonuses from the Treasure menu!
unlock_popup_message_1	<flash>The Upgrade screen has been unlocked!</flash><br>Tap "Upgrade" at the Cat Base to check it out!<br><br>Unlock Cat units and power up before battle!
unlock_popup_message_2	<flash>The Encyclopedia has been unlocked!</flash><br>You can read about all of the enemies<br>you've encountered here.
unlock_popup_message_3	<flash>The Item Shop is now open!</flash><br>You can buy many<br>useful items to use in battle here!<br>
unlock_popup_message_4	<flash>You unlocked the Cat Seeker!</flash><br>Filter through and inspect all <br>Cats you've picked up!
unlock_popup_message_5	<flash>GAMATOTO has been unlocked!</flash><br>Send them out on Expeditions<br>to collect various item rewards!
unlock_popup_message_6	<flash>New Items added to the store!</flash><br>Buy Catamins to shorten the<br>GAMATOTO Expedition!
unlock_popup_message_7	<flash>Raise your Level Cap!</flash><br>Use a Catseye on certain Cats<br>to unlock higher levels for them!<br>Can use them on level 30 Cats!
unlock_popup_message_8	<flash>A new event stage has been released!</flash><br>You can access it from the Title Screen
unlock_popup_message_9	<flash>A new chapter for "Empire of Cats" is available!</flash><br>Select "Empire of Cats" from the title screen<br>to take on new, challenging stages!
unlock_popup_message_10	<flash>A new chapter for "Empire of Cats" is available!</flash><br>Select "Empire of Cats" from the title screen<br>to take on new, challenging stages!
unlock_popup_message_11	<flash>Challenge Battle unlocked!</flash><br>You can access it from the Main Menu.<br>You can now switch between Cat classes<br>using the Switch Class button!
unlock_popup_message_12	<flash>Cat Capsule Machine has been unlocked!</flash><br>You can access it from the Cat Base.
unlock_popup_message_13	<flash>新キャラメッセージ</flash>
unlock_popup_message_14	<flash>Clear Bonus!</flash><br>Special Cat [Bean Cats] unlocked!<br>Activate it at the Upgrade menu.
unlock_popup_message_15	<flash>All Clear Bonus!</flash><br>You got "Moneko"!<br>Activate it at the Upgrade menu.
unlock_popup_message_16	<flash>Stories of Legend have been unlocked!</flash><br>Regular event stages can also be<br>accessed from Stories of Legend!
unlock_popup_message_17	<flash>A new adventure has appeared!</flash><br>Select "Into the Future" from the title screen<br>to take on this fresh challenge!
unlock_popup_message_18	<flash>All Filter enabled!</flash><br>You can see all capsules in your Storage.<br>Visit the Upgrade menu and have a look!
unlock_popup_message_19	<flash>The Organize menu has been unlocked!</flash><br>You can now organize the Cats you want<br>to bring into battle.
unlock_popup_message_20	<flash>Battle Formations increased!</flash><br>Up to three formations may now be<br>readied by visiting the Equip screen.
unlock_popup_message_21	<flash>User Rank unlocked!</flash><br>Reach the goal rank to acquire rewards!<br>Rank is determined by total Upgrade score.
unlock_popup_message_22	<flash>CatCombo unlocked!</flash><br>Arrange your units to unlock a power bonus!<br>Visit the Combo List menu for more info!
unlock_popup_message_23	<flash>The Catclaw Dojo is now open!</flash><br>Select the Catclaw Dojo option from the title<br>menu to test your Cats' power and skill!
unlock_popup_message_24	<flash>All Clear Bonus!</flash><br>A new CatCombo has been unlocked!<br>Visit the Combo List menu for more<br>information on your new skill.
unlock_popup_message_25	<flash>A new chapter of the Future saga is here!</flash><br>Select "Into the Future" from the title screen<br>to take on this fresh challenge!
unlock_popup_message_26	<flash>A new chapter of the Future saga is here!</flash><br>Select "Into the Future" from the title screen<br>to take on this fresh challenge!
unlock_popup_message_27	<flash>All Clear Bonus!</flash><br>Special Character:<br>You unlocked Valkyrie Cat's True Form!<br>Evolve her at level 20 to use it!
unlock_popup_message_28	<flash>All Clear Bonus!</flash><br>A new CatCombo has been unlocked!<br>Visit the Combo List menu for more<br>information on your new skill.
unlock_popup_message_29	<flash>All Clear Bonus!</flash><br>Special Character:<br>You unlocked Bahamut Cat's True Form!<br>Evolve him at level 20 to use it!
unlock_popup_message_30	<flash>All Clear Bonus!</flash><br>A new CatCombo has been unlocked!<br>Visit the Combo List menu for more<br>information on your new skill.
unlock_popup_message_31	<flash>Catfruit Storage unlocked!</flash><br>View the Catfruit and Seeds<br>you've collected so far!
unlock_popup_message_32	<flash>You can now record and share your battles!</flash><br>Choose to Auto-Record your epic fights at<br>the Settings menu by tapping the ON button.<br>Recording auto-stops once the battle ends.
unlock_popup_message_33	<flash>You can now watch others' play videos!</flash><br>Visit the Settings menu from the Title Screen<br>to search for and view Battle Cats media.
unlock_popup_message_34	<flash>The level cap has been increased!</flash><br>Your Cats can become even<br>more powerful now!
unlock_popup_message_35	<flash>There is a new Cat</flash><br>waiting to be upgraded!
unlock_popup_message_36	<flash>There is a new Cat</flash><br>waiting to be upgraded!
unlock_popup_message_37	<flash>There is a new Cat</flash><br>waiting to be upgraded!
unlock_popup_message_38	<flash>There is a new Cat</flash><br>waiting to be upgraded!
unlock_popup_message_39	<flash>There is a new Cat</flash><br>waiting to be upgraded!
unlock_popup_message_40	<flash>There is a new Cat</flash><br>waiting to be upgraded!
unlock_popup_message_41	<flash>There is a new Cat</flash><br>waiting to be upgraded!
unlock_popup_message_42	<flash>There is a new Cat</flash><br>waiting to be upgraded!
unlock_popup_message_43	<flash>There is a new Cat</flash><br>waiting to be upgraded!
unlock_popup_message_44	<flash>There is a new Cat</flash><br>waiting to be upgraded!
unlock_popup_message_45	<flash>There is a new Cat</flash><br>waiting to be upgraded!
unlock_popup_message_46	<flash>There is a new Cat</flash><br>waiting to be upgraded!
unlock_popup_message_47	<flash>There is a new Cat</flash><br>waiting to be upgraded!
unlock_popup_message_48	<flash>There is a new Cat</flash><br>waiting to be upgraded!
unlock_popup_message_49	<flash>All Clear Bonus!</flash><br>You got %@!<br>Unlock it at the Upgrade menu!
unlock_popup_message_50	<flash>All Clear Bonus!</flash><br>You got %@!<br>Unlock it at the Upgrade menu!
unlock_popup_message_51	<flash>Clear Bonus!</flash><br>You got "%@"!<br>Unlock it at the Upgrade menu!
unlock_popup_message_52	<flash>Clear Bonus!</flash><br>You got "%@"!<br>Unlock it at the Upgrade menu!
unlock_popup_message_53	<flash>All Clear Bonus!</flash><br>Special Unit:<br>%@'s True form acquired!<br>Evolve after reaching Level 20!
unlock_popup_message_54	<flash>All Clear Bonus!</flash><br>Special Unit:<br>%@'s True form acquired!<br>Evolve after reaching Level 20!
unlock_popup_message_55	<flash>Ototo Corps has been unlocked!</flash><br>Build and enhance your Cat Base<br>and its Cat Cannon abilities!<br>Check it out at the Gamatoto menu!
unlock_popup_message_56	<flash>Catnip Challenges are now available!</flash><br>Complete various missions to<br>receive awesome rewards!
unlock_popup_message_57	<flash>"Cats of the Cosmos" is now available!</flash><br>Select this chapter from the Title Menu<br>and challenge strange new adventures!
unlock_popup_message_58	<flash>Completion Bonus!</flash><br>You've earned the blessing of Cat God!<br>Tap Cat God to use a special miracle<br>in any Story Mode battle!
unlock_popup_message_59	<flash>Cats of the Cosmos CLEARED!</flash><br>A new chapter will appear soon,<br>so look out for new updates!
unlock_popup_message_60	<flash>Full Clear Bonus!</flash><br>True Form of "Ururun Wolf" unlocked!<br>Upgrade to Level 30 and<br>use XP/Catfruit to activate!
unlock_popup_message_61	<flash>Full Clear Bonus!</flash><br>True Form of "Li'l Nyandam" unlocked!<br>Upgrade to Level 30 and<br>use XP/Catfruit to activate!
unlock_popup_message_62	<flash>Full Clear Bonus!</flash><br>True Form of "Red Riding Mina" unlocked!<br>Upgrade to Level 30 and<br>use XP/Catfruit to activate!
unlock_popup_message_63	<flash>Full Clear Bonus!</flash><br>True Form of "Miyamoku Musashi" unlocked!<br>Upgrade to Level 30 and<br>use XP/Catfruit to activate!
unlock_popup_message_64	<flash>Uncanny Legends now appear following Stories of Legend!</flash><br>Now available in the Legend Stages!
unlock_popup_message_65	<flash>Raise your Level Caps!</flash><br>Cats can achieve higher levels<br>before MAX by using Catseyes!<br>(User Rank 1600 required to use Catseyes)
unlock_popup_message_66	<flash>Clear Bonus!</flash><br>True Form of "Mecha-Bun" unlocked!<br>Upgrade to Level 30 and<br>use XP/Catfruit to activate!
unlock_popup_message_67	<flash>Clear Bonus!</flash><br> Catamin Stages are unlocked!<br> Use leftover Catamins to challenge these levels!
unlock_popup_message_68	<flash>A new chapter for "Cats of the Cosmos" is available!</flash><br>Select "Cats of the Cosmos" from the title screen<br>to continue the Battle Cats story!
unlock_popup_message_69	<flash>Cosmos Chapter 2 CLEARED!</flash><br>A new chapter will appear soon,<br>so look out for new updates!
unlock_popup_message_70	<flash>All Clear Bonus!</flash><br>You got the Special Cat "%@"!<br>Activate it at the Upgrade menu.
unlock_popup_message_71	<flash>Talents are now unlocked!</flash><br>Visit the Upgrade menu to discover<br>and upgrade Abilities for units with True Form (or beyond)!
unlock_popup_message_72	<flash>Officers' Club has been unlocked!</flash><br>Select the icon at the Cat Base<br>to check it out!
unlock_popup_message_73	<flash>NEW Cats of the Cosmos chapter!</flash><br>Tap on "Cats of the Cosmos" on the Title Menu<br>to take on this new challenge!
unlock_popup_message_74	<flash>All Clear Bonus!</flash><br>You got<br>%d %@!
unlock_popup_message_75	<flash>Improved Stage Navigation!</flash><br>You are now able to return directly to the<br>Stage Select menu after clearing a stage!
unlock_popup_message_76	<flash> Meow Medals now unlocked!</flash><br>Check it out at the<br>Cat Base menu!
Castle_Tutorial00	<flash>Welcome to the Ototo Corps!</flash><br>Change the look of your Cat Base<br>and enhance it's combat abilities!
Castle_Tutorial01	Tap the Chief Engineer to start!<br>Select a blueprint to start building!
Castle_Tutorial02	Tap "Change" to select a new<br>style for your Cat Base!
Castle_part00	Foundation
Castle_part01	Style
Castle_part02	Effect
Castle_dev_finish00	<flash>Cat Base upgrades complete!</flash><br>Level ${level1} → <color=255,255,0>${level2}</color>
Castle_dev_finish01	<flash>${recipeName} ${partsName} complete!</flash>
Castle_dev_finish02	<flash>${recipeName}'s ${partsName} enhancement complete!</flash><br>Level ${level1} → <color=255,255,0>${level2}</color>
Castle_lock00	To build up your Cat Base,<br>Cannon Power ・ Cannon Range ・ Cannon Charge<br>must all be powered up to Level 10.
Castle_lock01	This upgrade first requires<br>%@<br>before it can be built.
Castle_lock02	Building this upgrade requires<br>%@ to be built first.
Castle_lock03	Not enough materials...<br>※Collect materials from Stories of Legend.
Castle_lock03a	Not enough Engineers.<br>※Recruit Engineers from Gamatoto expeditions.
Castle_lock04	Max level achieved!<br>No further upgrades are possible<br>in the current version of the game.
Castle_lock05	You must clear<br>%@<br>to strengthen this part further.
Castle_researcher	Recruited to the Ototo Engineer Corps.<br>Can only be used for one project.
Castle_dev_suspend	Cancel this project?<br>Engineers/Materials will not be recovered!
Castle_researcher_name00	Engineer #%d
Castle_researcher_name01	Engineer
Castle_researcher_counter	Current Engineers: 
Castle_researcher_desc	Assistants to the Cat Base's Chief Engineer.<br>※Leaves forever after project cancellation.
Castle_dev_start00	Base Enhancement will begin.
Castle_dev_start01	Begin building ${recipeName}'s ${partsName}.
Castle_dev_start02	Begin enhancing ${recipeName}'s ${partsName}.
Castle_material_drop00	<flash>Material found!</flash><br>
Castle_material_drop01	 ×
Castle_researcher_get	I found an %@!
Castle_UnlockDataId_1	Rank 600 and a completed Slow Beam
Castle_UnlockDataId_2	Rank 900 and a completed Iron Wall
Castle_UnlockDataId_3	Rank 900 and a completed Thunderbolt
Castle_UnlockDataId_4	Total Lv. 30 for Cat Cannon Attack Power<br>Total Lv. 30 for Cat Cannon Charge
Castle_UnlockDataId_5	Rank 900 and a completed Waterblast
Castle_UnlockDataId_6	Rank 900 and a completed Holy Blast
Castle_UnlockDataId_7	Rank 900 and a completed<br>Breakerblast
local_notification_custom	Ototo has finished the task and returned!
Castle_AutoChange	<flash>All parts changed!!</flash>
Castle_shoter00	Use %@?,Project time will be shortened by %d hours.
Castle_shoter01	Project time shortened by , hours!
castle_connection_failed	Failed to confirm remaining project time. Check your network connection!
castle_fraud	Device time may have changed. Do not make further changes to your clock.
beacon_event_date	開催期間: %d年%d月%d日～%d年%d月%d日まで
beacon_event_before	にゃんこビーコンのイベントは<br>現在、開催してないにゃ
beacon_event_held	にゃんこビーコン電波を<br>検索してるにゃ～
beacon_event_held2	イベント報酬を受け取ると<br>取得済マークがつくにゃ
beacon_bluetooth_off	にゃんこビーコン受信するなら<br>Bluetoothをオンにして<br>ほしいにゃ～
beacon_location_off	にゃんこビーコン受信するなら<br>位置情報の利用を許可して<br>ほしいにゃ～
beacon_location_authorization	にゃんこビーコン受信するなら<br>位置情報の利用を許可して<br>ほしいにゃ～
beacon_pushinfo_off	にゃんこビーコン受信するなら<br>プッシュ通知設定をオンにするにゃ
beacon_wifi_off	にゃんこビーコン受信するなら<br>Wi-Fiをオンにするにゃ
beacon_reward_before	にゃんこビーコン報酬はまだ取得していません
beacon_reward_received	にゃんこビーコン報酬は受け取り済みです
beacon_event_2017520	京都みやこめっせで記念キャラを取得しよう！<br>5/20～5/21に開催されるBitSummit2017会場の<br>にゃんこブースに訪問すれば<br>記念キャラ「ネコまねき」を取得可能！<br>※にゃんこビーコン受信設定が必要です<br>※詳細はバナーをタップ！
beacon_unsupported_device	この端末/OSバージョンには対応していません
not_enough_space_left_on_device	Download failed due to lack of disk space.
ranking_description	<flash>Ranked Stages</flash><br>Raise your rank by achieving higher scores!<br>※Network connection is required to play this stage.<br>※Ranking & Score will reset at the end of the event.
ranking_unauthorized	Not enough Cat Food...<br>Cat Food is required to challenge this stage.
ranking_suspend	Leave the battle?
ranking_error01	Failed to connect to Ranking servers.
ranking_default	―
ranking_title01	Grandmaster
ranking_title02	Master
ranking_title03	Expert
ranking_title04	Adept
ranking_title05	Disciple
ranking_title06	Initiate
ranking_title07	Trainee
ranking_resultcomment	<flash>Current Ranking: Top %d％</flash><br> You will achieve "%@" rank!
ranking_start	<flash>Dojo Ranking ON NOW!</flash><br>(Ranking Period: %d/%02d/%02d ～ %d/%02d/%02d)<br>Take on other players in the Ranked Stages!<br>Earn rewards for your score when the event ends!
ranking_announce01	<flash>Ranking Event Results</flash><br>(Ranking Period: %d/%02d/%02d ～ %d/%02d/%02d)<br>Current Ranking: Top %d％<br>Claim your rewards at the Mailbox!<br>(Unclaimed rewards expire after 1 month)
ranking_announce02	<flash>Dojo Rankings Announced:</flash><br>(Event Open: %d/%02d/%02d ~ %d/%02d/%02d)<br>Final Result: Top %d!<br>No rewards earned... <br>Better luck next time!
ranking_no_reward	None
urguerrilla_warning00	%d clear(s) only before this stage disappears!<br>Try until you reach the stage clear limit!
mission_receive_achieved	<flash>Mission accomplished!</flash>
mission_receive_item	<color=255,255,0>Reward: ${itemNum} ${itemName}(s)</color>
mission_receive_item_xp	<color=255,255,0>Reward: +${itemNum} ${itemName}(s)</color>
mission_receive_item_chara	<color=255,255,0>Cat Unit Reward: "${charaName}"</color>
mission_receive_item_chara_evolve	<color=255,255,0>True Form Reward: "${charaName}"</color>
everyplay_mapname_E	Special Stage
everyplay_mapname_N	Stories of Legend
everyplay_mapname_S	Special Stages
everyplay_mapname_C	Collaborations
everyplay_mapname_T	Catclaw Dojo
everyplay_mapname_V	Special Stages
everyplay_mapname_J	Empire of Cats Ch.%d
everyplay_mapname_W	Into the Future Ch.%d
everyplay_mapname_P	Cats of the Cosmos Ch. %d
everyplay_mapname_Z	(Zombie)
lang	en
network_unavailable	Cannot access the Network
connecting	Connecting…
error	Error encountered
gamecenter_noauth	Please log in into Game Center.
purchase_unavailable	Purchases not enabled. Please enable in app purchase in the Settings app under Restrictions.
purchase_failed	Purchase failed
purchase_verifying	Confirming purchase...
disconnected	Disconnected
invalid_data_received	Invalid data received
nekokan_bonus_msg	<span class='kakoi2'>Save %d!!</span>
Copied_txt	Copied to Clipboard
err_txt	Data Read Error
err_v_txt	The version of this game\ndoes not support\nthe save data to be transferred.\nPlease update the game\nbefore proceeding\nby tapping "Update".
nyanko_url	https://ponosgames.com/dl/index_en.html
nyanko_update	Update
catfoodbuy_txt	Purchase Successful!
catfoodtapjoy_txt	Cat Food +%d<br>received!
adreward_txt	%@ +%d<br>received!
twitter_hash	#battlecats
yes_txt	Yes
no_txt	No
Rank_txt0	User Rank
Rank_txt1	The combined point value of your Unit and Item
Rank_txt2	scores will determine your User Rank!
Rank_txt3	Clearing a certain User Rank will earn you
Rank_txt4	special in-game bonuses and rewards!
downloading	Downloading.
download_wrn_cellular	No Wi-Fi connection detected.\n※Cellular data will be used instead.\nPlease be aware that data may incur additional fees.
download_err	Download has failed.\nCheck your network.
download_retry	Retry
warning_text1	"The Battle Cats" is completely free to play,
warning_text2	However, please be aware that there is paid content.
url_err	Not compatible with the current version or currently unavailable.
sign_in	Sign In
sign_out	Sign Out
model_conversion	Save Data
notice	Push Msg
push_on	ON
push_off	OFF
local_push	Push Msg.
local_notification	Your Cat Energy is Full!
local_notification_expedition	GAMATOTO has returned!
google_1	Loading
google_2	Saving
google_3	Receiving
nyanko_storage	Sent to %d Cat storage
settle_nyanko	You have %d of this.
boss_hp	Boss HP:
clear_1	First clear bonus!
clear_2	30 Cat Food!
pause_1	There is currently a battle in progress.
pause_2	Do you want to continue this battle?
ok_txt	OK
evolveWarningText0	Lv.
evolveWarningText1	XP
evolveWarningText2	Items
evolveWarningText3	Need more 
evolveWarningText4	/
