＠|＠|＠|＠|＠|＠|＠|			//ネコ
La Forma Reale aumenta l'attacco!|Dà anche possibilità del 100% di immobilità|sui nemici non metallici!|＠|La Forma Reale aumenta l'attacco!|Dà anche possibilità del 100% di immobilità|sui nemici non metallici!|			//ネコルガ
La Forma Reale aumenta l'attacco!|Dà anche l'abilità di rallentamento|su nemici non metallici per breve tempo.|＠|La Forma Reale aumenta l'attacco!|Dà anche l'abilità di rallentamento|su nemici non metallici per breve tempo.|			//オタネコ
La Forma Reale aumenta attacco,|difesa, velocità di movimento e raggio!|＠|＠|La Forma Reale aumenta attacco,|difesa, velocità di movimento e raggio!|＠|			//ネコスイマー
La Forma Reale aumenta attacco,|diminuisce il costo di schieramento e dà|l'abilità di sopravvivere a un colpo letale!|＠|La Forma Reale aumenta attacco,|diminuisce il costo di schieramento e dà|l'abilità di sopravvivere a un colpo letale!|			//ネコホッピング
La Forma Reale aumenta il raggio|e l'attacco! Dà anche un tempo di recupero|più breve dopo lo schieramento!|＠|La Forma Reale aumenta il raggio|e l'attacco! Dà anche un tempo di recupero|più breve dopo lo schieramento!|			//ネコ車輪
La Forma Reale ottiene attacco|ad area! Dà anche possibilità del 100%|di immobilità su nemici rossi!|＠|La Forma Reale ottiene attacco|ad area! Dà anche possibilità del 100%|di immobilità su nemici rossi!|			//ネコリンゴ
La Forma Reale aumenta la difesa!|Aumenta anche la velocità di attacco!|＠|＠|La Forma Reale aumenta la difesa!|Aumenta anche la velocità di attacco!|＠|			//ネコバスたぶ
La Forma Reale aumenta|la potenza attacco e annulla|gli effetti di indebolimento dei nemici.|＠|La Forma Reale aumenta|la potenza attacco e annulla|gli effetti di indebolimento dei nemici.|			//ネコエステ
La Forma Reale aumenta il raggio|e l'attacco! Dà anche possibilità del 100%|di immobilità su nemici rossi!|＠|La Forma Reale aumenta il raggio|e l'attacco! Dà anche possibilità del 100%|di immobilità su nemici rossi!|			//ネコアイス
La Forma Reale aumenta tutti i tratti.|Garantisce resistenza ad attacchi a ondata|mentre protegge le unità nelle retrovie!|＠|La Forma Reale aumenta tutti i tratti.|Garantisce resistenza ad attacchi a ondata|mentre protegge le unità nelle retrovie!|			//ネコマシン
La Forma Reale aumenta la difesa|e garantisce un attacco singolo potentissimo.|＠|＠|La Forma Reale aumenta la difesa|e garantisce un attacco singolo potentissimo.|＠|			//鬼にゃんま
＠|＠|＠|＠|＠|＠|＠|			//芸者ねこ
La Forma Reale aumenta la difesa|e la potenza attacco. Dà anche maggiori|possibilità di danni critici e raggio!|＠|La Forma Reale aumenta la difesa|e la potenza attacco. Dà anche maggiori|possibilità di danni critici e raggio!|			//ねこジュラ
La Forma Reale aumenta la difesa|di tantissimo e dà danni ad area!|＠|＠|La Forma Reale aumenta la difesa|di tantissimo e dà danni ad area!|＠|			//ねこファイター
La Forma Reale aumenta il raggio|e la difesa, e garantisce una maggiore|possibilità di respinta contro nemici rossi.|＠|La Forma Reale aumenta il raggio|e la difesa, e garantisce una maggiore|possibilità di respinta contro nemici rossi.|			//ねこ海賊
La Forma Reale aumenta|il raggio e la potenza attacco.|Garantisce anche danni ad area!|＠|La Forma Reale aumenta|il raggio e la potenza attacco.|Garantisce anche danni ad area!|			//ねこ泥棒
La Forma Reale aumenta|la difesa, il raggio e la potenza attacco.|L'attacco ottiene anche l'effetto ad area!|＠|La Forma Reale aumenta|la difesa, il raggio e la potenza attacco.|L'attacco ottiene anche l'effetto ad area!|			//ねこ僧侶
La Forma Reale aumenta la difesa!|Poi garantisce molte più possibilità di|respinta contro nemici fluttuanti.|＠|La Forma Reale aumenta la difesa!|Poi garantisce molte più possibilità di|respinta contro nemici fluttuanti.|			//ねこ占い師
La Forma Reale aumenta la potenza|d'attacco e il raggio. In più, aumenta|il tempo di immobilità dei nemici.|＠|La Forma Reale aumenta la potenza|d'attacco e il raggio. In più, aumenta|il tempo di immobilità dei nemici.|			//ネコシャーマン
＠|＠|＠|＠|＠|＠|＠|			//エヴァンジェリスト
＠|＠|＠|＠|＠|＠|＠|			//10式戦車
La Forma Reale aumenta la difesa e|il raggio di attacco. Poi aumenta il|tempo di rallentamento dei nemici rossi.|＠|La Forma Reale aumenta la difesa e|il raggio di attacco. Poi aumenta il|tempo di rallentamento dei nemici rossi.|			//ネコ魔女
La Forma Reale aumenta la difesa,|la velocità, l'attacco e il raggio!|＠|＠|La Forma Reale aumenta la difesa,|la velocità, l'attacco e il raggio!|＠|			//ネコアーチャー
La Forma Reale aumenta tutti i tratti|e la possibilità di danni critici! Poi dà|resistenza alla respinta di attacchi nemici.|＠|La Forma Reale aumenta tutti i tratti|e la possibilità di danni critici! Poi dà|resistenza alla respinta di attacchi nemici.|			//ネコシュバリエ
La Forma Reale migliora|la difesa e la potenza d'attacco!|＠|＠|La Forma Reale migliora|la difesa e la potenza d'attacco!|＠|			//ネコ魔剣士
La Forma Reale aumenta tutti i tratti|e garantisce le abilità di attacco a ondata!|＠|＠|La Forma ultra ottiene|velocità e bilaterale potenziati!|Anche l'attacco a ondata è potenziato!|			//ねこベビー
＠|＠|＠|＠|＠|＠|＠|			//ネコブ・ロンズ
La Forma Reale ha una difesa molto più forte!|＠|＠|＠|La Forma Reale ha una difesa molto più forte!|＠|＠|			//ねこ寿司
＠|＠|＠|＠|＠|＠|＠|			//ネコポン
＠|＠|＠|＠|＠|＠|＠|			//ネコ運動会
＠|＠|＠|＠|＠|＠|＠|			//剣士
＠|＠|＠|＠|＠|＠|＠|			//ウシ姫
True Form gains improved attack speed,|reduced deploy cooldown, and longer|Freeze effect vs Black enemies!|＠|True Form gains improved attack speed,|reduced deploy cooldown, and longer|Freeze effect vs Black enemies!|			//KHM48
La Forma Reale ha maggiore difesa!|Immune a Respinta da attacchi nemici.|＠|＠|La Forma Reale ha maggiore difesa!|Immune a Respinta da attacchi nemici.|＠|
True Form evolution gains|improved defense and attack|power, and faster attack rate!|＠|True Form evolution increases|improved defense and attack|power, and faster attack rate!|			//執行者
＠|＠|＠|＠|＠|＠|＠|			//眠れるケリの美女
＠|＠|＠|＠|＠|＠|＠|			//ネコリーマン
La Forma Reale aumenta l'attacco!|Ottiene anche velocità di movimento|maggiore.|＠|La Forma Reale aumenta l'attacco!|Ottiene anche velocità di movimento|maggiore.|			//真田幸村
La Forma Reale aumenta|tutti i tratti, e permette di ottenere|più potenza d'attacco.|＠|La Forma Reale aumenta|tutti i tratti, e permette di ottenere|più potenza d'attacco.|			//前田慶次
La Forma Reale aumenta molto la difesa!|In più migliora la potenza d'attacco e|aumenta il tempo d'immobilità su nemici neri!|＠|La Forma ultra ha maggiore difesa!|In più immobilità vs. Aku e|contrasto att. a valanga!|			//織田信長
＠|＠|＠|＠|＠|＠|＠|			//トナカイフィッシュ
La Forma Reale aumenta molto|la difesa e la velocità, così come|la potenza d'attacco e il raggio.|＠|La Forma ultra ha maggiore portata d'attacco,|velocità e ritmo, e infligge|danni incredibili a nemici fluttuanti!|			//風神のウィンディ
La Forma Reale aumenta la difesa|e la velocità, così come la potenza|d'attacco e il raggio!|＠|La Forma ultra aumenta le abilità!|Area d'attacco migliorata, sopravv.|colpi fatali, immune rallent. e indebol.|//雷神のサンディア
＠|＠|＠|＠|＠|＠|＠|			//ドロイド
＠|＠|＠|＠|＠|＠|＠|			//ネコと宇宙
＠|＠|＠|＠|＠|＠|＠|			//にゃんこ成人
＠|＠|＠|＠|＠|＠|＠|			//吾輩は鬼である
＠|＠|＠|＠|＠|＠|＠|			//ひなにゃんこ
＠|＠|＠|＠|＠|＠|＠|			//ネコ忍者～青～
La Forma Reale aumenta tutti|i tratti, e ottiene l'abilità di|respingere al 100% i fluttuanti.|＠|La Forma Reale aumenta tutti|i tratti, e ottiene l'abilità di|respingere al 100% i fluttuanti.|			//地龍ソドム
La Forma Reale aumenta la difesa,|la velocità, l'attacco e il raggio!|＠|＠|La Forma Reale aumenta la difesa,|la velocità, l'attacco e il raggio!|＠|			//聖龍メギドラ
La Forma Reale aumenta|la difesa, l'attacco e il raggio!|||La Forma Reale aumenta|la difesa, l'attacco e il raggio!||			//竜騎士バルス
La Forma Reale aumenta la difesa,|il raggio e la velocità d'attacco!|＠|＠|La Forma Reale aumenta la difesa,|il raggio e la velocità d'attacco!|＠|			//神龍かむくら
La Forma Reale aumenta la difesa,|la velocità e il raggio d'attacco!|È anche più efficace contro i nemici rossi!|＠|La Forma Reale aumenta la difesa,|la velocità e il raggio d'attacco!|È anche più efficace contro i nemici rossi!|			//竜戦機ライデン
＠|＠|＠|＠|＠|＠|＠|			//ネコなわとび
＠|＠|＠|＠|＠|＠|＠|			//ニムエ
＠|＠|＠|＠|＠|＠|＠|			//猿王
＠|＠|＠|＠|＠|＠|＠|			//狂乱のネコ
＠|＠|＠|＠|＠|＠|＠|			//狂乱のタンクネコ
＠|＠|＠|＠|＠|＠|＠|			//狂乱のバトルネコ
＠|＠|＠|＠|＠|＠|＠|			//狂乱のキモネコ
＠|＠|＠|＠|＠|＠|＠|			//狂乱のウシネコ
＠|＠|＠|＠|＠|＠|＠|			//狂乱のネコノトリ
＠|＠|＠|＠|＠|＠|＠|			//狂乱のネコフィッシュ
＠|＠|＠|＠|＠|＠|＠|			//狂乱のネコトカゲ
＠|＠|＠|＠|＠|＠|＠|			//狂乱の巨神ネコ
＠|＠|＠|＠|＠|＠|＠|			//ネコ乙女
＠|＠|＠|＠|＠|＠|＠|			//弱酸性エル
＠|＠|＠|＠|＠|＠|＠|			//レッドマローン
＠|＠|＠|＠|＠|＠|＠|			//歌謡にゃんこ
＠|＠|＠|＠|＠|＠|＠|			//マジでコイしてる
La Forma Reale aumenta la difesa,|l'attacco, il raggio e la velocità, in più|ottiene resistenza a indebolimento!|＠|La Forma Reale aumenta la difesa,|l'attacco, il raggio e la velocità, in più|ottiene resistenza a indebolimento!|			//猿帝のクウ
La Forma Reale aumenta l'attacco!|Anche difesa e velocità aumentano|di molto, ed è immune a respinta!|＠|La Forma Reale aumenta l'attacco!|Anche difesa e velocità aumentano|di molto, ed è immune a respinta!|			//召し豚のカイ
La Forma Reale aumenta|la difesa, il raggio e la potenza attacco.|Immobilità più facile sui fluttuanti!|＠|La Forma Reale aumenta|la difesa, il raggio e la potenza attacco.|Immobilità più facile sui fluttuanti!|			//宝杖のカッパーマイン
＠|＠|＠|＠|＠|＠|＠|			//にゃんこ３兄弟
＠|＠|＠|＠|＠|＠|＠|			//マダム・ザ・花嫁
＠|＠|＠|＠|＠|＠|＠|			//セレス
True Form evolution increases movement|speed and lowers deploy cost!|Gains a small chance to Survive a fatal blow!|＠|True Form evolution increases movement|speed and lowers deploy cost!|Gains a small chance to Survive a fatal blow!|			//ノノ
＠|＠|＠|＠|＠|＠|＠|			//オルガ
＠|＠|＠|＠|＠|＠|＠|			//ノルン
＠|＠|＠|＠|＠|＠|＠|			//よいち
＠|＠|＠|＠|＠|＠|＠|			//セラム
＠|＠|＠|＠|＠|＠|＠|			//フウ
＠|＠|＠|＠|＠|＠|＠|			//アウラ
＠|＠|＠|＠|＠|＠|＠|			//レイ
Forma Reale ottiene maggiore difesa!|Può indebolire nemici neri, ottiene|immunità a rallent. e ammazzagiganti!|＠|Forma Reale ottiene maggiore difesa!|Può indebolire nemici neri, ottiene|immunità a rallent. e ammazzagiganti!|			//ワイバーン
＠|＠|＠|＠|＠|＠|＠|			//癒術士
＠|＠|＠|＠|＠|＠|＠|			//メルク
＠|＠|＠|＠|＠|＠|＠|			//女王様の休日
Forma Reale ottiene maggiore attacco!|Ottiene resistenza ai nemici rossi,|Attacchi a ondata, Ammazza Behemoth!|＠|Forma Reale ottiene maggiore attacco!|Ottiene resistenza ai nemici rossi,|Attacchi a ondata, Ammazza Behemoth!|			//マメマメにゃんこ
La Forma Reale aumenta|la potenza d'attacco, il raggio e la difesa!|＠|＠|La Forma Reale aumenta|la potenza d'attacco, il raggio e la difesa!|＠|			//伊達政宗
La Forma Reale aumenta|la potenza d'attacco, il raggio e la difesa!|＠|＠|La Forma Reale aumenta|la potenza d'attacco, il raggio e la difesa!|＠|			//武田信玄
＠|＠|＠|＠|＠|＠|＠|			//カラクリにゃんこ
＠|＠|＠|＠|＠|＠|＠|			//ネコフラワー
＠|＠|＠|＠|＠|＠|＠|			//うらめしにゃん
La Forma Reale ottiene maggiore difesa,|più immunità da attacchi a ondata.|＠|＠|La Forma Reale ottiene maggiore difesa,|più immunità da attacchi a ondata.|＠|			//金ネコ
La Forma Reale ottiene maggiori|difesa, raggio e potenza d'attacco. In più|diventa immune dalle maledizioni.|＠|La Forma Reale ottiene maggiori|difesa, raggio e potenza d'attacco. In più|diventa immune dalle maledizioni.|			//ウルフとウルルン
＠|＠|＠|＠|＠|＠|＠|			//ねねこ
＠|＠|＠|＠|＠|＠|＠|			//カンフーにゃんこG
＠|＠|＠|＠|＠|＠|＠|			//ヒカキン
La Forma Reale aumenta la difesa,|la potenza d'attacco e il raggio! Poi|è immune dagli effetti di indebolimento!|＠|La Forma Reale aumenta la difesa,|la potenza d'attacco e il raggio! Poi|è immune dagli effetti di indebolimento!|			//うらしまタロウ
La Forma Reale aumenta la velocità|d'attacco! E ottiene la possibilità del 100%|di immobilità su fluttuanti/angelici!|＠|La Forma ultra ottiene Bilaterale e più|difesa! Costo diminuito, ottiene|att. a ondata e sterminatore di saggi!|			//ツルの恩返し
La Forma Reale aumenta tutti|i tratti! Dà anche una possibilità più|alta di immobilità su rossi/angelici!|＠|La Forma Reale aumenta tutti|i tratti! Dà anche una possibilità più|alta di immobilità su rossi/angelici!|			//ももたろう
La Forma Reale aumenta la difesa|e il raggio! Aumenta anche il ritmo d'attacco!|＠|＠|La Forma Reale aumenta la difesa|e il raggio! Aumenta anche il ritmo d'attacco!|＠|			//かさじぞう
La Forma Reale aumenta tutti i tratti|e aggiunge l'abilità al 100% di rallentamento|su nemici angelici e metallici.|＠|La Forma ultra rivela|la loro forma più potente!|Ottiene anche Ammazza-metallici!|
＠|＠|＠|＠|＠|＠|＠|			//ネコンドー
＠|＠|＠|＠|＠|＠|＠|			//ふにゅふにゅネコ
＠|＠|＠|＠|＠|＠|＠|			//神様
＠|＠|＠|＠|＠|＠|＠|			//ネコチュートリアル
La Forma Reale aumenta molto|la velocità! In più, difesa, attacco|e raggio aumentano!|＠|La Forma Reale aumenta molto|la velocità! In più, difesa, attacco|e raggio aumentano!|			//ねこナース
La Forma Reale ottiene maggiore|area attacco, danni da attacco più efficaci|e maggiore portata degli attacchi a ondata!|＠|La Forma Reale ottiene maggiore|area attacco, danni da attacco più efficaci|e maggiore portata degli attacchi a ondata!|			//にゃんこ城Mini
La Forma Reale ottiene maggiori|difesa, raggio e potenza d'attacco. In più|i nemici neri vengono rallentati più a lungo.|＠|La Forma Reale ottiene maggiori|difesa, raggio e potenza d'attacco. In più|i nemici neri vengono rallentati più a lungo.|			//ねこガンマン
La Forma Reale ottiene una notevole|potenza d'attacco e una difesa maggiore.|Più possibilità di respinta contro angelici.|＠|La Forma Reale ottiene una notevole|potenza d'attacco e una difesa maggiore.|Più possibilità di respinta contro angelici.|			//たけうまねこ
La Forma Reale rallenta|i movimenti, ma potenzia la difesa,|la potenza d'attacco e il raggio.|＠|La Forma Reale rallenta|i movimenti, ma potenzia la difesa,|la potenza d'attacco e il raggio.|			//ブリキネコ
La Forma Reale aumenta la difesa,|e la potenza d'attacco!|＠|＠|La Forma Reale aumenta la difesa,|e la potenza d'attacco!|＠|			//ねこロッカー
La Forma Reale aumenta|la difesa, il raggio e la velocità.|L'attacco ottiene anche l'effetto ad area!|＠|La Forma Reale aumenta|la difesa, il raggio e la velocità.|L'attacco ottiene anche l'effetto ad area!|			//ねこ人魚
La Forma Reale aumenta la velocità|d'attacco e accorcia il tempo di produzione.|Gli angelici sono immobilizzati più a lungo!|＠|La Forma Reale aumenta la velocità|d'attacco e accorcia il tempo di produzione.|Gli angelici sono immobilizzati più a lungo!|			//窓辺の乙女ネコ
La Forma Reale aumenta l'attacco,|la difesa e il raggio!|＠|＠|La Forma Reale aumenta l'attacco,|la difesa e il raggio!|＠|			//ネコバーベル
La Forma Reale ottiene maggiori potenza|d'attacco e difesa. Poi diventa immune|da maledizioni ed è efficace contro antichi.|＠|La Forma Reale ottiene maggiori potenza|d'attacco e difesa. Poi diventa immune|da maledizioni ed è efficace contro antichi.|			//ネコスケート
La Forma Reale aumenta la difesa,|l'attacco e ottiene sfondamento!|Rallenta gli angelici per più tempo!|＠|La Forma Reale aumenta la difesa,|l'attacco e ottiene sfondamento!|Rallenta gli angelici per più tempo!|			//ネコトースター
＠|＠|＠|＠|＠|＠|＠|			//ねこフープ
＠|＠|＠|＠|＠|＠|＠|			//のべにゃん
＠|＠|＠|＠|＠|＠|＠|			//ドラリー剣士
＠|＠|＠|＠|＠|＠|＠|			//ヌボボ
La Forma Reale aumenta la difesa,|la velocità di movimento e di attacco!|＠|＠|Forma ultra: difesa e attacco migliorati|il tempo di ricarica dopo lo schieramento!|Probabilità del 100% di mini-ondata.|			//上杉謙信
La Forma Reale dà potenza|d'attacco e raggio migliorati!|＠|＠|La Forma Reale dà potenza|d'attacco e raggio migliorati!|＠|			//冥界のカリファ
True Form evolution increases Defense and|attack range, move speed, and attack speed!|＠|＠|True Form evolution increases Defense and|attack range, move speed, and attack speed!|＠|			//ユーリンチー
True Form evolution increases|defense, attack speed and attack range!|Plus, higher Knockback chance vs Metal!|＠|True Form evolution increases|defense, attack speed and attack range!|Plus, higher Knockback chance vs Metal!|			//狂乱のケリ姫
＠|＠|＠|＠|＠|＠|＠|			//綾小路 翔
＠|＠|＠|＠|＠|＠|＠|			//早乙女 光
＠|＠|＠|＠|＠|＠|＠|			//西園寺 瞳
＠|＠|＠|＠|＠|＠|＠|			//星グランマニエ
＠|＠|＠|＠|＠|＠|＠|			//白鳥松竹梅
＠|＠|＠|＠|＠|＠|＠|			//ネコヤンキー
La Forma Reale dà un grande aumento|al raggio d'attacco.|＠|＠|La Forma Reale dà un grande aumento|al raggio d'attacco.|＠|			//アシルガ
La Forma Reale perde l'effetto|respinta, ma attacchi normali e a ondata|ottengono 100% possibilità di danni critici!|＠|La Forma Reale perde l'effetto|respinta, ma attacchi normali e a ondata|ottengono 100% possibilità di danni critici!|			//クビルガ
La Forma Reale aumenta la velocità|e le possibilità di danni critici!|＠|＠|La Forma Reale aumenta la velocità|e le possibilità di danni critici!|＠|			//テコルガ
La Forma Reale ottiene l'abilità di|indebolire nemici. Poi i nemici|rimangono immobilizzati più a lungo!|＠|La Forma Reale ottiene l'abilità di|indebolire nemici. Poi i nemici|rimangono immobilizzati più a lungo!|			//バララガ
La Forma Reale migliora tutti i tratti!|Ha una possibilità più alta di rallentamento e|diventa immune dalle maledizioni.|＠|La Forma Reale migliora tutti i tratti!|Ha una possibilità più alta di rallentamento e|diventa immune dalle maledizioni.|			//コニャンダム
True form evolution shortens|cooldown time after deployments!|＠|＠|True form evolution shortens|cooldown time after deployments!|＠|			//厨房マンボウ
True form evolution increases attack range!|＠|＠|＠|True form evolution increases attack range!|＠|＠|			//マンボ王
＠|＠|＠|＠|＠|＠|＠|			//にゃんぼう
＠|＠|＠|＠|＠|＠|＠|			//マシュマロにゃん
La Forma Reale aumenta le statistiche|e ottiene sfondamento, più rallentamento|e respinta contro angelici!|＠|Maggiore difesa, potenza d'attacco e|portata! Probabilità del 100% di|respinta e rallentamento su alieni!|			//覇龍ディオラムス
＠|＠|＠|＠|＠|＠|＠|			//極道にゃんこ
＠|＠|＠|＠|＠|＠|＠|			//タクヤとユキ
True Form evolution increases Attack|Range and Attack Speed! Plus, gains|the Immune to Weaken ability!|＠|True Form evolution increases Attack|Range and Attack Speed! Plus, gains|the Immune to Weaken ability!|			//謎の少女ユキ
＠|＠|＠|＠|＠|＠|＠|			//ゆきにゃん
＠|＠|＠|＠|＠|＠|＠|			//183
＠|＠|＠|＠|＠|＠|＠|			//にゃんこカートR
＠|＠|＠|＠|＠|＠|＠|			//ミスターニンジャ
La Forma Reale ottiene maggiori|difesa, velocità e raggio d'attacco!|Aumenta la possibilità di attacco critico!|＠|La Forma Reale ottiene maggiori|difesa, velocità e raggio d'attacco!|Aumenta la possibilità di attacco critico!|//ハルシュト
＠|＠|＠|＠|＠|＠|＠|			//コーネリア
La Forma Reale ottiene maggiore velocità|di difesa e attacco, ma la potenza d'attacco|diminuisce. Può schivare attacchi di angelici!|＠|La Forma Reale ottiene maggiore velocità|di difesa e attacco, ma la potenza d'attacco|diminuisce. Può schivare attacchi di angelici!|//ユーヴェンス
Forma Reale ha più potenza d'attacco!|E rallenta al 100% |nemici neri e Aku.|＠|Forma Reale ha più potenza d'attacco!|E rallenta al 100% |nemici neri e Aku.|			//ミスティカ
＠|＠|＠|＠|＠|＠|＠|			//アロイス
＠|＠|＠|＠|＠|＠|＠|			//シトルイユ
＠|＠|＠|＠|＠|＠|＠|			//ティティ
＠|＠|＠|＠|＠|＠|＠|			//山岡実乃里
＠|＠|＠|＠|＠|＠|＠|			//中村奏絵
La Forma Reale è efficace|contro nemici alieni.|＠|＠|La Forma Reale è efficace|contro nemici alieni.|＠|			//アキラ
La Forma Reale aumenta|la potenza d'attacco contro nemici alieni.|Ha rallentamento al 100% contro alieni!|＠|La Forma Reale aumenta|la potenza d'attacco contro nemici alieni.|Ha rallentamento al 100% contro alieni!|			//西園寺メカ子
La Forma Reale infligge danni|enormi ad alieni e antichi, e|diventa immune dalle maledizioni.|＠|La Forma Reale infligge danni|enormi ad alieni e antichi, e|diventa immune dalle maledizioni.|			//キャットマンダディ
La Forma Reale ottiene più velocità|di movimento, più una migliore|difesa e velocità d'attacco!|＠|La Forma Reale ottiene più velocità|di movimento, più una migliore|difesa e velocità d'attacco!|			//サイキックネコ
La Forma Reale ottiene una migliore|difesa. Ottiene anche l'abilità di indebolire|la potenza d'attacco del nemico!|＠|La Forma Reale ottiene una migliore|difesa. Ottiene anche l'abilità di indebolire|la potenza d'attacco del nemico!|			//ねこ陰陽師
La Forma Reale aumenta la difesa.|Ottiene immobilità migliore contro alieni|e l'abilità di sopravvivere a un colpo letale!|＠|La Forma Reale aumenta la difesa.|Ottiene immobilità migliore contro alieni|e l'abilità di sopravvivere a un colpo letale!|			//ネコサーファー
＠|＠|＠|＠|＠|＠|＠|			//メタルネコ
＠|＠|＠|＠|＠|＠|＠|			//ドラムメニャー
＠|＠|＠|＠|＠|＠|＠|			//小籠包にゃんこ
La Forma Reale aumenta la velocità!|In più, è efficace contro angelici e alieni!|＠|＠|La Forma Reale aumenta la velocità!|In più, è efficace contro angelici e alieni!|＠|			//カチカチヤマンズ
＠|＠|＠|＠|＠|＠|＠|			//アイルー
＠|＠|＠|＠|＠|＠|＠|			//シェリア【キリン】
＠|＠|＠|＠|＠|＠|＠|			//リオレウス
＠|＠|＠|＠|＠|＠|＠|			//リオレイア
＠|＠|＠|＠|＠|＠|＠|			//キリンネコ
＠|＠|＠|＠|＠|＠|＠|			//ちびネコ
＠|＠|＠|＠|＠|＠|＠|			//ちびタンクネコ
＠|＠|＠|＠|＠|＠|＠|			//ちびバトルネコ
La Forma Reale ottiene l'abilità|di respinta e indebolimento|su nemici rossi e alieni!|＠|La Forma ultra ottiene|tratti migliori, raggio di attacco|più ampio e sterminatore di saggi!|//ホワイトラビット
La Forma Reale ottiene maggiore|＠|＠|＠|La Forma Reale ottiene maggiore|＠|＠|			//214
＠|＠|＠|＠|＠|＠|＠|			//百太郎
＠|＠|＠|＠|＠|＠|＠|			//マルコ
＠|＠|＠|＠|＠|＠|＠|			//ターマ
＠|＠|＠|＠|＠|＠|＠|			//エリ
＠|＠|＠|＠|＠|＠|＠|			//フィオ
＠|＠|＠|＠|＠|＠|＠|			//SV-001
＠|＠|＠|＠|＠|＠|＠|			//アレン・オニール
＠|＠|＠|＠|＠|＠|＠|			//マーズピープル
True form evolution gains improved defense!|Also gain Strong vs. Black and gains|immunity to Warp effects.|＠|True form evolution gains improved defense!|Also gain Strong vs. Black and gains|immunity to Warp effects.|//ヒュージハーミット
True form evolution gains improved defense!|Also gains Surge Attacks and Barrier Break!|＠|＠|True form evolution gains improved defense!|Also gains Surge Attacks and Barrier Break!|＠|//ジュピターキング
True Form evolution gains Resistance|vs. Traitless, and may sometimes|Knockback enemies!|＠|True Form evolution gains Resistance|vs. Traitless, and may sometimes|Knockback enemies!|//モーデン元帥
True Form evolution gains improved attack|and defense! Also lower deployment cost!|＠|＠|True Form evolution gains improved attack|and defense! Also lower deployment cost!|＠|//ハイドゥ
La Forma Reale può attaccare solo alieni,|ma potenza d'attacco e difesa aumentano|moltissimo! Resiste a ripetuti debuff.|＠|La Forma Reale può attaccare solo alieni,|ma potenza d'attacco e difesa aumentano|moltissimo! Resiste a ripetuti debuff.|			//呪術師デスピエロ
