9600,50,5,-1
9700,51,5,-1
9800,52,5,-1
9900,53,5,-1
10500,42,1,-1
11000,21,1,-1
10100,55,5,-1
10200,56,5,-1
10300,57,5,-1
10400,38,5,-1
10600,35,5,-1
10700,36,5,-1
10800,37,5,-1
10900,39,5,-1
11500,42,1,-1
12000,21,1,-1
11100,50,5,-1
11200,51,5,-1
11300,52,5,-1
11400,53,5,-1
11600,55,5,-1
11700,56,5,-1
11800,57,5,-1
11900,38,5,-1
12500,42,1,-1
12100,35,5,-1
12200,36,5,-1
12300,37,5,-1
12400,39,5,-1
12600,85,10,-1
12700,86,10,-1
12800,87,10,-1
9999,4000,10,-1
12900,88,10,-1
13000,21,1,-1
13100,89,10,-1
13200,90,10,-1
13300,91,10,-1
13400,140,10,-1
13500,42,2,-1
15000,29,1,-1
13600,50,5,-1
13700,51,5,-1
13800,52,5,-1
20000,29,1,-1
13900,53,5,-1
14000,21,1,-1
14100,85,20,-1
14200,86,20,-1
14300,87,20,-1
14400,88,20,-1
14500,42,2,-1
14600,89,20,-1
14700,90,20,-1
14800,91,20,-1
14900,140,20,-1
15100,157,1,-1
15200,22,50,-1
15300,105,1,-1
15400,54,3,-1
15500,42,2,-1
15600,55,5,-1
15700,56,5,-1
15800,57,5,-1
15900,22,50,-1
16000,21,1,-1
16100,157,1,-1
16200,55,5,-1
16300,56,5,-1
16400,57,5,-1
16500,54,3,-1
16600,50,5,-1
16700,51,5,-1
16800,52,5,-1
16900,53,5,-1
17000,21,1,-1
17100,157,1,-1
17200,55,5,-1
17300,56,5,-1
17400,57,5,-1
17500,54,5,-1
10001,4099,21,-1
17600,50,5,-1
17700,51,5,-1
17800,52,5,-1
11001,4099,10,-1
17900,53,5,-1
18000,21,1,-1
18100,157,1,-1
12001,4099,10,-1
18200,55,5,-1
18300,56,5,-1
18400,57,5,-1
13001,4099,10,-1
18500,54,5,-1
18600,50,5,-1
18700,51,5,-1
14001,4099,10,-1
15001,4099,10,-1
18800,52,5,-1
18900,53,5,-1
19000,21,1,-1
20001,58,3,-1
19100,157,1,-1
19200,55,5,-1
19300,56,5,-1
25000,145,1,-1
19400,57,5,-1
19500,54,5,-1
19600,50,5,-1
19700,51,5,-1
19800,52,5,-1
19900,53,5,-1
20100,157,1,-1
20200,187,3,-1
20300,188,3,-1
20400,189,3,-1
20500,190,3,-1
20600,191,3,-1
20700,192,3,-1
20800,193,3,-1
20900,194,3,-1
21000,21,1,-1
21100,157,1,-1
21200,55,5,-1
16001,4099,10,-1
21300,56,5,-1
21400,57,5,-1
21500,3,10,-1
21600,187,3,-1
21700,188,3,-1
21800,189,3,-1
21900,190,3,-1
22000,21,1,-1
22100,157,1,-1
22200,191,3,-1
22300,192,3,-1
22400,193,3,-1
22500,194,3,-1
22600,55,5,-1
22700,56,5,-1
22800,57,5,-1
22900,3,10,-1
23000,21,1,-1
23100,157,1,-1
23200,54,5,-1
23300,50,5,-1
23400,51,5,-1
23500,52,5,-1
23600,53,5,-1
23700,187,3,-1
23800,188,3,-1
23900,189,3,-1
24000,21,1,-1
24100,157,1,-1
24200,190,3,-1
24300,191,3,-1
24400,192,3,-1
24500,193,3,-1
24600,194,3,-1
24700,55,5,-1
24800,56,5,-1
24900,57,5,-1
25100,50,5,-1
25200,51,5,-1
30000,145,1,-1
25300,52,5,-1
25400,53,5,-1
25500,54,5,-1
25600,50,5,-1
25700,51,5,-1
25800,52,5,-1
25900,53,5,-1
26000,21,1,-1
26100,54,5,-1
26200,50,5,-1
26300,51,5,-1
26400,52,5,-1
