＠|＠|＠|＠|＠|＠|＠|			//ネコ
True Form evolution increases Attack,|Defense, Movement Speed and Range!|＠|＠|True Form evolution increases Attack,|Defense, Movement Speed and Range!|＠|			//ネコスイマー
True Form evolution increases Attack,|decreased deploy Cost, and adds the|ability to survive one lethal blow!|＠|True Form evolution increases Attack,|decreased deploy Cost, and adds the|ability to survive one lethal blow!|			//ネコホッピング
True Form evolution increases Range|and Attack! Also gains a shortened|recovery time after deployment!|＠|True Form evolution increases Range|and Attack! Also gains a shortened|recovery time after deployment!|			//ネコ車輪
True Form evolution gains Area|Attack! Also gains a 100% chance to|freeze Red enemy movement!|＠|True Form evolution gains Area|Attack! Also gains a 100% chance to|freeze Red enemy movement!|			//ネコリンゴ
True Form evolution increases Defense!|Attack speed is also increased!|＠|＠|True Form evolution increases Defense!|Attack speed is also increased!|＠|			//ネコバスたぶ
True Form evolution increases|attack power! Plus, negates|enemy attacks' Weaken effects.|＠|True Form evolution increases|attack power! Plus, negates|enemy attacks' Weaken effects.|			//ネコエステ
True Form evolution increases Range|and Attack! Also gains a 100% chance to|freeze Red enemy movement!|＠|True Form evolution increases Range|and Attack! Also gains a 100% chance to|freeze Red enemy movement!|			//ネコアイス
True Form evolution increases all traits.|Also grants resistance to wave attacks|while protecting units behind as well!|＠|True Form evolution increases all traits.|Also grants resistance to wave attacks|while protecting units behind as well!|			//ネコマシン
True Form evolution increases Defense|and grants a hugely powerful single attack.|＠|＠|True Form evolution increases Defense|and grants a hugely powerful single attack.|＠|			//鬼にゃんま
＠|＠|＠|＠|＠|＠|＠|			//芸者ねこ
True Form evolution increases Defense|and Attack power. Also gains increased|critical chance and range!||True Form evolution increases Defense|and Attack power. Also gains increased|critical chance and range!|			//ねこジュラ
True Form evolution increases Defense|by a large amount and gives Area Attack!|＠|＠|True Form evolution increases Defense|by a large amount and gives Area Attack!|＠|			//ねこファイター
True Form evolution increases Range|and Defense, and grants a greater|chance of Knockback vs Red enemies|＠|True Form evolution increases Range|and Defense, and grants a greater|chance of Knockback vs Red enemies|			//ねこ海賊
True Form evolution increases|range and attack power. |Also grants Area Attack!|＠|True Form evolution increases|range and attack power. |Also grants Area Attack!|			//ねこ泥棒
True Form evolution increases|defense, range and attack power. |Attacks also gain Area effect!|＠|True Form evolution increases|defense, range and attack power. |Attacks also gain Area effect!|			//ねこ僧侶
True Form evolution increases Defense!|Also grants a much greater chance of|Knockback vs Floating enemies.|＠|True Form evolution increases Defense!|Also grants a much greater chance of|Knockback vs Floating enemies.|			//ねこ占い師
True Form evolution increases attack|power and range. Plus, increases|time enemies become frozen.|＠|True Form evolution increases attack|power and range. Plus, increases|time enemies become frozen.|			//ネコシャーマン
＠|＠|＠|＠|＠|＠|＠|			//エヴァンジェリスト
＠|＠|＠|＠|＠|＠|＠|			//10式戦車
True Form evolution increases Defense and|Attack Range. Also increases the length of|time Red enemies' movement is slowed.|＠|True Form evolution increases Defense and|Attack Range. Also increases the length of|time Red enemies' movement is slowed.|			//ネコ魔女
True Form evolution increases Defense,|movement speed, Attack, and Range!|＠|＠|True Form evolution increases Defense,|movement speed, Attack, and Range!|＠|			//ネコアーチャー
True Form evolution increases all traits|and critical attack chance! Also grants|resistance to enemy attacks' knockback.|＠|True Form evolution increases all traits|and critical attack chance! Also grants|resistance to enemy attacks' knockback.|			//ネコシュバリエ
True Form evolution improves|Defense and Attack Power!|＠|＠|True Form evolution improves|Defense and Attack Power!|＠|			//ネコ魔剣士
True Form evolution increases all traits|and grants Wave Attack abilities!|＠|＠|True Form evolution increases all traits|and grants Wave Attack abilities!|＠|			//ねこベビー
＠|＠|＠|＠|＠|＠|＠|			//ネコブ・ロンズ
True form gets much stronger defense!|＠|＠|＠|True form gets much stronger defense!|＠|＠|			//ねこ寿司
＠|＠|＠|＠|＠|＠|＠|			//ネコポン
＠|＠|＠|＠|＠|＠|＠|			//ネコ運動会
＠|＠|＠|＠|＠|＠|＠|			//剣士
＠|＠|＠|＠|＠|＠|＠|			//ウシ姫
＠|＠|＠|＠|＠|＠|＠|			//KHM48
＠|＠|＠|＠|＠|＠|＠|			//チビガウ
＠|＠|＠|＠|＠|＠|＠|			//執行者
＠|＠|＠|＠|＠|＠|＠|			//眠れるケリの美女
＠|＠|＠|＠|＠|＠|＠|			//ネコリーマン
True Form evolution increases Attack!|Also gains faster movement speed.|＠|＠|True Form evolution increases Attack!|Also gains faster movement speed.|＠|			//真田幸村
True Form evolution increases|all traits, and allows greater|attack power gains.|＠|True Form evolution increases|all traits, and allows greater|attack power gains.|			//前田慶次
True Form greatly increases defense!|Plus, improves attack power and increases|the time Freeze will affect Black enemies!|＠|True Form evolution greatly increases defense!|Plus, improves attack power and increases|the time Freeze will affect Black enemies!|			//織田信長
＠|＠|＠|＠|＠|＠|＠|			//トナカイフィッシュ
True Form evolution greatly increases|defense and movement speed, as well|as increasing attack power and range.|＠|True Form evolution increases Defense|and movement speed, as well as Attack|power and Attack range!|			//風神のウィンディ
True Form evolution increases Defense|and movement speed, as well as Attack|power and Attack range!|＠|True Form evolution increases Defense|and movement speed, as well as Attack|power and Attack range!|			//雷神のサンディア
＠|＠|＠|＠|＠|＠|＠|			//ドロイド
＠|＠|＠|＠|＠|＠|＠|			//ネコと宇宙
＠|＠|＠|＠|＠|＠|＠|			//にゃんこ成人
＠|＠|＠|＠|＠|＠|＠|			//吾輩は鬼である
＠|＠|＠|＠|＠|＠|＠|			//ひなにゃんこ
＠|＠|＠|＠|＠|＠|＠|			//ネコ忍者～青～
True Form evolution increases all|traits, and gains the ability to 100%|knockback Floating enemies.|＠|True Form evolution increases all|traits, and gains the ability to 100%|knockback Floating enemies.|			//地龍ソドム
True Form evolution increases Defense,|movement speed, Attack, and Range!|＠|＠|True Form evolution increases Defense,|movement speed, Attack, and Range!|＠|			//聖龍メギドラ
True Form evolution increases|Defense, Attack, and Range!|||True Form evolution increases|Defense, Attack, and Range!||			//竜騎士バルス
True Form evolution increases defense,|attack range, and attack speed!|＠|＠|True Form evolution increases defense,|attack range, and attack speed!|＠|			//神龍かむくら
True Form evolution increases defense,|movement speed and attack range!|Stronger against Red enemies too!|＠|True Form evolution increases defense,|movement speed and attack range!|Stronger against Red enemies too!|			//竜戦機ライデン
＠|＠|＠|＠|＠|＠|＠|			//ネコなわとび
＠|＠|＠|＠|＠|＠|＠|			//ニムエ
＠|＠|＠|＠|＠|＠|＠|			//猿王
＠|＠|＠|＠|＠|＠|＠|			//狂乱のネコ
＠|＠|＠|＠|＠|＠|＠|			//狂乱のタンクネコ
＠|＠|＠|＠|＠|＠|＠|			//狂乱のバトルネコ
＠|＠|＠|＠|＠|＠|＠|			//狂乱のキモネコ
＠|＠|＠|＠|＠|＠|＠|			//狂乱のウシネコ
＠|＠|＠|＠|＠|＠|＠|			//狂乱のネコノトリ
＠|＠|＠|＠|＠|＠|＠|			//狂乱のネコフィッシュ
＠|＠|＠|＠|＠|＠|＠|			//狂乱のネコトカゲ
＠|＠|＠|＠|＠|＠|＠|			//狂乱の巨神ネコ
＠|＠|＠|＠|＠|＠|＠|			//ネコ乙女
＠|＠|＠|＠|＠|＠|＠|			//弱酸性エル
＠|＠|＠|＠|＠|＠|＠|			//レッドマローン
＠|＠|＠|＠|＠|＠|＠|			//歌謡にゃんこ
＠|＠|＠|＠|＠|＠|＠|			//マジでコイしてる
True Form evolution increases Defense,|Attack, Range, and Attack Speed, plus|gains resistance to Weaken!|＠|True Form evolution increases Defense,|Attack, Range, and Attack Speed, plus|gains resistance to Weaken!|			//猿帝のクウ
True Form evolution increases Attack!|Defense and move speed also hugely|increased, and immune to knockback!|＠|True Form evolution increases Attack!|Defense and move speed also hugely|increased, and immune to knockback!|			//召し豚のカイ
True Form evolution increases|defense, range and attack power. |Easier to freeze Floating enemies too!|＠|True Form evolution increases|defense, range and attack power. |Easier to freeze Floating enemies too!|			//宝杖のカッパーマイン
＠|＠|＠|＠|＠|＠|＠|			//にゃんこ３兄弟
＠|＠|＠|＠|＠|＠|＠|			//マダム・ザ・花嫁
＠|＠|＠|＠|＠|＠|＠|			//セレス
＠|＠|＠|＠|＠|＠|＠|			//ノノ
＠|＠|＠|＠|＠|＠|＠|			//オルガ
＠|＠|＠|＠|＠|＠|＠|			//ノルン
＠|＠|＠|＠|＠|＠|＠|			//よいち
＠|＠|＠|＠|＠|＠|＠|			//セラム
＠|＠|＠|＠|＠|＠|＠|			//フウ
＠|＠|＠|＠|＠|＠|＠|			//アウラ
＠|＠|＠|＠|＠|＠|＠|			//レイ
＠|＠|＠|＠|＠|＠|＠|			//ワイバーン
＠|＠|＠|＠|＠|＠|＠|			//癒術士
＠|＠|＠|＠|＠|＠|＠|			//メルク
＠|＠|＠|＠|＠|＠|＠|			//女王様の休日
＠|＠|＠|＠|＠|＠|＠|			//マメマメにゃんこ
True Form evolution increases|attack power and range and defense!|＠|＠|True Form evolution increases|attack power and range and defense!|＠|			//伊達政宗
True Form evolution increases|attack power and range and defense!|＠|＠|True Form evolution increases|attack power and range and defense!|＠|			//武田信玄
＠|＠|＠|＠|＠|＠|＠|			//カラクリにゃんこ
＠|＠|＠|＠|＠|＠|＠|			//ネコフラワー
＠|＠|＠|＠|＠|＠|＠|			//うらめしにゃん
True Form evolution gains increased defense,|plus Immunity to Wave attacks.|＠|＠|True Form evolution gains increased defense,|plus Immunity to Wave attacks.|＠|			//金ネコ
True Form evolution gains improved|defense, range and attack power. Plus,|becomes immune to enemy Curses.|＠|True Form evolution gains improved|defense, range and attack power. Plus,|becomes immune to enemy Curses.|			//ウルフとウルルン
＠|＠|＠|＠|＠|＠|＠|			//ねねこ
＠|＠|＠|＠|＠|＠|＠|			//カンフーにゃんこG
＠|＠|＠|＠|＠|＠|＠|			//ヒカキン
True Form evolution increases defense,|attack power and attack range! Also,|immune to enemies' Weaken effects!|＠|True Form evolution increases defense,|attack power and attack range! Also,|immune to enemies' Weaken effects!|			//うらしまタロウ
True Form evolution increases attack|power! Also gains 100% chance to freeze|Floating/Angelic enemy movement!|＠|True Form evolution increases attack|power! Also gains 100% chance to freeze|Floating/Angelic enemy movement!|			//ツルの恩返し
True Form evolution increases all|traits! Also gains a higher chance to|freeze Red/Angelic enemy movement!|＠|True Form evolution increases all|traits! Also gains a higher chance to|freeze Red/Angelic enemy movement!|			//ももたろう
True Form evolution increases defense|and range! Also increases attack rate!|＠|＠|True Form evolution increases defense|and range! Also increases attack rate!|＠|			//かさじぞう
True Form evolution increases all traits|and adds the ability to 100% slow|movement of Angel and Metal enemies|＠|True Form evolution increases all traits|and adds the ability to 100% slow|movement of Angel and Metal enemies|			//かぐやひめ
＠|＠|＠|＠|＠|＠|＠|			//ネコンドー
＠|＠|＠|＠|＠|＠|＠|			//ふにゅふにゅネコ
＠|＠|＠|＠|＠|＠|＠|			//神様
＠|＠|＠|＠|＠|＠|＠|			//ネコチュートリアル
True Form evolution greatly increases|movement speed! Plus, defense, attack|and range increases!|＠|True Form evolution greatly increases|movement speed! Plus, defense, attack|and range increases!|			//ねこナース
True Form evolution gains larger|attack Area, stronger attack damage,|and longer Wave attack range!|＠|True Form evolution gains larger|attack Area, stronger attack damage,|and longer Wave attack range!|			//にゃんこ城Mini
True Form evolution gains improved|defense, range and attack power. Plus,|Black enemies are Slowed for longer.|＠|True Form evolution gains improved|defense, range and attack power. Plus,|Black enemies are Slowed for longer.|			//ねこガンマン
True Form evolution gains significant|attack power and increased defense.|Increased chance of knockback vs Angels|＠|True Form evolution gains significant|attack power and increased defense.|Increased chance of knockback vs Angels|			//たけうまねこ
True Form evolution slows movement|speed, but gives a big boost to defense,|attack power, and attack range.|＠|True Form evolution slows movement|speed, but gives a big boost to defense,|attack power, and attack range.|			//ブリキネコ
True Form evolution increases Defense,|and attack power!|＠|＠|True Form evolution increases Defense,|and attack power!|＠|			//ねこロッカー
True Form evolution increases|defense, range and movement speed. |Attacks also gain Area effect!|＠|True Form evolution increases|defense, range and movement speed. |Attacks also gain Area effect!|			//ねこ人魚
True Form evolution increases attack|range and shortens production time.|Angels are frozen for longer too!|＠|True Form evolution increases attack|range and shortens production time.|Angels are frozen for longer too!|			//窓辺の乙女ネコ
True Form evolution increases attack,|defense and attack range!|＠|＠|True Form evolution increases attack,|defense and attack range!|＠|			//ネコバーベル
True Form evolution gains improved attack|power and defense. Plus, becomes immune |to Curses and is Strong vs Relic enemies|＠|True Form evolution gains improved attack|power and defense. Plus, becomes immune |to Curses and is Strong vs Relic enemies|			//ネコスケート
True Form evolution increases Defense,|and Attack and gains Barrier Breaker!|Slows Angels for even longer!|＠|True Form evolution increases Defense,|and Attack and gains Barrier Breaker!|Slows Angels for even longer!|			//ネコトースター
＠|＠|＠|＠|＠|＠|＠|			//ねこフープ
＠|＠|＠|＠|＠|＠|＠|			//のべにゃん
＠|＠|＠|＠|＠|＠|＠|			//ドラリー剣士
＠|＠|＠|＠|＠|＠|＠|			//ヌボボ
True form evolution increases defense,|movement speed, and attack speed!|＠|＠|True form evolution increases defense,|movement speed, and attack speed!|＠|			//上杉謙信
True form evolution gets improved|attack power and range!|＠|＠|True form evolution gets improved|attack power and range!|＠|			//冥界のカリファ
＠|＠|＠|＠|＠|＠|＠|			//ユーリンチー
＠|＠|＠|＠|＠|＠|＠|			//狂乱のケリ姫
＠|＠|＠|＠|＠|＠|＠|			//綾小路 翔
＠|＠|＠|＠|＠|＠|＠|			//早乙女 光
＠|＠|＠|＠|＠|＠|＠|			//西園寺 瞳
＠|＠|＠|＠|＠|＠|＠|			//星グランマニエ
＠|＠|＠|＠|＠|＠|＠|			//白鳥松竹梅
＠|＠|＠|＠|＠|＠|＠|			//ネコヤンキー
True Form evolution gives a huge|increase to attack range.|＠|＠|True Form evolution gives a huge|increase to attack range.|＠|			//アシルガ
True Form evolution loses knockback|effect, but both normal and Wave |attacks gain 100% Critical chance!|＠|True Form evolution loses knockback|effect, but both normal and Wave |attacks gain 100% Critical chance!|			//クビルガ
True Form evolution increases attack|range and chance of critical attacks!|＠|＠|True Form evolution increases attack|range and chance of critical attacks!|＠|			//テコルガ
True Form evolution gains the ability to|weaken enemies. Plus, the length of time|enemies are frozen is now longer!|＠|True Form evolution gains the ability to|weaken enemies. Plus, the length of time|enemies are frozen is now longer!|			//バララガ
True Form evolution improves all traits!|Plus, has a higher chance to Slow, and|becomes immune to enemy Curses.|＠|True Form evolution improves all traits!|Plus, has a higher chance to Slow, and|becomes immune to enemy Curses.|			//コニャンダム
True form evolution shortens|cooldown time after deployments!|＠|＠|True form evolution shortens|cooldown time after deployments!|＠|			//厨房マンボウ
True form evolution increases attack range!|＠|＠|＠|True form evolution increases attack range!|＠|＠|			//マンボ王
＠|＠|＠|＠|＠|＠|＠|			//にゃんぼう
＠|＠|＠|＠|＠|＠|＠|			//マシュマロにゃん
True form increases all stats and|gains Barrier Breaker, plus Slow |and Knockback versus Angels!|＠|True form increases all stats and|gains Barrier Breaker, plus Slow |and Knockback versus Angels!|			//覇龍ディオラムス
＠|＠|＠|＠|＠|＠|＠|			//極道にゃんこ
＠|＠|＠|＠|＠|＠|＠|			//タクヤとユキ
True Form evolution increases Attack|Range and Attack Speed! Plus, gains|the Immune to Weaken ability!|＠|True Form evolution increases Attack|Range and Attack Speed! Plus, gains|the Immune to Weaken ability!|			//謎の少女ユキ
＠|＠|＠|＠|＠|＠|＠|			//ゆきにゃん
＠|＠|＠|＠|＠|＠|＠|			//183
＠|＠|＠|＠|＠|＠|＠|			//にゃんこカートR
＠|＠|＠|＠|＠|＠|＠|			//ミスターニンジャ
True Form evolution gains improved|defense, move speed, and attack range!|Critical attack chance is also improved!|＠|True Form evolution gains improved|defense, move speed, and attack range!|Critical attack chance is also improved!|//ハルシュト
＠|＠|＠|＠|＠|＠|＠|			//コーネリア
True Form evolution gains improved defense|and attack speed, but attack power is|weakened. Might Dodge Angel attacks!|＠|True Form evolution gains improved defense|and attack speed, but attack power is|weakened. Might Dodge Angel attacks!|//ユーヴェンス
＠|＠|＠|＠|＠|＠|＠|			//ミスティカ
＠|＠|＠|＠|＠|＠|＠|			//アロイス
＠|＠|＠|＠|＠|＠|＠|			//シトルイユ
＠|＠|＠|＠|＠|＠|＠|			//ティティ
＠|＠|＠|＠|＠|＠|＠|			//山岡実乃里
＠|＠|＠|＠|＠|＠|＠|			//中村奏絵
True Form evolution gains |Strong vs Alien enemies.|＠|＠|True Form evolution gains |Strong vs Alien enemies.|＠|			//アキラ
True Form evolution increases|attack power vs Alien enemies. |Also gains 100% Slow vs Aliens!|＠|True Form evolution increases|attack power vs Alien enemies. |Also gains 100% Slow vs Aliens!|			//西園寺メカ子
True Form evolution delivers massive|damage to Aliens and Relics, and |becomes immune to enemy Curses.|＠|True Form evolution delivers massive|damage to Aliens and Relics, and |becomes immune to enemy Curses.|			//キャットマンダディ
True form evolution gets faster|movement speed, plus improved|defense and attack speed!|＠|True form evolution gets faster|movement speed, plus improved|defense and attack speed!|			//サイキックネコ
True form evolution gains greater|defense. Also gains the ability to weaken|enemy attack power!|＠|True form evolution gains greater|defense. Also gains the ability to weaken|enemy attack power!|			//ねこ陰陽師
True Form evolution increases Defense.|Also gains more effective Freeze vs Aliens |and the ability to survive a lethal strike!|＠|True Form evolution increases Defense.|Also gains more effective Freeze vs Aliens |and the ability to survive a lethal strike!|			//ネコサーファー
＠|＠|＠|＠|＠|＠|＠|			//メタルネコ
＠|＠|＠|＠|＠|＠|＠|			//ドラムメニャー
＠|＠|＠|＠|＠|＠|＠|			//小籠包にゃんこ
True Form increases movement speed!|Plus, gains Strong vs. Angels & Aliens!|＠|＠|True Form increases movement speed!|Plus, gains Strong vs. Angels & Aliens!|＠|			//カチカチヤマンズ
＠|＠|＠|＠|＠|＠|＠|			//アイルー
＠|＠|＠|＠|＠|＠|＠|			//シェリア【キリン】
＠|＠|＠|＠|＠|＠|＠|			//リオレウス
＠|＠|＠|＠|＠|＠|＠|			//リオレイア
＠|＠|＠|＠|＠|＠|＠|			//キリンネコ
＠|＠|＠|＠|＠|＠|＠|			//ちびネコ
＠|＠|＠|＠|＠|＠|＠|			//ちびタンクネコ
＠|＠|＠|＠|＠|＠|＠|			//ちびバトルネコ
True Form Evolution gains the|ability to knockback and weaken|Red and Alien enemies!|＠|True Form Evolution gains the|ability to knockback and weaken|Red and Alien enemies!|			//ホワイトラビット
True Form evolution gains larger|＠|＠|＠|True Form evolution gains larger|＠|＠|			//214
＠|＠|＠|＠|＠|＠|＠|			//百太郎
＠|＠|＠|＠|＠|＠|＠|			//マルコ
＠|＠|＠|＠|＠|＠|＠|			//ターマ
＠|＠|＠|＠|＠|＠|＠|			//エリ
＠|＠|＠|＠|＠|＠|＠|			//フィオ
＠|＠|＠|＠|＠|＠|＠|			//SV-001
＠|＠|＠|＠|＠|＠|＠|			//アレン・オニール
＠|＠|＠|＠|＠|＠|＠|			//マーズピープル
＠|＠|＠|＠|＠|＠|＠|			//ヒュージハーミット
＠|＠|＠|＠|＠|＠|＠|			//ジュピターキング
＠|＠|＠|＠|＠|＠|＠|			//モーデン元帥
＠|＠|＠|＠|＠|＠|＠|			//ハイドゥ
True Form evolution can attack only Aliens,|but defense & attack power is massively |increased! Also resists repeated debuffs.|＠|True Form evolution can attack only Aliens,|but defense & attack power is massively |increased! Also resists repeated debuffs.|			//呪術師デスピエロ
＠|＠|＠|＠|＠|＠|＠|			//にゃんぷきん
＠|＠|＠|＠|＠|＠|＠|			//ハロウィンねねこ
＠|＠|＠|＠|＠|＠|＠|			//ウィンディスイート
＠|＠|＠|＠|＠|＠|＠|			//デビルサンディア
＠|＠|＠|＠|＠|＠|＠|			//おでん
＠|＠|＠|＠|＠|＠|＠|			//光の神徒ヴァルキリー
＠|＠|＠|＠|＠|＠|＠|			//神徒ブリュンヒルデ
＠|＠|＠|＠|＠|＠|＠|			//神徒スルズ
＠|＠|＠|＠|＠|＠|＠|			//豊穣の女神フレイヤ
＠|＠|＠|＠|＠|＠|＠|			//軍神オーディン
True Form evolution gains faster move|speed, Surge Attack ability, and the|ability to Survive one lethal strike.|＠|True Form evolution gains faster move|speed, Surge Attack ability, and the|ability to Survive one lethal strike.|			//おかめはちもくネコ
True Form evolution gains|greatly improved attack power!|＠|＠|True Form evolution gains|greatly improved attack power!|＠|			//ボンボンネコ
True Form evolution gains faster attack|speed, larger attack area, and the|ability to Slow non-Metal enemies.|＠|True Form evolution gains faster attack|speed, larger attack area, and the|ability to Slow non-Metal enemies.|			//見習いスニャイパー
True Form evolution gains improved |attack speed and much better defense.|Plus, greater attack power gains!|＠|True Form evolution gains improved |attack speed and much better defense.|Plus, greater attack power gains!|			//トゲルガ
＠|＠|＠|＠|＠|＠|＠|			//雪だるまのスノーカイ
＠|＠|＠|＠|＠|＠|＠|			//サンタのメリークウ
＠|＠|＠|＠|＠|＠|＠|			//聖夜のシスターカッパー
＠|＠|＠|＠|＠|＠|＠|			//ネコのプレゼント
＠|＠|＠|＠|＠|＠|＠|			//ちびキモネコ
＠|＠|＠|＠|＠|＠|＠|			//ちびウシネコ
＠|＠|＠|＠|＠|＠|＠|			//ちびネコノトリ
True Form evolution gains increased|defense, plus gains Soulstrike!|＠|＠|True Form evolution gains increased|defense, plus gains Soulstrike!|＠|			//死にたてにゃんこ
＠|＠|＠|＠|＠|＠|＠|			//剣士
＠|＠|＠|＠|＠|＠|＠|			//騎馬兵
＠|＠|＠|＠|＠|＠|＠|			//アシュラ
＠|＠|＠|＠|＠|＠|＠|			//バトルバルーン
＠|＠|＠|＠|＠|＠|＠|			//ドラゴンライダー
＠|＠|＠|＠|＠|＠|＠|			//プリティキャット
＠|＠|＠|＠|＠|＠|＠|			//サイクロプス
＠|＠|＠|＠|＠|＠|＠|			//ゴーレム
True Form evolution gains improved |defense and attack power!|＠|＠|True Form evolution gains improved |defense and attack power!|＠|			//天空神ゼウス
True Form evolution gains improved |defense and attack power! Also, gains|immunity to Knockback from enemy attacks.|＠|True Form evolution gains improved |defense and attack power! Also, gains|immunity to Knockback from enemy attacks.|			//守護神アヌビス
True Form evolution gains improved defense!|＠|＠|＠|True Form evolution gains improved defense!|＠|＠|			//美女神アフロディーテ
＠|＠|＠|＠|＠|＠|＠|			//ネコウェイ
True Form evolution gains chance to|Knockback and Slow Zombie enemies.|Plus, gains the Zombie Killer ability!|＠|True Form evolution gains chance to|Knockback and Slow Zombie enemies.|Plus, gains the Zombie Killer ability!|			//天誅ハヤブサ
＠|＠|＠|＠|＠|＠|＠|			//ニャームス
＠|＠|＠|＠|＠|＠|＠|			//ポチ
＠|＠|＠|＠|＠|＠|＠|			//クロミ
＠|＠|＠|＠|＠|＠|＠|			//せつ子
＠|＠|＠|＠|＠|＠|＠|			//ねば～る君
＠|＠|＠|＠|＠|＠|＠|			//ネコタイフーン
True Form evolution gains improved attack|power and defense. Plus, becomes immune |to Curses and weakens Relic enemies|＠|True Form evolution gains improved attack|power and defense. Plus, becomes immune |to Curses and weakens Relic enemies|			//ネコずきんミーニャ
＠|＠|＠|＠|＠|＠|＠|			//幼獣ガオ
True Form evolution gains increased|Defense, Move Speed, and Attack Power!|Plus, gains the Immune to Slow ability!|＠|True Form evolution gains increased|Defense, Move Speed, and Attack Power!|Plus, gains the Immune to Slow ability!|			//狂乱のユキ
True Form gains improved attack power!|＠|＠|＠|True Form gains improved attack power!|＠|＠|			//太陽神アマテラス
True Form evolution gains improved|defense! Plus, attack power gained|after taking damage is increased!|＠|True Form evolution gains improved|defense! Plus, attack power gained|after taking damage is increased!|			//繁栄神ガネーシャ
＠|＠|＠|＠|＠|＠|＠|			//チアにゃんこ
＠|＠|＠|＠|＠|＠|＠|			//トロピカルカリファ
＠|＠|＠|＠|＠|＠|＠|			//真夏のホワイトラビット
True Form gains improved|attack power!|＠|＠|True Form gains improved|attack power!|＠|			//夏色ねねこ
＠|＠|＠|＠|＠|＠|＠|			//なめこ
＠|＠|＠|＠|＠|＠|＠|			//なめこタンク
＠|＠|＠|＠|＠|＠|＠|			//白ネコなめこ
＠|＠|＠|＠|＠|＠|＠|			//要塞なめこ
＠|＠|＠|＠|＠|＠|＠|			//ふてニャン
＠|＠|＠|＠|＠|＠|＠|			//ネコ阿波踊り
True Form Evolution gains increased|attack speed. Plus, gains even tougher|defense against Red enemies!|＠|True Form Evolution gains increased|attack speed. Plus, gains even tougher|defense against Red enemies!|			//猫飯拳パイパイ
＠|＠|＠|＠|＠|＠|＠|			//ネコ特急
＠|＠|＠|＠|＠|＠|＠|			//狂乱の小籠包にゃんこ
True Form Evolution gains improved attack|speed, and defense versus Floating enemies|is improved from Tough to Insanely Tough!|＠|True Form Evolution gains improved attack|speed, and defense versus Floating enemies|is improved from Tough to Insanely Tough!|			//閃雷機兵レイ
