57,57,57,17,56,56,56,19,55,55,55,78,78,78,-1,					//52:OK【9.9.0】にゃんこ福引Ｇ2020年10月
57,57,57,17,56,56,56,19,55,55,55,78,78,78,-1,					//53:OK【9.10.0】にゃんこ福引Ｇ2020年11月
0,0,0,1,2,3,3,4,5,11,11,11,12,12,12,-1,						//54:OK【9.10.0】にゃんこ福引※2020年文化祭
57,57,57,17,56,56,56,19,55,55,55,78,78,78,-1,					//55:OK【10.0.0】にゃんこ福引Ｇ2020年12月
57,57,57,17,56,56,56,19,55,55,55,78,78,78,-1,					//56:OK【10.1.0】にゃんこ福引Ｇ2021年1月
0,0,0,1,2,3,3,4,5,11,11,11,12,12,12,-1,						//57:OK【10.1.0】にゃんこ福引※2021年雪まつり
0,0,0,1,2,3,3,4,5,11,11,11,12,12,12,-1,						//58:OK【10.1.0】にゃんこ福引※2021年受験大戦争
57,57,57,17,56,56,56,19,55,55,55,78,78,78,-1,					//59:OK【10.2.0】にゃんこ福引Ｇ2021年2月
57,57,57,17,56,56,56,19,55,55,55,78,78,78,-1,					//60:OK【10.2.0】にゃんこ福引Ｇ2021年3月
57,57,57,17,56,56,56,19,55,55,55,78,78,78,-1,					//61:OK【10.3.0】にゃんこ福引Ｇ2021年4月
0,0,0,1,2,3,3,4,5,11,11,11,12,12,12,-1,						//62:OK【10.4.0】にゃんこ福引(ID統一用)
57,57,57,17,56,56,56,19,55,55,55,78,78,78,-1,					//63:OK【10.4.0】にゃんこ福引Ｇ(ID統一用)
-1,										//64:OK【11.0.0】にゃんこガチャ+(ユニット)ALLセット（11.0より実装）
10,11,12,14,50,51,52,53,58,-1,							//65:OK【12.3.0】『キャッツアイ入り』にゃんこガチャ（キャッツアイ【闇】追加）
-1,	//66セット(アイテム)
-1,	//67セット(アイテム)
-1,	//68セット(アイテム)
-1,	//69セット(アイテム)
-1,	//70セット(アイテム)
-1,	//71セット(アイテム)
-1,	//72セット(アイテム)
-1,	//73セット(アイテム)
-1,	//74セット(アイテム)
-1,	//75セット(アイテム)
-1,	//76セット(アイテム)
-1,	//77セット(アイテム)
-1,	//78セット(アイテム)
-1,	//79セット(アイテム)
-1,	//80セット(アイテム)
-1,	//81セット(アイテム)
-1,	//82セット(アイテム)
-1,	//83セット(アイテム)
-1,	//84セット(アイテム)
-1,	//85セット(アイテム)
-1,	//86セット(アイテム)
-1,	//87セット(アイテム)
-1,	//88セット(アイテム)
-1,	//89セット(アイテム)
-1,	//90セット(アイテム)
-1,	//91セット(アイテム)
-1,	//92セット(アイテム)
-1,	//93セット(アイテム)
-1,	//94セット(アイテム)
-1,	//95セット(アイテム)
-1,	//96セット(アイテム)
-1,	//97セット(アイテム)
-1,	//98セット(アイテム)
-1,	//99セット(アイテム)
-1,	//100セット(アイテム)
