mission_id,unlock_condition_id,priority,popup_condition,item_category,item,item_count
9032,2,20103,0,0,22,10
9033,2,20104,0,0,22,10
9034,2,20150,1,0,20,1
9035,2,20151,0,0,20,1
9036,2,20152,0,0,20,1
9037,2,10150,1,0,22,10
9038,2,10151,0,0,22,10
9039,2,10152,0,0,22,10
9040,2,20200,1,0,22,10
9041,2,20201,0,0,22,10
9042,2,20202,0,0,22,10
9043,2,20250,1,0,20,1
9044,2,20251,0,0,20,1
9045,2,20252,0,0,20,1
9046,2,20300,1,0,22,10
9047,2,20301,0,0,22,10
9048,2,20302,0,0,22,10
9049,2,20350,1,0,22,10
9050,2,10200,0,0,22,10
9051,2,10201,1,0,20,1
9052,2,10202,0,0,20,1
9053,2,10203,0,0,20,1
9054,2,10204,0,0,20,1
9055,2,10205,0,0,22,10
9056,2,10206,0,0,22,10
9057,2,10207,0,0,22,10
9058,2,10208,1,0,22,10
9059,2,10209,0,0,22,30
9060,2,10250,1,0,22,30
9061,2,10251,0,0,22,30
9062,2,10252,0,0,22,30
9063,2,10253,0,0,20,1
9064,2,10254,0,0,20,1
9065,2,10255,0,0,20,1
9066,2,10300,1,0,22,10
9067,2,10301,0,0,22,10
9068,2,10302,0,0,22,10
9069,2,10303,0,0,20,1
9070,2,10304,0,0,20,1
9071,2,10305,0,0,20,1
9072,2,20400,1,0,20,1
9073,2,20401,0,0,20,1
9074,2,20402,0,0,20,1
9075,2,99999,1,0,20,1
9076,2,99999,0,0,20,1
9077,2,99999,0,0,20,1
9078,2,99999,0,0,22,10
9079,2,99999,0,0,22,10
9080,2,99999,0,0,22,10
9081,2,10400,1,0,20,1
9082,2,10401,0,0,20,1
9083,2,10402,0,0,20,1
9084,2,10403,1,0,22,30
9085,2,20450,1,0,20,1
9086,2,20451,0,0,20,1
9087,2,20452,0,0,20,1
9088,2,20453,0,0,22,10
9089,11,15100,1,0,20,1
9090,11,15101,0,0,20,1
9091,11,15102,0,0,20,1
9092,2,15103,1,0,22,10
9093,2,10450,1,0,22,30
9094,2,10451,0,0,22,30
9095,2,10452,0,0,22,30
9096,2,10453,0,0,22,30
9097,2,20500,1,0,22,10
9098,11,15104,1,0,20,1
9099,11,15105,0,0,20,1
9100,11,15106,0,0,20,1
9101,2,15107,1,0,22,10
9102,2,99999,1,0,20,1
9103,2,99999,0,0,20,1
9104,2,99999,0,0,20,1
9105,2,99999,1,0,20,1
9106,2,99999,0,0,20,1
9107,2,99999,0,0,20,1
9108,2,99999,0,0,22,10
9109,2,99999,0,0,22,10
9110,2,99999,0,0,22,10
9111,11,15108,1,0,20,1
9112,11,15109,0,0,20,1
9113,11,15110,0,0,20,1
9114,2,15111,1,0,22,10
9115,11,15112,1,0,20,1
9116,11,15113,0,0,20,1
9117,11,15114,0,0,20,1
9118,2,15115,1,0,22,10
9119,2,20005,1,0,20,1
9120,2,20006,0,0,20,1
9121,2,20007,0,0,20,1
9122,2,20008,1,0,22,10
9123,2,99999,1,0,22,10
9124,2,99999,0,0,22,10
9125,2,99999,0,0,22,10
9126,2,99999,0,0,22,10
9127,2,99999,0,0,22,10
9128,2,99999,0,0,22,30
9129,2,99999,0,0,22,10
9130,2,99999,0,0,22,10
9131,2,10650,1,0,20,1
9132,2,10651,0,0,20,1
9133,2,10652,0,0,20,1
9134,11,15116,1,0,20,1
9135,11,15117,0,0,20,1
9136,11,15118,0,0,20,1
9137,2,15119,1,0,22,10
9138,11,15120,1,0,20,1
9139,11,15121,0,0,20,1
9140,11,15122,0,0,20,1
9141,2,15123,1,0,22,10
9142,2,99999,1,0,20,1
9143,2,99999,0,0,20,1
9144,2,99999,0,0,20,1
9145,2,10703,0,0,20,1
9146,2,99999,0,0,22,10
9147,2,20550,1,0,20,1
9148,2,20551,0,0,20,1
9149,2,20552,0,0,20,1
9150,2,20553,0,0,22,10
9151,11,15124,1,0,20,1
9152,11,15125,0,0,20,1
9153,11,15126,0,0,20,1
9154,2,15127,1,0,22,10
9155,2,99999,1,0,22,10
9156,2,20105,1,0,22,10
9157,11,15128,1,0,20,1
9158,11,15129,0,0,20,1
9159,11,15130,0,0,20,1
9160,2,15131,1,0,22,10
9161,9,4000,1,0,20,1
9162,9,4001,0,0,20,1
9163,9,4002,0,0,20,1
9164,9,4003,0,0,20,1
9165,12,4004,0,0,20,1
9166,12,4005,0,0,20,1
9167,12,3010,0,0,20,3
9168,2,3011,1,0,22,66
9169,9,3012,1,0,22,66
9170,11,15132,1,0,20,1
9171,11,15133,0,0,20,1
9172,11,15134,0,0,20,1
9173,2,15135,1,0,22,10
9174,11,15136,1,0,20,1
9175,11,15137,0,0,20,1
9176,11,15138,0,0,20,1
9177,2,15139,1,0,22,10
9178,2,99999,1,0,22,10
9179,11,15140,1,0,20,1
9180,11,15141,0,0,20,1
9181,11,15142,0,0,20,1
9182,2,15143,1,0,22,10
9183,2,10750,1,0,22,10
9184,11,15144,1,0,20,1
9185,11,15145,0,0,20,1
9186,11,15146,0,0,20,1
9187,2,15147,1,0,22,10
9188,2,10800,1,0,22,10
9189,2,10801,0,0,22,10
9190,2,10802,0,0,22,10
9191,2,99999,1,0,137,3
9192,2,99999,0,0,137,3
9193,2,99999,0,0,137,3
9194,2,99999,0,0,137,3
9195,2,99999,0,0,137,3
9196,2,99999,0,0,137,5
9197,2,99999,0,0,137,7
9198,2,99999,0,0,22,10
9199,2,10900,1,0,20,1
9200,2,10901,0,0,20,1
9201,2,10902,0,0,20,1
9202,2,10903,0,0,22,10
9203,2,10950,1,0,22,10
17001,9,30001,0,0,6,100000
17002,22,30002,0,0,6,300000
17003,23,30003,0,0,6,500000
17004,24,30004,0,0,6,800000
17005,25,30005,0,0,6,1000000
17006,26,30006,0,0,6,1500000
17007,27,30007,0,0,6,2000000
17008,28,30008,0,0,6,10000000
1000,9,30000,0,0,6,3000
1001,9,30000,0,0,6,3000
1002,9,30000,0,0,6,3000
1003,9,30000,0,0,5,1
1004,9,30000,0,0,0,1
1005,9,30000,0,0,6,3000
1006,9,30000,0,0,0,1
1007,9,30000,0,0,4,1
1008,9,30000,0,0,0,1
1009,9,30000,0,0,2,1
1010,9,30000,0,0,0,1
1011,9,30000,0,0,5,1
1012,9,30000,0,0,4,1
1013,9,30000,0,0,1,1
1014,9,30000,0,0,20,1
1100,9,30000,0,0,6,10000
1101,9,30000,0,0,6,10000
1102,9,30000,0,0,6,10000
1103,9,30000,0,0,2,1
1104,9,30000,0,0,55,1
1105,9,30000,0,0,6,10000
1106,9,30000,0,0,55,1
1107,9,30000,0,0,4,1
1108,9,30000,0,0,3,1
1109,9,30000,0,0,4,1
1110,9,30000,0,0,3,1
1111,9,30000,0,0,2,1
1112,9,30000,0,0,5,1
1113,9,30000,0,0,1,1
1114,9,30000,0,0,20,1
1200,9,30000,0,0,6,20000
1201,9,30000,0,0,6,20000
1202,9,30000,0,0,6,20000
1203,9,30000,0,0,6,20000
1204,9,30000,0,0,6,20000
1205,9,30000,0,0,6,20000
1206,9,30000,0,0,6,20000
1207,9,30000,0,0,6,20000
1208,9,30000,0,0,6,20000
1209,9,30000,0,0,6,20000
1210,9,30000,0,0,3,1
1211,9,30000,0,0,3,1
1212,9,30000,0,0,3,1
1213,9,30000,0,0,2,1
1214,9,30000,0,0,2,1
1215,9,30000,0,0,0,1
1216,9,30000,0,0,2,1
1217,9,30000,0,0,2,1
1218,9,30000,0,0,56,1
1219,9,30000,0,0,4,1
1220,9,30000,0,0,4,1
1221,9,30000,0,0,4,1
1222,9,30000,0,0,4,1
1223,9,30000,0,0,5,1
1224,9,30000,0,0,5,1
1225,9,30000,0,0,0,1
1226,9,30000,0,0,5,1
1227,9,30000,0,0,5,1
1228,9,30000,0,0,1,1
1229,9,30000,0,0,20,1
1300,9,30000,0,0,6,30000
1301,9,30000,0,0,6,30000
1302,9,30000,0,0,6,30000
1303,9,30000,0,0,6,30000
1304,9,30000,0,0,6,30000
1305,9,30000,0,0,6,30000
1306,9,30000,0,0,6,30000
1307,9,30000,0,0,6,30000
1308,9,30000,0,0,6,30000
1309,9,30000,0,0,2,1
1310,9,30000,0,0,2,1
1311,9,30000,0,0,2,1
1312,9,30000,0,0,2,1
1313,9,30000,0,0,2,1
1314,9,30000,0,0,5,1
1315,9,30000,0,0,5,1
1316,9,30000,0,0,1,1
1317,9,30000,0,0,20,1
1318,9,30000,0,0,55,1
1319,9,30000,0,0,55,1
1320,9,30000,0,0,55,1
1321,9,30000,0,0,3,1
1322,9,30000,0,0,3,1
1323,9,30000,0,0,3,1
1324,9,30000,0,0,0,1
1325,9,30000,0,0,0,1
1326,9,30000,0,0,4,1
1327,9,30000,0,0,4,1
1328,9,30000,0,0,4,1
1329,9,30000,0,0,4,1
1330,9,30000,0,0,5,1
1331,9,30000,0,0,5,1
1332,9,30000,0,0,56,1
1333,9,30000,0,0,57,1
1334,9,30000,0,0,1,1
1335,9,30000,0,0,20,1
1400,9,30000,0,0,6,40000
1401,9,30000,0,0,6,40000
1402,9,30000,0,0,6,40000
1403,9,30000,0,0,6,40000
1404,9,30000,0,0,6,40000
1405,9,30000,0,0,6,40000
1406,9,30000,0,0,6,40000
1407,9,30000,0,0,6,40000
1408,9,30000,0,0,2,1
1409,9,30000,0,0,2,1
1410,9,30000,0,0,2,1
1411,9,30000,0,0,2,1
1412,9,30000,0,0,2,1
1413,9,30000,0,0,5,1
1414,9,30000,0,0,5,1
1415,9,30000,0,0,1,1
1416,9,30000,0,0,20,1
1417,9,30000,0,0,55,1
1418,9,30000,0,0,55,1
1419,9,30000,0,0,55,1
1420,9,30000,0,0,3,1
1421,9,30000,0,0,3,1
1422,9,30000,0,0,3,1
1423,9,30000,0,0,0,1
1424,9,30000,0,0,0,1
1425,9,30000,0,0,0,1
1426,9,30000,0,0,4,1
1427,9,30000,0,0,4,1
1428,9,30000,0,0,4,1
1429,9,30000,0,0,4,1
1430,9,30000,0,0,4,1
1431,9,30000,0,0,57,1
1432,9,30000,0,0,5,1
1433,9,30000,0,0,56,1
1434,9,30000,0,0,57,1
1435,9,30000,0,0,20,1
1500,9,30000,0,0,6,50000
1501,9,30000,0,0,6,50000
1502,9,30000,0,0,6,50000
1503,9,30000,0,0,6,50000
1504,9,30000,0,0,6,50000
1505,9,30000,0,0,6,50000
1506,9,30000,0,0,6,50000
1507,9,30000,0,0,6,50000
1508,9,30000,0,0,6,50000
1509,9,30000,0,0,2,1
1510,9,30000,0,0,2,1
1511,9,30000,0,0,2,1
1512,9,30000,0,0,2,1
1513,9,30000,0,0,2,1
1514,9,30000,0,0,5,1
1515,9,30000,0,0,5,1
1516,9,30000,0,0,20,1
1517,9,30000,0,0,55,1
1518,9,30000,0,0,55,1
1519,9,30000,0,0,3,1
1520,9,30000,0,0,3,1
1521,9,30000,0,0,3,1
1522,9,30000,0,0,0,1
1523,9,30000,0,0,0,1
1524,9,30000,0,0,0,1
1525,9,30000,0,0,4,1
1526,9,30000,0,0,56,1
1527,9,30000,0,0,4,1
1528,9,30000,0,0,4,1
1529,9,30000,0,0,4,1
1530,9,30000,0,0,5,1
1531,9,30000,0,0,5,1
1532,9,30000,0,0,57,1
1533,9,30000,0,0,4,1
1534,9,30000,0,0,1,1
1535,9,30000,0,0,20,1
1600,9,30000,0,0,6,60000
1601,9,30000,0,0,6,60000
1602,9,30000,0,0,6,60000
1603,9,30000,0,0,6,60000
1604,9,30000,0,0,6,60000
1605,9,30000,0,0,6,60000
1606,9,30000,0,0,6,60000
1607,9,30000,0,0,6,60000
1608,9,30000,0,0,55,1
1609,9,30000,0,0,55,1
1610,9,30000,0,0,55,1
1611,9,30000,0,0,2,1
1612,9,30000,0,0,2,1
1613,9,30000,0,0,5,1
1614,9,30000,0,0,5,1
1615,9,30000,0,0,2,1
1616,9,30000,0,0,2,1
1617,9,30000,0,0,2,1
1618,9,30000,0,0,1,1
1619,9,30000,0,0,20,1
1620,9,30000,0,0,3,1
1621,9,30000,0,0,3,1
1622,9,30000,0,0,3,1
1623,9,30000,0,0,0,1
1624,9,30000,0,0,0,1
1625,9,30000,0,0,0,1
1626,9,30000,0,0,4,1
1627,9,30000,0,0,4,1
1628,9,30000,0,0,4,1
1629,9,30000,0,0,4,1
1630,9,30000,0,0,5,1
1631,9,30000,0,0,5,1
1632,9,30000,0,0,56,1
1633,9,30000,0,0,57,1
1634,9,30000,0,0,57,1
1635,9,30000,0,0,20,1
1700,9,30000,0,0,6,70000
1701,9,30000,0,0,6,70000
1702,9,30000,0,0,6,70000
1703,9,30000,0,0,6,70000
1704,9,30000,0,0,6,70000
1705,9,30000,0,0,6,70000
1706,9,30000,0,0,6,70000
1707,9,30000,0,0,6,70000
1708,9,30000,0,0,6,70000
1709,9,30000,0,0,55,1
1710,9,30000,0,0,55,1
1711,9,30000,0,0,55,1
1712,9,30000,0,0,2,1
1713,9,30000,0,0,2,1
1714,9,30000,0,0,5,1
1715,9,30000,0,0,5,1
1716,9,30000,0,0,2,1
1717,9,30000,0,0,2,1
1718,9,30000,0,0,1,1
1719,9,30000,0,0,20,1
1720,9,30000,0,0,2,1
1721,9,30000,0,0,3,1
1722,9,30000,0,0,3,1
1723,9,30000,0,0,3,1
1724,9,30000,0,0,0,1
1725,9,30000,0,0,0,1
1726,9,30000,0,0,0,1
1727,9,30000,0,0,56,1
1728,9,30000,0,0,4,1
1729,9,30000,0,0,4,1
1730,9,30000,0,0,4,1
1731,9,30000,0,0,5,1
1732,9,30000,0,0,5,1
1733,9,30000,0,0,4,1
1734,9,30000,0,0,57,1
1735,9,30000,0,0,20,1
1800,9,30000,0,0,56,1
1801,9,30000,0,0,56,1
1802,9,30000,0,0,57,1
1803,9,30000,0,0,6,85000
1804,9,30000,0,0,6,85000
1805,9,30000,0,0,6,85000
1806,9,30000,0,0,6,85000
1807,9,30000,0,0,6,85000
1808,9,30000,0,0,6,85000
1809,9,30000,0,0,6,85000
1810,9,30000,0,0,6,85000
1811,9,30000,0,0,6,85000
1812,9,30000,0,0,55,1
1813,9,30000,0,0,55,1
1814,9,30000,0,0,55,1
1815,9,30000,0,0,2,1
1816,9,30000,0,0,2,1
1817,9,30000,0,0,2,1
1818,9,30000,0,0,2,1
1819,9,30000,0,0,4,1
1820,9,30000,0,0,1,1
1821,9,30000,0,0,4,1
1822,9,30000,0,0,4,1
1823,9,30000,0,0,4,1
1824,9,30000,0,0,5,1
1825,9,30000,0,0,5,1
1826,9,30000,0,0,3,1
1827,9,30000,0,0,3,1
1828,9,30000,0,0,3,1
1829,9,30000,0,0,0,1
1830,9,30000,0,0,0,1
1831,9,30000,0,0,0,1
1832,9,30000,0,0,5,1
1833,9,30000,0,0,5,1
1834,9,30000,0,0,4,1
1835,9,30000,0,0,20,1
1900,9,30000,0,0,6,100000
1901,9,30000,0,0,6,100000
1902,9,30000,0,0,6,100000
1903,9,30000,0,0,6,100000
1904,9,30000,0,0,6,100000
1905,9,30000,0,0,6,100000
1906,9,30000,0,0,6,100000
1907,9,30000,0,0,56,1
1908,9,30000,0,0,6,100000
1909,9,30000,0,0,6,100000
1910,9,30000,0,0,55,1
1911,9,30000,0,0,56,1
1912,9,30000,0,0,55,1
1913,9,30000,0,0,55,1
1914,9,30000,0,0,57,1
1915,9,30000,0,0,5,1
1916,9,30000,0,0,5,1
1917,9,30000,0,0,5,1
1918,9,30000,0,0,5,1
1919,9,30000,0,0,5,1
1920,9,30000,0,0,4,1
1921,9,30000,0,0,2,1
1922,9,30000,0,0,2,1
1923,9,30000,0,0,2,1
1924,9,30000,0,0,2,1
1925,9,30000,0,0,4,1
1926,9,30000,0,0,1,1
1927,9,30000,0,0,4,1
1928,9,30000,0,0,4,1
1929,9,30000,0,0,4,1
1930,9,30000,0,0,3,1
1931,9,30000,0,0,3,1
1932,9,30000,0,0,3,1
1933,9,30000,0,0,0,1
1934,9,30000,0,0,0,1
1935,9,30000,0,0,0,1
2000,9,30000,0,0,6,100000
2001,9,30000,0,0,6,100000
2002,9,30000,0,0,6,100000
2003,9,30000,0,0,6,100000
2004,9,30000,0,0,6,100000
2005,9,30000,0,0,6,100000
2006,9,30000,0,0,6,100000
2007,9,30000,0,0,56,1
2008,9,30000,0,0,6,100000
2009,9,30000,0,0,6,100000
2010,9,30000,0,0,55,1
2011,9,30000,0,0,56,1
2012,9,30000,0,0,55,1
2013,9,30000,0,0,55,1
2014,9,30000,0,0,57,1
2015,9,30000,0,0,5,1
2016,9,30000,0,0,5,1
2017,9,30000,0,0,5,1
2018,9,30000,0,0,5,1
2019,9,30000,0,0,5,1
2020,9,30000,0,0,4,1
2021,9,30000,0,0,2,1
2022,9,30000,0,0,2,1
2023,9,30000,0,0,2,1
2024,9,30000,0,0,2,1
2025,9,30000,0,0,4,1
2026,9,30000,0,0,1,1
2027,9,30000,0,0,4,1
2028,9,30000,0,0,4,1
2029,9,30000,0,0,4,1
2030,9,30000,0,0,3,1
2031,9,30000,0,0,3,1
2032,9,30000,0,0,3,1
2033,9,30000,0,0,0,1
2034,9,30000,0,0,0,1
2035,9,30000,0,0,0,1
9204,2,10306,0,0,22,10
9205,2,99999,1,0,22,10
9206,2,99999,0,0,22,10
9207,2,99999,0,0,22,10
9208,2,3020,1,0,22,77
9209,9,3021,1,0,22,77
9210,2,11050,0,0,22,10
9211,19,4006,0,0,20,1
9212,12,4007,0,0,20,3
9213,2,99999,0,0,22,10
9214,2,99999,1,0,20,1
9215,2,99999,0,0,20,1
9216,2,99999,0,0,20,1
9217,2,99999,1,0,20,1
9218,2,99999,0,0,20,1
9219,2,99999,0,0,20,1
9220,2,11150,1,0,22,10
9221,6,99999,1,0,20,1
9222,29,2002,1,1,554,1
9223,2,99999,0,0,137,3
9224,2,3030,1,0,22,88
9225,9,3031,1,0,22,88
9226,2,99999,1,0,22,10
9227,2,99999,0,0,22,10
9228,2,99999,0,0,20,1
9229,2,99999,0,0,20,1
9230,2,99999,0,0,20,1
30,31,28101,0,0,6,1000000
31,9,28103,0,0,6,1000000
32,10,28105,0,0,6,1000000
33,9,28107,0,0,6,1500000
34,12,28109,0,0,6,2000000
35,13,28111,0,0,6,2500000
36,12,28113,0,0,6,3000000
37,19,28115,0,0,6,4000000
38,20,28117,0,0,6,5000000
9231,46,4011,0,0,54,3
9232,48,4013,0,0,54,3
9233,49,4014,0,0,54,3
9234,51,4016,0,0,54,3
9235,50,4015,0,0,54,3
9236,32,4017,0,0,21,1
9237,9,4020,0,0,54,3
9238,9,4021,0,0,54,3
9239,12,4022,0,0,54,3
9240,2,20650,1,0,6,100000
9241,2,20651,0,0,203,2
9242,2,20652,0,0,203,3
9243,2,99999,0,0,6,200000
9244,2,99999,0,0,196,2
9245,2,99999,0,0,21,1
9246,2,99999,1,0,20,1
9247,2,99999,0,0,20,1
9248,2,99999,0,0,20,1
9249,2,99999,0,0,20,1
9364,2,20667,1,0,20,1
9251,2,20668,0,0,20,1
9252,2,20669,0,0,20,1
9253,2,20670,0,0,20,1
9254,2,20663,1,0,203,1
9255,2,20664,0,0,203,2
9256,2,20665,0,0,203,3
9257,2,20666,0,0,21,1
9258,2,20674,1,0,20,1
9259,2,20675,0,0,20,1
9260,2,20676,0,0,20,1
9261,2,20677,0,0,20,1
39,11,28300,1,0,22,50
40,11,28301,0,0,22,50
9262,2,99999,1,0,6,50000
9263,2,99999,0,0,20,1
9264,2,99999,0,0,5,1
9265,2,20703,0,0,6,100000
9266,2,99999,0,0,2,1
9267,2,99999,0,0,20,1
9268,2,20706,0,0,21,1
9269,2,10600,1,0,22,10
9270,2,10601,0,0,22,10
9271,2,10602,0,0,22,10
9272,2,10604,1,0,22,10
9273,2,10605,0,0,20,5
9274,2,99999,0,0,22,10
9275,2,99999,0,0,22,10
41,11,28302,0,0,22,50
42,11,28303,0,0,22,50
43,33,28304,0,0,22,100
44,34,28305,0,0,145,1
45,34,28305,0,0,29,1
9276,2,11250,1,0,162,1
9277,2,11251,0,0,162,3
9278,2,11252,0,0,162,5
9279,2,11253,0,0,162,5
9280,2,11254,0,0,162,5
9281,2,11255,0,0,162,5
9282,2,11256,0,0,21,1
9283,2,3040,1,0,20,1
9284,2,3041,0,0,20,1
9285,2,3042,0,0,20,1
9286,2,3043,0,0,20,1
9287,2,3044,0,0,21,1
9288,2,3045,1,0,20,1
9289,35,3046,0,0,20,1
9290,36,3047,0,0,20,1
9291,37,3048,0,0,20,1
9292,38,3049,0,0,20,1
9293,2,3050,0,0,21,1
9294,2,3051,1,0,21,1
9295,2,3052,1,0,20,1
9296,39,3053,0,0,20,1
9297,40,3054,0,0,20,1
9298,41,3055,0,0,20,1
9299,42,3056,0,0,20,1
9300,2,3057,0,0,21,1
9301,2,3058,1,0,20,1
9302,2,3059,0,0,20,1
9303,2,3060,0,0,21,1
9304,2,3061,0,1,635,1
46,2,0,0,0,29,1
9305,43,2003,1,2,352,0
47,34,28306,1,0,157,3
9306,2,11300,1,0,22,10
9307,2,11301,0,0,6,50000
9308,2,11302,0,0,22,10
9309,2,11303,0,0,6,50000
9310,2,11304,0,1,637,1
9311,2,11305,0,0,22,10
9312,2,11306,0,0,22,10
9313,2,11307,0,0,22,10
9314,2,11308,0,0,22,10
9315,2,11309,0,0,21,1
9316,2,99999,1,0,6,5000
9317,2,99999,0,0,6,10000
9318,2,99999,0,0,6,15000
9319,2,99999,0,0,6,20000
9320,2,99999,0,0,21,1
9321,45,4010,0,0,54,3
9322,47,4012,0,0,54,3
9323,19,4023,0,0,54,3
9324,12,4024,0,0,54,3
9325,12,4025,0,0,54,3
48,11,28250,1,1,658,1
49,11,28251,0,1,659,1
9326,12,4030,1,0,6,1000000
9327,12,4032,0,0,6,1000000
9328,12,4034,0,0,6,1000000
9329,12,4036,0,0,6,1000000
9330,12,4038,0,0,6,1000000
9331,12,4040,0,0,20,1
9332,12,4042,0,0,20,1
9333,12,4044,0,0,20,1
9334,12,4046,0,0,20,1
9335,30,4048,0,0,20,1
9336,12,4031,0,0,51,3
9337,12,4033,0,0,51,3
9338,12,4035,0,0,52,3
9339,12,4037,0,0,52,3
9340,12,4039,0,0,53,3
9341,12,4041,0,0,53,3
9342,12,4043,0,0,54,3
9343,12,4045,0,0,54,3
9344,12,4047,0,0,54,3
9345,2,99999,1,0,22,10
9346,2,99999,0,0,22,10
9347,2,99999,0,0,22,10
9348,2,99999,0,0,22,10
9349,2,10350,1,0,20,1
9350,2,10351,0,0,20,1
9351,2,10352,0,0,20,1
9352,2,10353,0,0,20,1
50,52,28252,0,1,663,1
51,53,28253,0,1,664,1
9353,2,20800,1,0,6,100000
9354,11,20804,0,0,168,1
9355,11,20805,0,0,167,1
9356,11,20806,0,0,168,1
9357,11,20807,0,0,167,1
9358,11,20808,1,0,168,1
9359,11,20809,0,0,167,1
9360,11,20810,0,0,168,1
9361,11,20811,1,0,167,1
9362,11,20812,0,0,168,1
9363,11,20813,0,0,167,1
9250,2,20654,1,0,6,50000
9365,2,20655,0,0,6,50000
9366,2,20656,0,0,6,50000
9367,2,20657,0,0,20,1
9368,2,20658,0,0,20,1
9369,2,20659,0,0,20,1
9370,2,20660,0,0,20,1
9371,2,20661,0,0,20,1
9372,2,20662,0,0,20,1
9373,2,11200,1,0,20,1
9374,2,11201,0,0,20,1
9375,2,11202,0,0,20,1
52,54,28254,0,1,675,1
53,55,28255,0,1,676,1
9376,2,10700,1,0,20,1
9377,2,10701,0,0,20,1
9378,2,10702,0,0,20,1
9379,56,2004,1,2,383,0
54,34,28350,1,0,6,10000000
9380,2,20700,1,0,20,1
9381,2,20701,0,0,20,1
9382,2,20702,0,0,20,1
9383,2,20704,0,0,2,1
9384,2,20705,0,0,5,1
9385,2,11000,1,0,20,1
9386,2,11001,0,0,20,1
9387,2,11002,0,0,20,1
9388,2,3070,1,0,20,1
9389,2,3071,0,0,20,1
9391,2,3073,0,0,20,1
9392,2,3074,0,0,20,1
9394,2,3076,0,0,178,3
9395,2,3077,0,0,178,3
9396,2,3078,0,0,178,3
9397,2,3079,1,0,20,1
9398,2,3080,1,0,21,1
9399,2,3081,1,0,178,2
9400,2,3082,0,0,178,2
9401,2,3083,0,0,178,2
9402,2,3084,0,0,178,2
9403,2,3085,0,0,178,2
9404,2,3086,0,0,20,1
9405,2,3087,1,0,20,1
55,2,0,0,0,29,1
9407,2,20750,1,0,6,5000
9408,2,20751,0,0,6,10000
9409,2,20752,0,0,6,15000
9410,2,20753,0,0,6,20000
9411,2,20754,0,0,21,1
56,57,28256,0,1,697,1
9412,2,10100,1,0,105,1
9413,2,10101,0,0,105,1
9414,2,10102,0,0,105,1
9415,2,3089,1,0,6,5000
9416,2,3090,0,0,6,10000
9417,2,3091,0,0,6,5000
9418,2,3092,0,0,6,10000
9419,2,3093,0,0,6,15000
9420,2,3094,0,0,6,5000
9421,2,3095,0,0,6,10000
9422,2,3096,0,0,6,20000
9423,2,3097,0,0,157,1
57,58,28257,0,1,706,1
58,59,28258,0,1,707,1
59,60,28202,0,0,29,1
9424,12,4049,0,0,20,1
9425,2,20801,0,0,6,100000
9426,11,20814,0,0,168,1
9427,11,20815,0,0,167,1
9428,11,20816,0,0,168,1
9429,11,20817,0,0,167,1
9430,11,20818,0,0,168,1
9431,11,20803,0,0,167,1
9432,2,3044,0,0,21,1
9433,2,3061,0,1,635,1
60,61,28259,0,1,717,1
61,62,28260,0,1,716,1
9434,2,10550,1,0,22,10
9435,2,10551,0,0,22,10
9436,2,10552,0,0,22,10
62,60,28203,0,0,29,1
