101011|To challenge this stage|you must first clear|"Happy New Year ?"|
101012|To challenge this stage|you must first clear|"Ritual Happiness"|
101013|To challenge this stage|you must first clear|"Bears be Bare"|
101014|To challenge this stage|you must first clear|"Crimson Catastrophe"|
101026|To challenge this stage|you must first clear|"Teacher! It's Spring!"|
101029|To challenge this stage|you must first clear|"Love is Sickness"|
101030|To challenge this stage|you must first clear|"The Forbidden Bride"|
101031|To challenge this stage|you must first clear|"Never Summer!"|
101032|To challenge this stage|you must first clear|"Ghostly Houseguests"|
101036|To challenge this stage|you must first clear|"Old Guys About Town"|
101038|you must first clear|To challenge this stage|"Autumn = Sports Day!"|
102035|To challenge this stage,|you must first clear the|"Walpurgisnacht" map.|
101199|You must clear all|River Acheron stages|before attempting this stage.|
101205|You must clear all|Dead by Encore stages|before attempting this stage.|
101201|You must clear all|Queen's Condemnation stages|before attempting this stage.|
101207|You must clear all|King Wahwah's Return stages|before attempting this stage.|
101196|You must clear all|Clionel Dominant stages|before attempting this stage.|
101214|You must clear all|A Deeper Dream stages|before attempting this stage.|
113000|You must clear all|A New Legend stages|before attempting this stage.|
101184|To challenge this stage|you must first clear|"Another New Year"|
101186|To challenge this stage|you must first clear|"Ritual Confusion"|
101192|To challenge this stage|you must first clear|"Bears Be Back"|
101194|To challenge this stage|you must first clear|"Spring for Sensei"|
101197|To challenge this stage|you must first clear|"Lovesick Again"|
101165|To challenge this stage|you must first clear|"Forbidden Bride Pt II"|
101166|To challenge this stage|you must first clear|"Never Not Summer"|
101167|To challenge this stage|you must first clear|"Ghostly Strangers"|
101168|To challenge this stage|you must first clear|"Old Guys in the City"|
101170|To challenge this stage|you must first clear|"Sports Night"|
101171|To challenge this stage|you must first clear|"Worker's Revolution"|
101175|To challenge this stage|you must first clear|"Christmas in Space"|
101262|You must clear the|River City Three-Leg Race ①|map before attempting this stage.|
101263|You must clear the|River City Three-Leg Race ②|map before attempting this stage.|
101290|You must clear all|"From Your Junior" stages|before attempting this stage.|
101291|You must clear all|"From Your Senpai" stages|before attempting this stage.|
101312|You must clear all|Affliction in the Forest stages|before attempting this stage.|
101313|You must clear all|Oddity in the Forest stages|before attempting this stage.|
101314|You must clear all|Peril in the Volcano stages|before attempting this stage.|
999999|You cannot proceed any further in the|current version of the game.|Please wait until the next update to continue.|
101315|You must clear|Bug Sumo Preliminaries|before attempting this stage.|
101316|You must clear|Bug Sumo Quarterfinals|before attempting this stage.|
101317|You must clear|Bug Sumo Semifinals|before attempting this stage.|
101303|You must clear all stages in|After Story ~Graduation Day~|before attempting this stage.|
101300|You must clear all stages in|Weekend ~Another Confession~|before attempting this stage.|
101301|You must clear all stages in|Weekend ~Another Confession~|before attempting this stage.|
101302|You must clear all stages in|Weekend ~Another Confession~|before attempting this stage.|
101333|You must clear all stages in|Affliction in the Forest II|before attempting this stage.|
101334|You must clear all stages in|Oddity in the Desert II|before attempting this stage.|
101335|You must clear all stages in|Peril in the Volcano II|before attempting this stage.|
101345|To challenge this,|all Affliction in the Forest III|stages must be cleared.|
101346|To challenge this,|all Oddity in the Desert III|stages must be cleared.|
101347|To challenge this,|all Peril in the Volcano III|stages must be cleared.|
102210|To challenge this|stage, you must clear|Weekend Concert: Day 1.|
101279|Clear Empress' Excavation 3|map to challenge|this stage.|
337008|Clear "Catclaw Championships"|Missions in order to challenge|this stage|
337009|Clear "Catclaw Championships"|Missions in order to challenge|this stage|
337010|Clear "Catclaw Championships"|Missions in order to challenge|this stage|
337011|Clear "Catclaw Championships"|Missions in order to challenge|this stage|
