スピードアップ,戦闘スピードが2倍速になります,戦闘中アイテムをタップすれば,ON・OFFが可能,＠,
トレジャーレーダー,お宝出現率アップ！,勝利すれば１００％の確率で,最高のお宝をゲットすることができる,＠,
ネコビタンA,ガマトトに関する作業時間を,1時間短縮することが出来ます,＠,
ネコビタンB,ガマトトに関する作業時間を,3時間短縮することが出来ます,＠,
ネコビタンC,ガマトトに関する作業時間を,6時間短縮することが出来ます,＠,
キャッツアイ【闇】,超激レアキャラのLv51以上のレベル上限を解放できます,※Lv30に到達後の基本キャラ以外にも使用できます,＠,
ダミー,＠,,,
にゃんこ砲攻撃力,攻撃力がアップします,ただしチャージ時間が少し伸びます,,＠,
にゃんこ砲射程,射程距離がアップします,,,＠,
にゃんこ砲チャージ,発射可能になるまでの,チャージ時間が早くなります,,＠,
働きネコ仕事効率,働きネコの仕事効率を上げ,お金の増加スピードが早くなります,,＠,
働きネコお財布,働きネコのお財布サイズをアップさせ,戦闘中に所持できるお金が増えます,,＠,
お城体力,自分の城の体力がアップします,,,＠,
研究力,キャラの生産スピードを,アップさせることができます,,＠,
会計力,敵を倒すたびに得られるお金を,アップさせることができます,,＠,
勉強力,ステージクリア時にもらえる,経験値をアップさせることができます,,＠,
統率力,ステージを進行させるために必要な,統率力をアップさせることができます,,＠,
受取BOX用：ダミー1,＠,,,
受取BOX用：ダミー2,＠,,,
受取BOX用：ダミー3,＠,,,
受取BOX用：ダミー4,＠,,,
受取BOX用：ダミー5,＠,,,
福引チケット,＠,,,
福引チケット,＠,,,
福引チケットG,＠,,,
XP 100000,＠,,,
ダミー,＠,,,
経験値Ａ,経験値をネコカンで購入する事ができます,＠,＠,
経験値Ｂ,経験値をネコカンで購入する事ができます,＠,＠,
経験値Ｃ,経験値をネコカンで購入する事ができます,＠,＠,
経験値Ｄ,経験値をネコカンで購入する事ができます,＠,＠,
経験値Ｅ,経験値をネコカンで購入する事ができます,＠,＠,
レンガ,にゃんこ城開発で必要となる、いにしえの素材,＠,＠,
羽根,にゃんこ城開発で必要となる、いにしえの素材,＠,＠,
備長炭,にゃんこ城開発で必要となる、いにしえの素材,＠,＠,
鋼の歯車,にゃんこ城開発で必要となる、いにしえの素材,＠,＠,
黄金,にゃんこ城開発で必要となる、いにしえの素材,＠,＠,
宇宙石,にゃんこ城開発で必要となる、いにしえの素材,＠,＠,
謎の骨,にゃんこ城開発で必要となる、いにしえの素材,＠,＠,
助手,にゃんこ城開発を手助けしてくれる助手,＠,＠,
福引チケット,＠,,,
福引チケットG,＠,,,
福引チケットG,＠,,,
福引チケットG,＠,,,
福引チケットG,＠,,,
福引チケットG,＠,,,
福引チケット,＠,,,
福引チケットG,＠,,,
福引チケット,＠,,,
福引チケットG,＠,,,
福引チケットG,＠,,,
福引チケット,＠,,,
リーダーシップ,＠,,,
福引チケットG,＠,,,
福引チケット,＠,,,
福引チケットG,＠,,,
福引チケットG,＠,,,
福引チケット,＠,,,
ビックリマンチョコ,＠,,,
福引チケット,＠,,,
福引チケットG,＠,,,
福引チケットG,＠,,,
福引チケットG,＠,,,
福引チケット,＠,,,
福引チケット,＠,,,
福引チケットG,＠,,,
福引チケットG,＠,,,
福引チケットG,＠,,,
福引チケットG,＠,,,
福引チケット,＠,,,
リスタートパック,＠,,,
福引チケットG,＠,,,
福引チケットG,＠,,,
福引チケット,＠,,,
福引チケット,＠,,,
福引チケットG,＠,,,
福引チケットG,＠,,,
福引チケットG,＠,,,
福引チケットG,＠,,,
福引チケット,＠,,,
福引チケットG,＠,,,
福引チケット,＠,,,
福引チケットG,＠,,,
福引チケット,＠,,,
ビックリマンチョコ,＠,,,
福引チケットG,＠,,,
福引チケット,＠,,,
アンモナイト,にゃんこ城開発で必要となる、いにしえの素材,＠,＠,
福引チケットG,＠,,,
福引チケットG,＠,,,
福引チケット,＠,,,
福引チケットG,＠,,,
レジェンドチケット,＠,,,
福引チケットG,＠,,,
福引チケット,＠,,,
福引チケット,＠,,,
福引チケットG,＠,,,
福引チケットG,＠,,,
ネコボン3時間使い放題,＠,,,
ニャンピュータ3時間使い放題,＠,,,
スニャイパー3時間使い放題,＠,,,
福引チケットG,＠,,,
福引チケット,＠,,,
福引チケットG,＠,,,
プラチナのかけら,＠,,,
伝説の虫取り網,＠,,,
XP 5000,＠,,,
悪マタタビの種,にゃんこをさらなる高みへクラスチェンジさせることが,できるという幻のマタタビの種,＠,
悪マタタビ,にゃんこをさらなる高みへクラスチェンジさせることが,できるという幻のマタタビ,＠,
伝説のにんじん,＠,,,
はてなボックス,＠,,,
金マタタビの種,にゃんこをさらなる高みへクラスチェンジさせることが,できるという幻のマタタビの種,＠,
伝説の縁起物,＠,,,
伝説のラブレター,＠,,,
紫獣石,にゃんこを異次元の高みへクラスチェンジさせることが,できるという獣石,＠,
紅獣石,にゃんこを異次元の高みへクラスチェンジさせることが,できるという獣石,＠,
蒼獣石,にゃんこを異次元の高みへクラスチェンジさせることが,できるという獣石,＠,
翠獣石,にゃんこを異次元の高みへクラスチェンジさせることが,できるという獣石,＠,
黄獣石,にゃんこを異次元の高みへクラスチェンジさせることが,できるという獣石,＠,
伝説の聖水,＠,,,
伝説の虫取り網,＠,,,
ブロンズ勲章,＠,,,
シルバー勲章,＠,,,
ゴールド勲章,＠,,,
プラチナ勲章,＠,,,
伝説のフリーパス,＠,,,
紫獣結晶,にゃんこを異次元の高みへクラスチェンジさせることが,できるという獣結晶,＠,
紅獣結晶,にゃんこを異次元の高みへクラスチェンジさせることが,できるという獣結晶,＠,
蒼獣結晶,にゃんこを異次元の高みへクラスチェンジさせることが,できるという獣結晶,＠,
翠獣結晶,にゃんこを異次元の高みへクラスチェンジさせることが,できるという獣結晶,＠,
黄獣結晶,にゃんこを異次元の高みへクラスチェンジさせることが,できるという獣結晶,＠,
虹獣石,にゃんこを異次元の高みへクラスチェンジさせることが,できるという獣石,＠,
伝説の縁起物,＠,,,
伝説のラブレター,＠,,,
レンガZ,にゃんこ城の土台・装飾の,改造・強化で必要となる、異次元の素材,＠,
羽根Z,にゃんこ城の土台・装飾の,改造・強化で必要となる、異次元の素材,＠,
備長炭Z,にゃんこ城の土台・装飾の,改造・強化で必要となる、異次元の素材,＠,
鋼の歯車Z,にゃんこ城の土台・装飾の,改造・強化で必要となる、異次元の素材,＠,
黄金Z,にゃんこ城の土台・装飾の,改造・強化で必要となる、異次元の素材,＠,
宇宙石Z,にゃんこ城の土台・装飾の,改造・強化で必要となる、異次元の素材,＠,
謎の骨Z,にゃんこ城の土台・装飾の,改造・強化で必要となる、異次元の素材,＠,
アンモナイトZ,にゃんこ城の土台・装飾の,改造・強化で必要となる、異次元の素材,＠,
伝説の聖水,＠,,,
伝説の虫取り網,＠,,,
XP 1000000,＠,,,
伝説のちいさいメダル,＠,,,
伝説の縁起物,＠,,,
伝説のラブレター,＠,,,
経験値,経験値を動画視聴でゲットすることができます,＠,＠,
伝説の聖水,＠,,,
伝説の虫取り網,＠,,,
伝説の罠,＠,,,
ビックリマンチョコ,＠,,,
伝説の魂,＠,,,
軍資金,＠,,,
伝説の縁起物,＠,,,
ふしぎな宝箱【銅】,＠,,,
ふしぎな宝箱【銀】,＠,,,
ふしぎな宝箱【金】,＠,,,
1億DL記念チケット,＠,,,
伝説のラブレター,＠,,,
伝説の買い物かご,＠,,,
伝説のダンベル,＠,,,
伝説の罠,＠,,,
ふしぎな宝箱【銅】,＠,,,
ふしぎな宝箱【銀】,＠,,,
ふしぎな宝箱【金】,＠,,,
伝説の札束,＠,,,
伝説のきらめき,＠,,,
XP2000,＠,,,
XP25000,＠,,,
ふしぎな宝箱【銅】,＠,,,
ふしぎな宝箱【銀】,＠,,,
ふしぎな宝箱【金】,＠,,,
伝説の魂,＠,,,
ふしぎな宝箱【銅】,＠,,,
ふしぎな宝箱【銀】,＠,,,
ふしぎな宝箱【金】,＠,,,
