textID|テキスト内容
63|「움직임을 느리게 한다」효과를 강화합니다.<br>레벨을 올리면 움직임을 느리게 하는 확률이 높아집니다.
64|「독 데미지 내성」능력을 해방합니다.<br>레벨을 올리면 독 공격으로 받는 데미지가 더욱 줄어듭니다.
65|「독 데미지 무효」 능력을 해방합니다.
66|「열파 데미지 내성」능력을 해방합니다.<br>레벨을 올리면 열파로 받는 데미지가 더욱 줄어듭니다.
67|「열파 데미지 무효」 능력을 해방합니다.
68|「열파 공격」능력을 해방합니다.<br>레벨을 올리면 열파 공격을 낼 확률이 높아집니다.
69|「고대종의 움직임을 느리게 한다」효과를 해방합니다.<br>레벨을 올리면 움직임을 느리게 하는 시간이 길어집니다.
70|「고대종의 공격력 다운」효과를 해방합니다.<br>레벨을 올리면 공격력을 다운시키는 시간이 길어집니다.
71|「에이리언의 공격력 다운」효과를 해방합니다.<br>레벨을 올리면 공격력 다운시키는 시간이 길어집니다.
72|「메탈 적의 움직임을 느리게 한다」효과를 해방합니다.<br>레벨을 올리면 움직임을 느리게 하는 시간이 길어집니다.
73|「좀비를 날려버린다」효과를 해방합니다.<br>레벨을 올리면 날려버리는 확률이 높아집니다.
74|「움직임을 멈춘다」효과를 강화합니다.<br>레벨을 올리면 움직임을 멈추는 확률이 높아집니다.
75|「에이리언을 날려버린다」효과를 해방합니다.<br>레벨을 올리면 날려버리는 확률이 높아집니다.
76|「메탈 적의 움직임을 멈춘다」 효과를 해방합니다<br>레벨 업으로 움직임을 멈추는 시간이 길어집니다
77|유효 타겟에 악마를 추가합니다.
78|「쉴드 브레이커」 능력을 해방합니다.<br>레벨을 올리면 쉴드 파괴 확률이 높아집니다.
79|「영혼 공격」 능력을 해방합니다.
80|「저주」능력을 해방합니다.<br>레벨을 올리면 저주하는 시간이 길어집니다. 
81|「공격 무효」 효과를 강화합니다.<br>레벨을 올리면 공격 무효가 발동할 확률이 높아집니다
82|캐릭터의 공격 간격이 짧아집니다<br>레벨을 올리면 간격이 더욱 짧아집니다
83|「소파동」 능력을 해방합니다<br>레벨을 올리면 소파동을 낼 확률이 높아집니다
84|「좀비 공격 무효」 효과를 해방합니다<br>레벨을 올리면 공격 무효 시간이 길어집니다
85|「초생명체 특효」 능력을 해방합니다.
86|「초수 특효」 능력을 해방합니다.
87|「속성을 가지지 않은 적 무효」 효과를 해방합니다<br>레벨을 올리면 공격 무효 시간이 길어집니다
88|「공격 무효」 효과를 해방합니다<br>레벨을 올리면 공격을 무효화할 확률이 높아집니다
89|「소열파」 능력을 해방합니다<br>레벨을 올리면 소열파를 낼 확률이 올라갑니다
90|「모든 적 공격 무효」 효과를 해방합니다.<br>레벨을 올리면 공격 무효가 발동할 확률이 높아집니다
91|「초현자 특효」 능력을 해방합니다.
92|「고대종에 엄청 강하다」 효과를 해방합니다.
93|「저주」 효과를 강화합니다.<br>레벨을 올리면 저주 시간이 길어집니다.
94|「폭파 공격」 능력을 해방합니다<br>레벨을 올리면 폭파 공격을 일으킬 확률이 올라갑니다
95|「메탈 적 공격 무효」 능력을 해방합니다<br>레벨을 올리면 공격 무효가 발동할 확률이 높아집니다
