textID|テキスト内容
30|Aumenta la frecuencia de repulsión de la unidad.<br>Sube su nivel para repeler a más enemigos.
31|Disminuye el coste de la unidad.<br>Sube su nivel para que su despliegue cueste menos.
32|Disminuye el tiempo de recuperación de la unidad.<br>Sube su nivel para que se recupere antes.
33|Objetivo: Se añadirán los enemigos rojos.
34|Objetivo: Se añadirán los enemigos voladores.
35|Objetivo: Se añadirán los enemigos negros.
36|Objetivo: Se añadirán los enemigos metálicos.
37|Objetivo: Se añadirán los enemigos ángeles.
38|Objetivo: Se añadirán los enemigos álienes.
39|Objetivo: Se añadirán los enemigos zombis.
40|Objetivo: Se añadirán los enemigos reliquias.
41|Objetivo: Se añadirán los enemigos sin rasgos.
42|Mejora la habilidad de desgaste.<br>Sube su nivel para desgastar más tiempo a los enemigos.
43|Mejora la habilidad de paralización.<br>Sube su nivel para paralizar más tiempo a los enemigos.
44|Mejora la habilidad de ralentización.<br>Sube su nivel para ralentizar más tiempo a los enemigos.
45|Mejora la habilidad de repulsión.<br>Sube su nivel para repeler a más enemigos.
46|Mejora la habilidad de arrebato.<br>Sube su nivel para que sus arrebatos sean más potentes.
47|Mejora la habilidad de supervivencia.<br>Sube su nivel para sobrevivir más.
48|Mejora la habilidad de daño crítico.<br>Sube su nivel para lanzar más ataques críticos.
49|Mejora la habilidad de rompebarreras.<br>Sube su nivel para romper más barreras.
50|Mejora la habilidad de oleada.<br>Sube su nivel para lanzar más oleadas.
51|Mejora la habilidad de abducción.<br>Sube su nivel para abducir más tiempo a los enemigos.
52|Obtiene la habilidad de daño crítico.
53|Obtiene la habilidad de inmunidad a desgaste.
54|Obtiene la habilidad de inmunidad a paralización.
55|Obtiene la habilidad de inmunidad a ralentización.
56|Obtiene la habilidad de inmunidad a repulsión.
57|Obtiene la habilidad de inmunidad a oleada.
58|Obtiene la habilidad de bloqueo de abducción.
59|Obtiene la habilidad de golpetazo.<br>Sube su nivel para lanzar más golpetazos.
60|Obtiene la habilidad de evasión.<br>Sube su nivel para evadir más ataques.
61|Mejora la habilidad de golpetazo.<br>Sube su nivel para lanzar más golpetazos.
62|Mejora la habilidad de evasión.<br>Sube su nivel para evadir más ataques.
63|Mejora la habilidad de ralentización.<br>Sube su nivel para tener más probabilidades de ralentizar.
64|Desbloquea la habilidad de resistencia a toxicidad.<br>Sube su nivel para reducir más el daño de los ataques tóxicos.
65|Obtiene la habilidad de inmunidad a toxicidad.
66|Obtiene la habilidad de resistencia a réplicas.<br>Sube su nivel para reducir más el daño de las réplicas.
67|Obtiene la habilidad de inmunidad a réplicas.
68|Obtiene la habilidad de réplica.<br>Sube su nivel para provocar más réplicas.
69|Obtiene la habilidad de ralentización de reliquias.<br>Sube su nivel para prolongar la ralentización del enemigo.
70|Obtiene la habilidad de desgaste de reliquias.<br>Sube su nivel para prolongar el desgaste del enemigo.
71|Obtiene la habilidad de desgaste de álienes.<br>Sube su nivel para prolongar el desgaste del enemigo.
72|Obtiene la habilidad de ralentización de enemigos metálicos.<br>Sube su nivel para prolongar la ralentización del enemigo.
73|Obtiene la habilidad de desgaste de álienes.<br>Sube su nivel para prolongar el desgaste del enemigo.
74|Mejora la habilidad de paralización.<br>Sube su nivel para aumentar su probabilidad de paralizar.
75|Obtiene la habilidad de repulsión de álienes.<br>Sube su nivel para repeler a más enemigos.
76|Obtiene la habilidad de paralización de metálicos.<br>Sube su nivel para paralizar más tiempo a los enemigos.
77|Objetivo: Se añadirán los enemigos akus.
78|Obtiene la habilidad de atravesar escudos.<br>Sube su nivel para mejorar el efecto de esta habilidad.
79|Obtiene la habilidad de directo al alma.
80|Desbloquea la habilidad de maldición.<br>Las maldiciones duran más con cada mejora.
81|Fortalece el efecto de evasión.<br>Al subir de nivel, el efecto de evasión se activa más veces.
82|La frecuencia de ataque de la unidad aumenta.<br>Los ataques son más frecuentes tras subir de nvl.
83|Desbloquea habilidad de minioleada. ¡Sube su nivel<br>para aumentar la probabilidad de una minioleada!
84|Desbloquea la habilidad de inmunidad a los zombis.<br>¡Sube su nivel para prolongar la inmunidad!
85|Desbloquea la habilidad Matacolosos.
86|Desbloquea la habilidad Matamastodontes.
87|Desbloquea la habilidad Evasión de sin rasgos.<br>¡Sube su nivel para evadir ataques por más tiempo!
88|Desbloquea la habilidad Evasión.<br>¡Sube su nivel para evadir ataques por más tiempo!
89|Desbloquea la habilidad de mini-réplica.<br>¡Sube de nivel para aumentar la probabilidad de mini-réplicas!
90|Desbloquea la habilidad de esquivar todos los ataques.<br>¡Súbela de nivel para aumentar la probabilidad de su efecto!
91|Desbloquea la habilidad Matasabios.
92|Desbloquea la habilidad de eficaz contra reliquias
93|Mejora los efectos de maldiciones.<br> Sube de nivel para aumentar su duración.
94|Obtiene la habilidad de explosión.<br>¡Sube de nivel y arrasa con oleadas explosivas!
