【หลบหลีกการโจมตี】|หลีกเลี่ยงดาเมจทั้งหมดที่เกิดจากการโจมตี|ของศัตรูที่เป็นเป้าหมายเป็นการชั่วคราว|＠
【โจมตีโหมกระหน่ำ】|การโจมตีที่สำเร็จจะสร้างดาเมจเพิ่มเติม|ให้แก่ส่วนต่างๆ แบบสุ่มในพื้นที่โจมตีของตัวเอง|＠
【มีภูมิต้านพิษ】|มีภูมิต้านเอฟเฟกต์พิษที่เกิดจากการโจมตีของศัตรู!|＠
【สาป】|ศัตรูจะไม่สามารถสร้าง|เอฟเฟกต์สถานะด้านลบได้เป็นเวลาสั้นๆ|＠
【เลี่ยงการโจมตีโหมกระหน่ำ】|จะไม่ได้รับดาเมจโหมกระหน่ำที่เกิดจากการโจมตีของศัตรู|＠
【คลื่นจิ๋ว】|การโจมตีที่สำเร็จอาจจะสร้างดาเมจเพิ่มเติม|ให้แก่ศัตรูที่อยู่ในระยะของการโจมตีคลื่นเล็ก|＠
【ทนต่อพิษ】|เอฟเฟกต์พิษที่เกิดขึ้นจากศัตรู|จะมีโอกาสส่งผลลดลง|＠
【ทนโจมตีโหมกระหน่ำ】|การโจมตีโหมกระหน่ำของศัตรูจะสร้างดาเมจลดลง|＠
【เจาะทะลุโล่】|การโจมตีจะมีโอกาสตามที่กำหนดไว้ในการทำลาย|โล่อากุและสร้างดาเมจมหาศาลได้|＠
【เป้าหมายอากุ】|ความสามารถจะส่งผลต่อศัตรูอากุด้วย|＠
【มือสังหารยักษ์】|เพิ่มดาเมจโจมตีและ|ป้องกันเมื่อปะทะกับศัตรูยักษ์|＠
【จู่โจมวิญญาณ】|การโจมตีจะสร้างดาเมจ|ต่อศัตรูซอมบี้ที่ "ตาย" ไปแล้วชั่วคราว|＠
【มือสังหารเบอฮีมอธ】|เพิ่มดาเมจโจมตีและการป้องกันอย่างมาก|ต่อเบอฮีมอธ พร้อมโอกาสหลบหลีก|＠
【เพิ่มความถี่การโจมตี】|เวลาระหว่างโจมตีลดลง|＠
【โหมกระหน่ำจิ๋ว】|เมื่อโจมตีสำเร็จจะปล่อยการโหมกระหน่ำที่|สร้างดาเมจเพิ่มเติมไปยังตำแหน่งสุ่ม|＠
【โหมกระหน่ำสวน】|เมื่อถูกศัตรูโจมตีโหมกระหน่ำ |จะโต้กลับเองด้วยการโจมตีโหมกระหน่ำ|＠
【นักปลุกวิญญาณ】|แตะที่ไอคอนเพื่อปลุกวิญญาณขึ้นมาโจมตีศัตรู|ใช้ยูนิตได้แค่ครั้งละตัวเท่านั้น|＠
【มือปราบนักปราชญ์】|เพิ่มดาเมจต่อนักปราชญ์|ลดดาเมจและเอฟเฟกต์ดีบัฟที่ได้รับ|ทั้งยังลบล้างภูมิต้านดีบัฟต่างๆ ของศัตรูนักปราชญ์|＠
【นักฆ่าโลหะ】|สร้างดาเมจต่อศัตรูโลหะ|ตามระดับพลังชีวิตคงเหลือของศัตรูที่เป็นเป้าหมาย|＠
＠
＠
＠
＠
＠
【ระเบิด】|เมื่อโจมตีสำเร็จ จะปล่อยพลังระเบิดทำลายล้าง|ที่แผ่ไปทั้งทางซ้ายและขวา|＠
【มีภูมิต้านระเบิด】|ไม่ได้รับดาเมจจากการระเบิดของศัตรู|＠
