GatyaSetID	BannerON_OFF	ItemID_Ticket	animeID	btnCutID	seriesID	menuCutID	CharaID
262	0	21	0	0	10	1	-1
263	0	21	0	0	16	1	-1
264	0	29	0	1	21	5	-1
265	0	21	0	0	36	1	-1
266	0	21	0	0	4	1	-1
267	0	21	0	0	4	1	-1
268	0	21	0	0	4	1	-1
269	0	21	0	0	32	1	-1
270	0	21	0	0	19	1	-1
271	0	21	0	0	27	1	-1
272	0	29	0	1	21	5	-1
273	0	21	0	0	32	1	-1
274	0	29	0	1	21	5	-1
275	0	29	0	1	21	5	-1
276	0	21	0	0	33	1	-1
277	0	21	0	0	33	1	-1
278	0	21	0	0	33	1	-1
279	0	21	0	0	19	1	-1
280	0	21	0	0	27	1	-1
281	0	29	0	1	21	5	-1
282	0	21	0	0	37	1	-1
283	0	21	0	0	24	1	-1
284	0	21	0	0	24	1	-1
285	0	21	0	0	24	1	-1
286	0	21	0	0	19	1	-1
287	0	21	0	0	27	1	-1
288	0	29	0	1	21	5	-1
289	0	21	0	0	1	1	-1
290	0	21	0	0	1	1	-1
291	0	21	0	0	1	1	-1
292	0	21	0	0	19	1	-1
293	0	21	0	0	27	1	-1
294	0	29	0	1	21	5	-1
295	0	21	0	0	15	1	-1
296	0	21	0	0	29	1	-1
297	0	21	0	0	29	1	-1
298	0	21	0	0	7	1	-1
299	0	21	0	0	7	1	-1
300	0	21	0	0	7	1	-1
301	0	21	0	0	19	1	-1
302	0	21	0	0	27	1	-1
303	0	29	0	1	21	5	-1
304	0	21	0	0	0	1	-1
305	0	21	0	0	0	1	-1
306	0	21	0	0	0	1	-1
307	0	21	0	0	35	1	-1
308	0	21	0	0	19	1	-1
309	0	21	0	0	27	1	-1
310	0	29	0	1	21	5	-1
311	0	21	0	0	18	1	-1
312	0	21	0	0	18	1	-1
313	0	21	0	0	18	1	-1
314	0	21	0	0	20	1	-1
315	0	21	0	0	19	1	-1
316	0	21	0	0	27	1	-1
317	0	29	0	1	21	5	-1
318	0	21	0	0	23	1	-1
319	0	21	0	0	27	1	-1
320	0	29	0	1	21	5	-1
321	0	21	0	0	25	1	-1
322	0	21	0	0	25	1	-1
323	0	21	0	0	23	1	-1
324	0	21	0	0	0	1	-1
325	0	21	0	0	0	1	-1
326	0	21	0	0	0	1	-1
327	0	21	0	0	1	1	-1
328	0	21	0	0	1	1	-1
329	0	21	0	0	1	1	-1
330	0	21	0	0	2	1	-1
331	0	21	0	0	2	1	-1
332	0	21	0	0	2	1	-1
333	0	21	0	0	3	1	-1
334	0	21	0	0	3	1	-1
335	0	21	0	0	3	1	-1
336	0	21	0	0	4	1	-1
337	0	21	0	0	4	1	-1
338	0	21	0	0	4	1	-1
339	0	21	0	0	6	1	-1
340	0	21	0	0	6	1	-1
341	0	21	0	0	6	1	-1
342	0	21	0	0	7	1	-1
343	0	21	0	0	7	1	-1
344	0	21	0	0	7	1	-1
345	0	21	0	0	18	1	-1
346	0	21	0	0	18	1	-1
347	0	21	0	0	18	1	-1
348	0	21	0	0	24	1	-1
349	0	21	0	0	24	1	-1
350	0	21	0	0	24	1	-1
351	0	21	0	0	33	1	-1
352	0	21	0	0	33	1	-1
353	0	21	0	0	33	1	-1
354	0	21	0	0	28	1	-1
355	0	21	0	0	28	1	-1
356	0	21	0	0	28	1	-1
357	0	21	0	0	35	1	-1
358	0	21	0	0	30	1	-1
359	0	21	0	0	31	1	-1
360	0	21	0	0	19	1	-1
361	0	21	0	0	27	1	-1
362	0	21	0	0	6	1	-1
363	0	21	0	0	6	1	-1
364	0	21	0	0	6	1	-1
365	0	21	0	0	10	1	-1
366	0	21	0	0	16	1	-1
367	0	21	0	0	19	1	-1
368	0	21	0	0	34	1	-1
369	0	21	0	0	1	1	-1
370	0	21	0	0	1	1	-1
371	0	21	0	0	1	1	-1
372	0	21	0	0	0	1	-1
373	0	21	0	0	0	1	-1
374	0	21	0	0	0	1	-1
375	0	21	0	0	14	1	-1
376	0	21	0	0	14	1	-1
377	0	21	0	0	24	1	-1
378	0	21	0	0	24	1	-1
379	0	21	0	0	24	1	-1
380	0	21	0	0	33	1	-1
381	0	21	0	0	33	1	-1
382	0	21	0	0	33	1	-1
383	0	21	0	0	38	1	-1
384	0	21	0	0	7	1	-1
385	0	21	0	0	7	1	-1
386	0	21	0	0	7	1	-1
387	0	21	0	0	15	1	-1
388	0	21	0	0	39	1	-1
389	0	21	0	0	35	1	-1
390	0	21	0	0	17	1	-1
391	0	21	0	0	37	1	-1
392	0	21	0	0	18	1	-1
393	0	21	0	0	18	1	-1
394	0	21	0	0	18	1	-1
395	0	21	0	0	20	1	-1
396	0	21	0	0	2	1	-1
397	0	21	0	0	2	1	-1
398	0	21	0	0	2	1	-1
399	0	21	0	0	19	1	-1
400	0	21	0	0	27	1	-1
401	0	29	0	1	21	5	-1
402	0	21	0	0	3	1	-1
403	0	21	0	0	3	1	-1
404	0	21	0	0	3	1	-1
405	0	21	0	0	19	1	-1
406	0	21	0	0	27	1	-1
407	0	29	0	1	21	5	-1
408	0	21	0	0	4	1	-1
409	0	21	0	0	4	1	-1
410	0	21	0	0	4	1	-1
411	0	21	0	0	19	1	-1
412	0	21	0	0	27	1	-1
413	0	29	0	1	21	5	-1
414	0	21	0	0	13	1	-1
415	0	21	0	0	40	1	-1
416	0	21	0	0	1	1	-1
417	0	21	0	0	1	1	-1
418	0	21	0	0	1	1	-1
419	0	21	0	0	19	1	-1
420	0	21	0	0	27	1	-1
421	0	21	0	0	0	1	-1
422	0	21	0	0	0	1	-1
423	0	21	0	0	0	1	-1
424	0	21	0	0	1	1	-1
425	0	21	0	0	1	1	-1
426	0	21	0	0	1	1	-1
427	0	21	0	0	2	1	-1
428	0	21	0	0	2	1	-1
429	0	21	0	0	2	1	-1
430	0	21	0	0	3	1	-1
431	0	21	0	0	3	1	-1
432	0	21	0	0	3	1	-1
433	0	21	0	0	4	1	-1
434	0	21	0	0	4	1	-1
435	0	21	0	0	4	1	-1
436	0	21	0	0	6	1	-1
437	0	21	0	0	6	1	-1
438	0	21	0	0	6	1	-1
439	0	21	0	0	7	1	-1
440	0	21	0	0	7	1	-1
441	0	21	0	0	7	1	-1
442	0	21	0	0	18	1	-1
443	0	21	0	0	18	1	-1
444	0	21	0	0	18	1	-1
445	0	21	0	0	24	1	-1
446	0	21	0	0	24	1	-1
447	0	21	0	0	24	1	-1
448	0	21	0	0	33	1	-1
449	0	21	0	0	33	1	-1
450	0	21	0	0	33	1	-1
451	0	21	0	0	5	1	-1
452	1	21	0	0	22	1	-1
453	0	21	0	0	32	1	-1
454	0	21	0	0	28	1	-1
455	0	21	0	0	28	1	-1
456	0	21	0	0	28	1	-1
457	0	21	0	0	8	1	-1
458	0	21	0	0	26	1	-1
459	0	21	0	0	20	1	-1
460	0	21	0	0	35	1	-1
461	0	21	0	0	39	1	-1
462	0	21	0	0	30	1	-1
463	0	21	0	0	31	1	-1
464	0	21	0	0	30	1	-1
465	0	21	0	0	31	1	-1
466	0	21	0	0	30	1	-1
467	0	21	0	0	31	1	-1
468	0	21	0	0	41	1	-1
469	0	21	0	0	19	1	-1
470	0	21	0	0	27	1	-1
471	0	29	0	1	21	5	-1
472	0	21	0	0	9	1	-1
473	0	21	0	0	10	1	-1
474	0	21	0	0	16	1	-1
475	0	21	0	0	6	1	-1
476	0	21	0	0	6	1	-1
477	0	21	0	0	6	1	-1
478	0	21	0	0	19	1	-1
479	0	21	0	0	27	1	-1
480	0	29	0	1	21	5	-1
481	0	21	0	0	19	1	-1
482	1	21	0	0	17	1	-1
483	0	21	0	0	19	1	-1
484	0	29	0	1	21	5	-1
485	1	21	0	0	14	1	-1
486	1	21	0	0	14	1	-1
487	0	21	0	0	7	1	-1
488	0	21	0	0	7	1	-1
489	0	21	0	0	7	1	-1
490	0	21	0	0	19	1	-1
491	0	21	0	0	27	1	-1
492	0	29	0	1	21	5	-1
493	0	21	0	0	42	1	-1
494	0	21	0	0	43	1	-1
495	0	21	0	0	14	1	-1
496	0	21	0	0	14	1	-1
497	0	21	0	0	18	1	-1
498	0	21	0	0	18	1	-1
499	0	21	0	0	18	1	-1
500	0	21	0	0	19	1	-1
501	0	21	0	0	27	1	-1
502	0	21	0	0	26	1	-1
503	0	21	0	0	42	1	-1
504	0	29	0	1	21	5	-1
505	0	21	0	0	15	1	-1
506	0	21	0	0	28	1	-1
507	0	21	0	0	28	1	-1
508	0	21	0	0	28	1	-1
509	0	21	0	0	27	1	-1
510	0	29	0	1	21	5	-1
511	1	21	0	0	15	1	-1
512	0	21	0	0	42	1	-1
513	0	21	0	0	37	1	-1
514	0	21	0	0	44	1	-1
515	0	21	0	0	37	1	-1
516	0	21	0	0	44	1	-1
517	0	21	0	0	0	1	-1
518	0	21	0	0	0	1	-1
519	0	21	0	0	0	1	-1
520	0	21	0	0	19	1	-1
521	0	21	0	0	27	1	-1
522	0	29	0	1	21	5	-1
523	1	21	0	0	45	1	-1
524	0	21	0	0	38	1	-1
525	0	29	0	1	21	5	-1
526	0	21	0	0	35	1	-1
527	0	21	0	0	39	1	-1
528	0	21	0	0	30	1	-1
529	0	21	0	0	31	1	-1
530	0	21	0	0	30	1	-1
531	0	21	0	0	31	1	-1
532	0	21	0	0	43	1	-1
533	0	21	0	0	20	1	-1
534	0	21	0	0	20	1	-1
535	0	21	0	0	43	1	-1
536	0	21	0	0	42	1	-1
537	1	21	0	0	38	1	-1
538	0	21	0	0	33	1	-1
539	0	21	0	0	33	1	-1
540	0	21	0	0	33	1	-1
541	0	21	0	0	19	1	-1
542	0	21	0	0	27	1	-1
543	0	29	0	1	21	5	-1
544	0	21	0	0	8	1	-1
545	0	21	0	0	8	1	-1
546	1	21	0	0	25	1	-1
547	0	21	0	0	35	1	-1
548	0	21	0	0	39	1	-1
549	0	21	0	0	40	1	-1
550	0	21	0	0	40	1	-1
551	0	145	0	1	46	9	-1
552	0	21	0	0	30	1	-1
553	0	21	0	0	31	1	-1
554	0	21	0	0	41	1	-1
555	0	21	0	0	19	1	-1
556	0	29	0	1	21	5	-1
557	0	145	0	1	46	9	-1
558	0	145	0	1	46	9	-1
559	0	21	0	0	42	1	-1
560	0	21	0	0	16	1	-1
561	0	21	0	0	16	1	-1
562	0	21	0	0	47	1	-1
563	0	21	0	0	43	1	-1
564	0	21	0	0	43	1	-1
565	0	21	0	0	9	1	-1
566	0	21	0	0	47	1	-1
567	0	21	0	0	48	1	-1
568	0	21	0	0	48	1	-1
569	0	21	0	0	37	1	-1
570	1	21	0	0	37	1	-1
571	0	21	0	0	42	1	-1
572	0	21	0	0	24	1	-1
573	0	21	0	0	24	1	-1
574	0	21	0	0	24	1	-1
575	0	21	0	0	19	1	-1
576	0	21	0	0	27	1	-1
577	0	29	0	1	21	5	-1
578	0	145	0	1	46	9	-1
579	0	21	0	0	26	1	-1
580	0	21	0	0	26	1	-1
581	0	21	0	0	47	1	-1
582	0	21	0	0	47	1	-1
583	0	21	0	0	43	1	-1
584	1	21	0	0	43	1	-1
585	0	21	0	0	28	1	-1
586	0	21	0	0	28	1	-1
587	0	21	0	0	28	1	-1
588	0	21	0	0	49	1	-1
589	0	21	0	0	49	1	-1
590	0	21	0	0	27	1	-1
591	0	21	0	0	42	1	-1
592	0	29	0	1	21	5	-1
593	0	145	0	1	46	9	-1
594	0	21	0	0	35	1	-1
595	0	21	0	0	39	1	-1
596	0	21	0	0	30	1	-1
597	0	21	0	0	31	1	-1
598	0	21	0	0	41	1	-1
599	0	21	0	0	30	1	-1
600	0	21	0	0	31	1	-1
601	0	21	0	0	41	1	-1
602	0	21	0	0	50	1	-1
603	0	29	0	1	21	5	-1
604	0	145	0	1	46	9	-1
605	0	21	0	0	20	1	-1
606	0	21	0	0	47	1	-1
607	0	21	0	0	20	1	-1
608	0	21	0	0	2	1	-1
609	0	21	0	0	2	1	-1
610	0	21	0	0	2	1	-1
611	0	21	0	0	3	1	-1
612	0	21	0	0	3	1	-1
613	0	21	0	0	3	1	-1
614	0	21	0	0	19	1	-1
615	0	21	0	0	27	1	-1
616	0	29	0	1	21	5	-1
617	0	29	0	1	21	5	-1
618	0	145	0	1	46	9	-1
619	0	145	0	1	46	9	-1
620	0	21	0	0	51	1	624
621	0	21	0	0	23	1	-1
622	0	21	0	0	42	1	-1
623	0	21	0	0	47	1	-1
624	0	21	0	0	0	1	-1
625	0	21	0	0	0	1	-1
626	0	21	0	0	0	1	-1
627	0	21	0	0	1	1	-1
628	0	21	0	0	1	1	-1
629	0	21	0	0	1	1	-1
630	0	21	0	0	4	1	-1
631	0	21	0	0	4	1	-1
632	0	21	0	0	4	1	-1
633	0	21	0	0	19	1	-1
634	0	21	0	0	27	1	-1
635	0	29	0	1	21	5	-1
636	0	29	0	1	21	5	-1
637	0	29	0	1	21	5	-1
638	0	145	0	1	46	9	-1
639	0	145	0	1	46	9	-1
640	0	145	0	1	46	9	-1
641	0	21	0	0	27	1	-1
642	0	21	0	0	23	1	-1
643	0	21	0	0	24	1	-1
644	0	21	0	0	24	1	-1
645	0	21	0	0	24	1	-1
646	0	21	0	0	33	1	-1
647	0	21	0	0	33	1	-1
648	0	21	0	0	33	1	-1
649	0	21	0	0	8	1	-1
650	0	21	0	0	8	1	-1
651	0	21	0	0	19	1	-1
652	0	21	0	0	27	1	-1
653	0	29	0	1	21	5	-1
654	0	29	0	1	21	5	-1
655	0	145	0	1	46	9	-1
656	0	145	0	1	46	9	-1
657	0	21	0	0	6	1	-1
658	0	21	0	0	6	1	-1
659	0	21	0	0	6	1	-1
660	0	21	0	0	7	1	-1
661	0	21	0	0	7	1	-1
662	0	21	0	0	7	1	-1
663	0	21	0	0	30	1	-1
664	0	21	0	0	31	1	-1
665	0	21	0	0	41	1	-1
666	0	21	0	0	35	1	-1
667	0	21	0	0	39	1	-1
668	0	21	0	0	9	1	-1
669	0	21	0	0	19	1	-1
670	0	21	0	0	27	1	-1
671	0	29	0	1	21	5	-1
672	0	29	0	1	21	5	-1
673	0	145	0	1	46	9	-1
674	0	145	0	1	46	9	-1
675	0	21	0	0	19	1	-1
676	0	21	0	0	27	1	-1
677	0	21	0	0	18	1	-1
678	0	21	0	0	18	1	-1
679	0	21	0	0	18	1	-1
680	0	21	0	0	16	1	-1
681	0	21	0	0	42	1	-1
682	0	21	0	0	27	1	-1
683	0	21	0	0	47	1	-1
684	0	29	0	1	21	5	-1
685	0	29	0	1	21	5	-1
686	0	145	0	1	46	9	-1
687	0	145	0	1	46	9	-1
688	0	21	0	0	19	1	-1
689	0	29	0	1	21	5	-1
690	0	145	0	1	46	9	-1
691	0	29	0	1	21	5	-1
692	0	145	0	1	46	9	-1
693	0	21	0	0	3	1	-1
694	0	21	0	0	3	1	-1
695	0	21	0	0	3	1	-1
696	1	21	0	0	5	1	-1
697	0	21	0	0	47	1	-1
698	0	21	0	0	48	1	-1
699	0	21	0	0	50	1	-1
700	0	21	0	0	19	1	-1
701	0	21	0	0	27	1	-1
702	0	29	0	1	21	5	-1
703	0	145	0	1	46	9	-1
704	0	21	0	0	27	1	-1
705	0	29	0	1	21	5	-1
706	0	145	0	1	46	9	-1
707	0	21	0	0	48	1	-1
708	0	21	0	0	2	1	-1
709	0	21	0	0	2	1	-1
710	0	21	0	0	32	1	-1
711	0	21	0	0	52	1	-1
712	0	21	0	0	19	1	-1
713	0	21	0	0	27	1	-1
714	0	29	0	1	21	5	-1
715	0	145	0	1	46	9	-1
716	0	21	0	0	19	1	-1
717	0	21	0	0	32	1	-1
718	0	21	0	0	33	1	-1
719	0	21	0	0	33	1	-1
720	0	21	0	0	19	1	-1
721	0	21	0	0	27	1	-1
722	0	29	0	1	21	5	-1
723	0	145	0	1	46	9	-1
724	0	21	0	0	26	1	-1
725	0	21	0	0	26	1	-1
726	0	21	0	0	47	1	-1
727	0	21	0	0	42	1	-1
728	0	21	0	0	27	1	-1
729	0	29	0	1	21	5	-1
730	0	145	0	1	46	9	-1
731	0	21	0	0	53	1	-1
732	0	21	0	0	4	1	-1
733	0	21	0	0	4	1	-1
734	0	21	0	0	27	1	-1
735	0	29	0	1	21	5	-1
736	0	145	0	1	46	9	-1
737	0	21	0	0	30	1	-1
738	0	21	0	0	31	1	-1
739	0	21	0	0	41	1	-1
740	0	21	0	0	20	1	-1
741	0	21	0	0	1	1	-1
742	0	21	0	0	1	1	-1
743	0	21	0	0	19	1	-1
744	0	21	0	0	27	1	-1
745	0	29	0	1	21	5	-1
746	0	145	0	1	46	9	-1
747	0	21	0	0	50	1	-1
748	0	21	0	0	49	1	-1
749	0	21	0	0	19	1	-1
750	0	21	0	0	20	1	-1
751	0	21	0	0	47	1	-1
752	0	21	0	0	24	1	-1
753	0	21	0	0	24	1	-1
754	0	21	0	0	19	1	-1
755	0	29	0	1	21	5	-1
756	0	145	0	1	46	9	-1
757	1	21	0	0	49	1	-1
758	0	21	0	0	42	1	-1
759	0	21	0	0	27	1	-1
760	0	21	0	0	28	1	-1
761	0	21	0	0	28	1	-1
762	0	21	0	0	8	1	-1
763	0	21	0	0	54	1	-1
764	0	21	0	0	55	1	-1
765	0	21	0	0	51	1	624
766	0	21	0	0	8	1	-1
767	0	21	0	0	35	1	-1
768	0	21	0	0	39	1	-1
769	0	21	0	0	30	1	-1
770	0	21	0	0	31	1	-1
771	0	21	0	0	41	1	-1
772	1	21	0	0	56	1	-1
773	0	21	0	0	47	1	-1
774	0	29	0	1	21	5	-1
775	0	145	0	1	46	9	-1
776	0	21	0	0	9	1	-1
777	1	21	0	0	54	1	-1
778	1	21	0	0	55	1	-1
779	0	21	0	0	47	1	-1
780	0	21	0	0	42	1	-1
781	0	21	0	0	16	1	-1
782	0	29	0	1	21	5	-1
783	0	145	0	1	46	9	-1
784	0	21	0	0	42	1	-1
786	0	21	0	0	52	1	-1
787	0	21	0	0	19	1	-1
789	0	21	0	0	6	1	-1
790	0	21	0	0	6	1	-1
791	0	21	0	0	19	1	-1
792	0	21	0	0	27	1	-1
793	0	29	0	1	21	5	-1
794	0	145	0	1	46	9	-1
795	1	21	0	0	48	1	-1
796	0	21	0	0	47	1	-1
797	0	21	0	0	26	1	-1
798	0	21	0	0	7	1	-1
799	0	21	0	0	7	1	-1
800	0	21	0	0	19	1	-1
801	0	21	0	0	27	1	-1
802	0	29	0	1	21	5	-1
803	0	145	0	1	46	9	-1
804	0	21	0	0	26	1	-1
805	1	21	0	0	34	1	-1
806	0	21	0	0	42	1	-1
807	0	21	0	0	27	1	-1
808	0	29	0	1	21	5	-1
809	0	145	0	1	46	9	-1
810	0	21	0	0	53	1	-1
811	0	21	0	0	0	1	-1
812	0	21	0	0	0	1	-1
813	0	21	0	0	19	1	-1
814	0	21	0	0	27	1	-1
815	0	29	0	1	21	5	-1
816	0	145	0	1	46	9	-1
817	0	21	0	0	47	1	-1
818	0	21	0	0	37	1	-1
