mission_id,unlock_condition_id,priority,popup_condition,item_category,item,item_count
1832,9,30000,0,0,5,1
1833,9,30000,0,0,5,1
1834,9,30000,0,0,4,1
1835,9,30000,0,0,20,1
1900,9,30000,0,0,6,100000
1901,9,30000,0,0,6,100000
1902,9,30000,0,0,6,100000
1903,9,30000,0,0,6,100000
1904,9,30000,0,0,6,100000
1905,9,30000,0,0,6,100000
1906,9,30000,0,0,6,100000
1907,9,30000,0,0,56,1
1908,9,30000,0,0,6,100000
1909,9,30000,0,0,6,100000
1910,9,30000,0,0,55,1
1911,9,30000,0,0,56,1
1912,9,30000,0,0,55,1
1913,9,30000,0,0,55,1
1914,9,30000,0,0,57,1
1915,9,30000,0,0,5,1
1916,9,30000,0,0,5,1
1917,9,30000,0,0,5,1
1918,9,30000,0,0,5,1
1919,9,30000,0,0,5,1
1920,9,30000,0,0,4,1
1921,9,30000,0,0,2,1
1922,9,30000,0,0,2,1
1923,9,30000,0,0,2,1
1924,9,30000,0,0,2,1
1925,9,30000,0,0,4,1
1926,9,30000,0,0,1,1
1927,9,30000,0,0,4,1
1928,9,30000,0,0,4,1
1929,9,30000,0,0,4,1
1930,9,30000,0,0,3,1
1931,9,30000,0,0,3,1
1932,9,30000,0,0,3,1
1933,9,30000,0,0,0,1
1934,9,30000,0,0,0,1
1935,9,30000,0,0,0,1
2000,9,30000,0,0,6,100000
2001,9,30000,0,0,6,100000
2002,9,30000,0,0,6,100000
2003,9,30000,0,0,6,100000
2004,9,30000,0,0,6,100000
2005,9,30000,0,0,6,100000
2006,9,30000,0,0,6,100000
2007,9,30000,0,0,56,1
2008,9,30000,0,0,6,100000
2009,9,30000,0,0,6,100000
2010,9,30000,0,0,55,1
2011,9,30000,0,0,56,1
2012,9,30000,0,0,55,1
2013,9,30000,0,0,55,1
2014,9,30000,0,0,57,1
2015,9,30000,0,0,5,1
2016,9,30000,0,0,5,1
2017,9,30000,0,0,5,1
2018,9,30000,0,0,5,1
2019,9,30000,0,0,5,1
2020,9,30000,0,0,4,1
2021,9,30000,0,0,2,1
2022,9,30000,0,0,2,1
2023,9,30000,0,0,2,1
2024,9,30000,0,0,2,1
2025,9,30000,0,0,4,1
2026,9,30000,0,0,1,1
2027,9,30000,0,0,4,1
2028,9,30000,0,0,4,1
2029,9,30000,0,0,4,1
2030,9,30000,0,0,3,1
2031,9,30000,0,0,3,1
2032,9,30000,0,0,3,1
2033,9,30000,0,0,0,1
2034,9,30000,0,0,0,1
2035,9,30000,0,0,0,1
9204,2,20303,0,0,22,10
9205,2,21000,1,0,22,10
9206,2,21001,0,0,22,10
9207,2,21002,0,0,22,10
9208,2,3020,1,0,22,77
9209,9,3021,1,0,22,77
9210,2,21050,0,0,22,10
9211,19,4006,0,0,20,1
9212,12,4007,0,0,20,3
9213,2,21100,0,0,22,10
9214,2,21101,1,0,20,1
9215,2,21102,0,0,20,1
9216,2,21103,0,0,20,1
9217,2,21104,1,0,20,1
9218,2,21105,0,0,20,1
9219,2,21106,0,0,20,1
9220,2,21150,1,0,22,10
9221,6,20357,1,0,20,1
9222,29,2002,1,1,554,1
9223,2,20852,0,0,137,3
9224,2,3030,1,0,22,88
9225,9,3031,1,0,22,88
9226,2,21200,1,0,22,10
9227,2,21201,0,0,22,10
9228,2,21202,0,0,20,1
9229,2,21203,0,0,20,1
9230,2,21204,0,0,20,1
30,31,101,0,0,6,1000000
31,9,103,0,0,6,1000000
32,10,105,0,0,6,1000000
33,9,107,0,0,6,1500000
34,12,109,0,0,6,2000000
35,13,111,0,0,6,2500000
36,12,113,0,0,6,3000000
37,19,115,0,0,6,4000000
38,20,117,0,0,6,5000000
9231,46,4011,0,0,54,3
9232,48,4013,0,0,54,3
9233,49,4014,0,0,54,3
9234,51,4016,0,0,54,3
9235,50,4015,0,0,54,3
9236,32,4017,0,0,21,1
9237,9,4020,0,0,54,3
9238,9,4021,0,0,54,3
9239,12,4022,0,0,54,3
9240,2,10650,1,0,6,100000
9241,2,10651,0,0,173,2
9242,2,10652,0,0,21,1
9243,2,10653,0,0,6,200000
9244,2,10654,0,0,173,2
9245,2,10655,0,0,21,1
9246,2,10656,1,0,20,1
9247,2,10657,0,0,20,1
9248,2,10658,0,0,20,1
9249,2,10659,0,0,20,1
9250,2,10669,1,0,20,1
9251,2,10670,0,0,20,1
9252,2,10671,0,0,20,1
9253,2,10672,0,0,20,1
9254,2,10673,1,0,173,1
9255,2,10674,0,0,173,2
9256,2,10675,0,0,173,3
9257,2,10676,0,0,21,1
9258,2,10677,1,0,20,1
9259,2,10678,0,0,20,1
9260,2,10679,0,0,20,1
9261,2,10680,0,0,20,1
39,11,300,1,0,22,50
40,11,301,0,0,22,50
9262,2,10708,1,0,6,50000
9263,2,10708,0,0,20,1
9264,2,10708,0,0,5,1
9265,2,10704,0,0,6,100000
9266,2,10708,0,0,2,1
9267,2,10708,0,0,20,1
9268,2,10707,0,0,21,1
9269,2,20608,1,0,22,10
9270,2,20609,0,0,22,10
9271,2,20610,0,0,22,10
9272,2,20611,0,0,22,10
9273,2,20612,0,0,22,30
9274,2,20613,0,0,22,10
9275,2,20614,0,0,22,10
41,11,302,0,0,22,50
42,11,303,0,0,22,50
43,33,304,0,0,22,100
44,34,305,0,0,145,1
45,34,305,0,0,29,1
9276,2,21250,1,0,162,1
9277,2,21251,0,0,162,3
9278,2,21252,0,0,162,5
9279,2,21253,0,0,162,5
9280,2,21254,0,0,162,5
9281,2,21255,0,0,162,5
9282,2,21256,0,0,21,1
9283,2,3040,1,0,20,1
9284,2,3041,0,0,20,1
9285,2,3042,0,0,20,1
9286,2,3043,0,0,20,1
9287,2,3044,0,0,21,1
9288,2,3045,1,0,20,1
9289,35,3046,0,0,20,1
9290,36,3047,0,0,20,1
9291,37,3048,0,0,20,1
9292,38,3049,0,0,20,1
9293,2,3050,0,0,21,1
9294,2,3051,1,0,21,1
9295,2,3052,1,0,20,1
9296,39,3053,0,0,20,1
9297,40,3054,0,0,20,1
9298,41,3055,0,0,20,1
9299,42,3056,0,0,20,1
9300,2,3057,0,0,21,1
9301,2,3058,1,0,20,1
9302,2,3059,0,0,20,1
9303,2,3060,0,0,21,1
9304,2,3061,0,1,635,1
46,2,0,0,0,29,1
9305,43,2003,1,2,352,0
47,34,306,1,0,157,3
9306,2,21300,1,0,22,10
9307,2,21301,0,0,6,50000
9308,2,21302,0,0,22,10
9309,2,21303,0,0,6,50000
9310,2,21304,0,1,637,1
9311,2,21305,0,0,22,10
9312,2,21306,0,0,22,10
9313,2,21307,0,0,22,10
9314,2,21308,0,0,22,10
9315,2,21309,0,0,21,1
9316,2,10750,1,0,6,5000
9317,2,10751,0,0,6,10000
9318,2,10752,0,0,6,15000
9319,2,10753,0,0,6,20000
9320,2,10754,0,0,21,1
9321,45,4010,0,0,54,3
9322,47,4012,0,0,54,3
9323,19,4023,0,0,54,3
9324,12,4024,0,0,54,3
9325,12,4025,0,0,54,3
48,11,250,1,1,658,1
49,11,251,0,1,659,1
9326,12,4030,1,0,6,1000000
9327,12,4032,0,0,6,1000000
9328,12,4034,0,0,6,1000000
9329,12,4036,0,0,6,1000000
9330,12,4038,0,0,6,1000000
9331,12,4040,0,0,20,1
9332,12,4042,0,0,20,1
9333,12,4044,0,0,20,1
9334,12,4046,0,0,20,1
9335,30,4048,0,0,20,1
9336,12,4031,0,0,51,3
9337,12,4033,0,0,51,3
9338,12,4035,0,0,52,3
9339,12,4037,0,0,52,3
9340,12,4039,0,0,53,3
9341,12,4041,0,0,53,3
9342,12,4043,0,0,54,3
9343,12,4045,0,0,54,3
9344,12,4047,0,0,54,3
9345,2,20358,1,0,22,10
9346,2,20359,0,0,22,10
9347,2,20360,0,0,22,10
9348,2,20361,0,0,22,10
9349,2,20362,0,0,20,1
9350,2,20363,0,0,20,1
9351,2,20364,0,0,20,1
9352,2,20365,0,0,20,1
50,52,252,0,1,663,1
51,53,253,0,1,664,1
9353,2,10800,1,0,20,1
9354,11,10802,0,0,168,1
9355,11,10803,0,0,167,1
9356,11,10804,0,0,168,1
9357,11,10805,0,0,167,1
9358,11,10812,1,0,168,1
9359,11,10813,0,0,167,1
9360,11,10814,0,0,168,1
9361,11,10815,1,0,167,1
9362,11,10816,0,0,168,1
9363,11,10817,0,0,167,1
9364,2,10660,1,0,6,50000
9365,2,10661,0,0,6,50000
9366,2,10662,0,0,6,50000
9367,2,10663,0,0,20,1
9368,2,10664,0,0,20,1
9369,2,10665,0,0,20,1
9370,2,10666,0,0,20,1
9371,2,10667,0,0,20,1
9372,2,10668,0,0,20,1
9373,2,21205,1,0,20,1
9374,2,21206,0,0,20,1
9375,2,21207,0,0,20,1
52,54,254,0,1,675,1
53,55,255,0,1,676,1
9376,2,20700,1,0,20,1
9377,2,20701,0,0,20,1
9378,2,20702,0,0,20,1
9379,56,2004,1,2,383,0
54,34,350,1,0,6,10000000
9380,2,10701,1,0,20,1
9381,2,10702,0,0,20,1
9382,2,10703,0,0,20,1
9383,2,10705,0,0,2,1
9384,2,10706,0,0,5,1
9385,2,21003,1,0,20,1
9386,2,21004,0,0,20,1
9387,2,21005,0,0,20,1
9388,2,3070,1,0,20,1
9389,2,3071,0,0,20,1
9390,2,3072,0,0,20,1
9391,2,3073,0,0,20,1
9392,2,3074,0,0,20,1
9393,2,3075,0,0,21,1
9394,2,3076,0,0,178,3
9395,2,3077,0,0,178,3
9396,2,3078,0,0,178,3
9397,2,3079,1,0,20,1
9398,2,3080,1,0,21,1
9399,2,3081,1,0,178,2
9400,2,3082,0,0,178,2
9401,2,3083,0,0,178,2
9402,2,3084,0,0,178,2
9403,2,3085,0,0,178,2
9404,2,3086,0,0,20,1
9405,2,3087,1,0,20,1
9406,2,3088,0,0,145,1
55,2,0,0,0,29,1
9407,2,10850,1,0,6,5000
9408,2,10851,0,0,6,10000
9409,2,10852,0,0,6,15000
9410,2,10853,0,0,6,20000
9411,2,10854,0,0,21,1
56,57,256,0,1,697,1
9412,2,20106,1,0,105,1
9413,2,20107,0,0,105,1
9414,2,20108,0,0,105,1
9415,2,3089,1,0,6,5000
9416,2,3090,0,0,6,10000
9417,2,3091,0,0,6,5000
9418,2,3092,0,0,6,10000
9419,2,3093,0,0,6,15000
9420,2,3094,0,0,6,5000
9421,2,3095,0,0,6,10000
9422,2,3096,0,0,6,20000
9423,2,3097,0,0,157,1
57,58,257,0,1,706,1
58,59,258,0,1,707,1
59,60,202,0,0,29,1
9424,30,4049,0,0,20,1
9425,2,10801,0,0,20,1
9426,11,10806,0,0,168,2
9427,11,10807,0,0,167,2
9428,11,10808,0,0,168,2
9429,11,10809,0,0,167,2
9430,11,10810,0,0,168,1
9431,11,10811,0,0,167,1
