14,ゲリラで出現する特別ステージ,「狂乱」シリーズを知ってるかにゃ？,ものすごーく難しいけど,クリアできたら必ず,激レアキャラがもらえるにゃ！,＠
14,ゲリラで出現する特別ステージ,「開眼」シリーズは味方キャラが,進化姿で敵として登場するにゃ！,クリアで味方キャラがさらに,進化するチャンスがあるにゃ！,＠
14,ゲリラで出現する「サイクロン」,ステージはクリアするとたまに,限定キャラをゲットできるにゃ！,手強い敵だけれど,弱点が必ずあるはずにゃ！,＠
14,ガチャで出たキャラクターを,使ってパワーアップすれば,キャラクターをさらに,強化することが出来るにゃ！,＠,＠
14,「伝説のはじまり」から始まる,レジェンドストーリーは上級者向け,ステージにゃ！先へ進めば,強力なキャラを手に入れる,チャンスがあるにゃ！,＠
15,イベントステージへようこそ！,ここでは期間限定の,特別なステージが遊べるにゃ！,＠,＠,＠
16,レジェンドへようこそ！,ここでは高難易度の,ステージがテンコモリにゃ,勝てないと思ったら,他の章でパワーアップにゃ！,＠
17,未来編は簡単じゃないにゃ,勝てないときは日本編を,攻略して強力な味方を,仲間にしてから戦うにゃ！,＠,＠
18,未来編と日本編とでは,別のお宝が出てくるにゃ,どっちも集めて,パワーアップにゃ！,＠,＠
18,未来編をクリアすれば,使えるにゃんコンボの,数が大幅に増えるにゃ！,＠,＠,＠
19,敵キャラ図鑑で、,敵どものプロフィールが,見れるにゃ。,＠,＠,＠
20,同じステージばかりで戦うと,もらえる経験値が,減るので注意にゃ！,＠,＠,＠
20,なかなか勝てないときは,一度クリアしたステージで,経験値をかせぐにゃ！,＠,＠,＠
20,EXキャラクターの「神さま」は,ネコカンを消費することで,色んな奇跡を起こしてくれるにゃ,ピンチの時には使うことを,考えておくといいにゃ,＠
21,キャラクター編成からは,好きなキャラクターを,戦闘に出陣させることが,できるにゃ！,＠,＠
22,各地に眠るお宝を集めて,特殊能力発動にゃ！,質の高いお宝ほど,効果は絶大にゃ♪,＠,＠
23,未来編では高いスコアを,出すともらえる報酬が,すべてのステージに用意,されているにゃ,＠,＠
23,発動に必要なキャラクターが,そろったにゃんコンボは,にゃんコンボ図鑑に,登録されるにゃ！,＠,＠
24,アイテムのネコボンを使えば,働きネコのレベルが最大の状態で,ステージを開始できるにゃ！,詰まっているステージがあれば,使ってみるといいにゃ！,＠
24,統率力は時間で回復にゃ♪,もしも無くなってしまったら,しばらく待ってから行動するにゃ！,＠,＠,＠
24,戦力アイテムの「研究力」は,レベルを上げるとキャラクターの,再生産にかかる時間を,短縮してくれるにゃ,＠,＠
24,戦闘中のお金を生産する、,働きネコの存在は大切にゃ！,パワーアップ画面で,しっかり強くするのにゃ！,＠,＠
24,戦闘開始から10秒以内なら,離脱しても統率力は減らないにゃ,使っていたアイテムも,ちゃんと返ってくるから,安心して欲しいにゃ,＠
24,レベルアップに必要な経験値は,ステージを攻略する以外にも,アイテムショップで売ってるにゃ,急いで増やしたい時なんかは,購入してもいいかもにゃ,＠
24,にゃんこ大戦争のセーブデータは,アプリ本体に保存されてるにゃ！,アプリを消しちゃうと,二度とセーブデータを,復帰させることができないにゃ！,＠
24,にゃんこ図鑑で各キャラクターの,ページを初めて開いた時に,少しだけネコカンがもらえるにゃ,どんどん仲間を増やして,ネコカンを集めるにゃ～♪,＠
27,にゃんコンボ図鑑の画面では,使うことのできるコンボだけが,表示されるようになっていて,仲間が増えれば使えるコンボも,どんどん増えていくにゃ,＠
27,にゃんコンボ図鑑に表示された,にゃんコンボの名前部分を,ダブルタップすると自動で,セット出来て便利にゃ,＠,＠
24,トレジャーレーダーを使えば,そのステージのお宝やアイテムが,100％手に入るにゃ！,各地に眠るお宝集めに,すごく便利なアイテムにゃ！,＠
24,タイトル画面左上にある,お問い合わせコードは,必ずメモしておくにゃ！,備えあれば憂いなしにゃ！,＠,＠
24,キャラクター説明枠の,右下をタップすると,持っている効果・能力を,確認できるにゃ,＠,＠
24,アイテムのニャンピュータは,操作を自動で行ってくれる,スグレモノにゃ！,でも、ネコ並みの頭脳なので,あまり期待しないでほしいにゃ...,＠
24,アイテムのスピードアップは,戦闘の速度を早くする,ことができるにゃ！,採点報酬ステージのスコアには,残念ながら影響しないらしいにゃ,＠
24,アイテムのスニャイパーは,たまーに攻撃しては,敵をノックバックさせるにゃ！,にゃんこ城の耐久力が高いと,与えるダメージも増えるにゃ！,＠
24,アイテムのおかめはちもくは,ステージでもらえる経験値を,増やしてくれるにゃ,経験値が多くもらえる,ステージで使うと効果大にゃ！,＠
24,「遠方攻撃」の能力は,遠くの相手に攻撃が届く代わりに,近づかれると抵抗できないにゃ,壁になるにゃんこを上手く使って,守ってあげるといいにゃ,＠
25,統率力回復のお知らせ機能は,オプション画面にある,「統率力通知」ボタンで,ON、OFFを切り替えられるにゃ,＠,＠
26,レアチケットがあれば,ネコカンを消費せずに,レアガチャを回せるにゃ！,まれにログインボーナスや,イベント報酬などでもらえるにゃ,＠
26,コストが低いにゃんこを,たくさん出撃して,攻めこまれないように,すれば自ずと勝利は,見えてくるはずにゃ！,＠
27,日本編の各章をクリアすると,ゾンビ化したステージが発生する,場合があるにゃ,エリアごとの全ステージクリアで,お宝の出現率がアップするにゃ♪,＠
27,日本編の各章ごとに,全てのゾンビステージのクリアで,統率力の上限がアップするから,頑張ってみるといいにゃ,＠,＠
27,日本編のゾンビに襲われている,ステージを救済すると、ご褒美に,ネコカンがもらえるにゃ,＠,＠,＠
27,特定のキャラクター同士を,組み合わせると,にゃんコンボが発動して,戦闘を有利にすすめられるにゃ！,＠,＠
27,章が違ってもお宝の効果は,引き継がれるにゃ！,他の章のお宝を集めるのも,強くなる為に有効な手段にゃ！,＠,＠
27,最高のお宝を全て集めると,にゃんこ達のパワーは数倍に,膨れ上がるにゃ！,どうしても勝てないときは,最高のお宝を集めまくるにゃ！,＠
27,攻撃力を下げてきたり,体力がなくなっても,生き残ったりする,敵どもがいるらしいにゃ,＠,＠
27,窮鼠猫を噛む,そんな能力を持つ敵が,いるらしいにゃ！,意味はスマホで調べるにゃ！,＠,＠
27,一部のステージをクリアすると,追加ステージが発生する,場合があるにゃ,全部クリアすると,何かいいことがあるかもにゃ,＠
27,レベルアップで姿が変わっても,キャラクター編成画面で,キャラクターの右下にある,矢印マークをタッチすれば,元の姿に戻れるにゃ,＠
27,トレジャーフェスティバルや,ゲリライベント開催中の時は,タイトル画面のフキダシで,案内してるので要チェックにゃ,＠,＠
27,キャラクター編成画面の,出撃スロットの数は,ネコカンを使えば増やせるにゃ,よく使う編成が残し切れない時に,増やすといいにゃ,＠
27,キャラクター編成の画面では,編集中の出陣スロットを,別のスロットにコピーできるにゃ,＠,＠,＠
27,エイリアンに対して,めちゃ強くなれるお宝が,未来世界には,散らばっているらしいにゃ,＠,＠
27,「ゾンビキラー」の能力を,持ったにゃんこがゾンビを倒すと,復活されるのを防げるにゃ,＠,＠,＠
28,キャラクター編成画面で,スロットのアイコンを,ダブルタップするとそのキャラの,表示位置まで移動することが,出来て地味に便利にゃ～！,＠
29,敵キャラ図鑑では,敵の色や特殊能力も,調べることができるにゃ！,初めて出会う敵がいた場合は,チェックしてみるにゃ！,＠
30,ガマトトを探検させると,XPやネコカンを見つけてくれる,ことがあるにゃ,とりあえず探検に行かせて,果報は寝て待つにゃ！,＠
30,ガマトトの探検時間は,「ネコビタン」を飲ませることで,短縮できるにゃ,帰りが待ち遠しい時は,使ってみるといいにゃ,＠
30,「にゃんこ隊員」は探検をする時,発掘アイテムを発見しやすくする,サポートキャラクターにゃ,＠,＠,＠
31,マタタビの種を5個集めれば,マタタビの実に成長させることが,できるにゃ,チリも積もれば山となるとは,良く言ったものにゃ！,＠
31,「マタタビ」や「マタタビの種」は,にゃんこを更なる高みへ,進化させる力を持っているにゃ,各曜日に出現するステージを,クリアしてたくさん集めるにゃ,＠
14,後半のレジェンドストーリーほど,にゃんこ城の開発に,必要な素材が入手しやすいにゃ,＠,＠,＠
14,同じレジェンドストーリーでも,ステージレベルの高い方が,にゃんこ城開発に使う素材が,入手しやすくなってるにゃ,＠,＠
27,にゃんこ城開発の必要素材は,レジェンドストーリーを,クリアすることで集められるにゃ,＠,＠,＠
27,にゃんこ隊員を脱退させると、,にゃんこ城の開発を,お手伝いしてくれる,助手として採用されるにゃ,＠,＠
27,「助手」はにゃんこ城を,開発する時に必要になるにゃ,ガマトトを探検に行かせると,たまに連れて帰って来るにゃ,＠,＠
32,宇宙編は簡単じゃないにゃ,勝てないときは未来編を攻略して,お宝を集めてから戦うにゃ！,＠,＠,＠
32,宇宙編と未来編で,エイリアンに効くお宝を,集めることができるにゃ！,どっちも集めてパワーアップにゃ！,＠,＠
33,宇宙編をクリアすれば,なにかもらえるらしいけど,なんなのか全然わからないにゃ！,とっても気になるにゃ！,＠,＠
34,「ワープ」を持った敵に,攻撃されると前か,後ろへワープさせられるにゃ！,ワープが効かないにゃんこで,出撃するといいにゃ！,＠
35,「バリア」を持った敵はバリアの,強度を上回る攻撃を与えないと,ダメージがきかないにゃ！,強そうなにゃんこを,連れていくといいにゃ！,＠
36,目標は接近中だ,おまえが倒せ,＠,＠,＠,＠
36,エヴァンゲリオン３号機は,現時刻をもって破棄,監視対象物を第９使徒と識別する,＠,＠,＠
37,使徒を倒さぬ限り,我々に未来はない,＠,＠,＠,＠
37,戦うなら早くしろ,でなければ、帰れ！,＠,＠,＠,＠
36,総員、第１種戦闘配置だ,＠,＠,＠,＠,＠
37,総員、第１種戦闘配置だ,＠,＠,＠,＠,＠
36,ダメな時は,にゃんこを使うまでだ,＠,＠,＠,＠
37,ダメな時は,にゃんこを使うまでだ,＠,＠,＠,＠
14,スペシャルステージには,ネコビタンを消費して,ゲリラステージに挑戦できる,ネコビタンステージがあるにゃ,＠,＠
38,エヴァンゲリオン第13号機,お前とそのパイロットの機体だ,＠,＠,＠,＠
38,これで道具は,すべて揃った,＠,＠,＠,＠
38,ゼーレのシナリオを,われわれで書き換える,あらゆるにゃんこは,そのための道具に過ぎん,＠,＠
39,クリアしてないステージと,おすすめステージだけを表示,してくれる便利スイッチを,活用するにゃ,＠,＠
40,戦闘中にキャラクターの,アイコンを長押しすると,キャラクターの特徴が見られるにゃ,＠,＠,＠
41,ステージ選択画面で編成ボタンを,長押しすると前回ステージを,クリアした編成に切り替わるにゃ,＠,＠,＠
42,にゃんこクラブゴールド会員は,スピードアップが使い放題にゃ,さらに、スピードアップアイテムを,追加で使うとなんと,戦闘の速度が3倍になるにゃ,＠
43,にゃんこ軍団のメガネ人口も,増やそうぜ,＠,＠,＠,＠
43,じゃあ訓練用の空間作るね,トレーニングルーム222、起動！,＠,＠,＠,＠
43,トレーニングルームは、,仮想戦闘モードにしてあるから,ガンガン戦ってOKだよ,＠,＠,＠
7,イベントカレンダーでは,期間限定のイベント情報を,1週間分チェックできるにゃ,＠,＠,＠
7,イベントカレンダー内で,通知設定をしたイベントは,開催時間に通知が届くにゃ～,＠,＠,＠
44,「召喚」能力を持ったキャラは,同時に1体しか出撃できないにゃ,出撃中にアイコンをタップすると,敵を攻撃する精霊を召喚できるにゃ,使いどころが肝心にゃ～,＠
45,挑戦したことがあるステージは,ステージ名をタップすると,出現する敵が確認できるにゃ！,＠,＠,＠
46,1回だけドロップする報酬は,ステージ名をタップすると,取り忘れてないか確認できるにゃ,＠,＠,＠
47,お宝リストに表示された,お宝をダブルタップすると,それをゲットできる,ステージまで移動するにゃ,＠,＠
56,「レジェンドストーリー」で,まぼろしの地図が開けるにゃ,今すぐ行ってみるにゃ！,＠,＠,＠
57,「レジェンドストーリー」で,まぼろしの地図が開けるにゃ,今すぐ行ってみるにゃ！,＠,＠,＠
58,「レジェンドストーリー」で,まぼろしの地図が開けるにゃ,今すぐ行ってみるにゃ！,＠,＠,＠
59,まぼろしの地図が開けるにゃ,戦闘開始ボタンをタップして,リストの一番上に地図があるにゃ,＠,＠,＠
60,まぼろしの地図が開けるにゃ,戦闘開始ボタンをタップして,リストの一番上に地図があるにゃ,＠,＠,＠
61,まぼろしの地図が開けるにゃ,戦闘開始ボタンをタップして,リストの一番上に地図があるにゃ,＠,＠,＠
62,にゃんこミッションで,「おかえりミッション」の,内容を確認できるにゃ～,終了期限に要注意にゃ！,＠,＠
