＠|＠|＠|＠|＠|＠|＠|			//ネコ
La forme ultime augmente l’attaque !|Avec capacité de ralentir|brièvement les ennemis non-métal.|＠|La forme ultime augmente l’attaque !|Avec capacité de ralentir|brièvement les ennemis non-métal.|			//オタネコ
La forme ultime augmente l'attaque,|la déf., la vitesse de déplac. et la portée.|＠|＠|La forme ultime augmente l'attaque,|la déf., la vitesse de déplac. et la portée.|＠|			//ネコスイマー
La forme ultime augmente l’attaque,|réduit le coût de déploiement et ajoute|la capacité de survivre à 1 frappe fatale !|＠|La forme ultime augmente l’attaque,|réduit le coût de déploiement et ajoute|la capacité de survivre à 1 frappe fatale !|			//ネコホッピング
La forme ultime augmente la portée|et l’att. ! Octroie un temps de récup.|réduit après déploiement !|＠|La forme ultime augmente la portée|et l’att. ! Octroie un temps de récup.|réduit après déploiement !|			//ネコ車輪
La forme ultime gagne une attaque|de zone ! Avec 100 % de chances|d’immobiliser les ennemis rouges !|＠|La forme ultime gagne une attaque|de zone ! Avec 100 % de chances|d’immobiliser les ennemis rouges !|			//ネコリンゴ
La forme ultime augmente la défense !|La vitesse d’attaque augmente aussi !|＠|＠|La forme ultime augmente la défense !|La vitesse d’attaque augmente aussi !|＠|			//ネコバスたぶ
La forme ultime augmente la puissance|d’attaque et annule l’affaiblissement|causé par les attaques ennemies.|＠|La forme ultime augmente la puissance|d’attaque et annule l’affaiblissement|causé par les attaques ennemies.|			//ネコエステ
La forme ultime augmente la portée,|l'attaque et a 100 % de chances|d’immobiliser les ennemis rouges !|＠|La forme ultime augmente la portée,|l'attaque et a 100 % de chances|d’immobiliser les ennemis rouges !|			//ネコアイス
La forme ultime augmente toutes les caract.|et confère bloque-vagues|et immun. Vagues !|＠|La forme ultime augmente toutes les caract.|et confère bloque-vagues|et immun. Vagues !|			//ネコマシン
La forme ultime augmente la défense,|Octroie une att. unique hyper puissante.|cible unique.|＠|La forme ultime augmente la défense,|Octroie une att. unique hyper puissante.|cible unique.|			//鬼にゃんま
＠|＠|＠|＠|＠|＠|＠|			//芸者ねこ
La forme ultime augmente la défense|et la puissance d’att. Augmente les chances|de coup critique et la portée !|＠|La forme ultime augmente la défense|et la puissance d’att. Augmente les chances|de coup critique et la portée !|			//ねこジュラ
La forme ultime augmente la défense|fortement et attribue une attaque de zone !|＠|＠|La forme ultime augmente la défense|fortement et attribue une attaque de zone !|＠|			//ねこファイター
La forme ultime augmente la portée,|la défense et accorde une chance accrue|de repousser les ennemis rouges.|＠|La forme ultime augmente la portée,|la défense et accorde une chance accrue|de repousser les ennemis rouges.|			//ねこ海賊
La forme ultime augmente|la portée et la puissance d’attaque.|Elle octroie aussi une attaque de zone.|＠|La forme ultime augmente|la portée et la puissance d’attaque.|Elle octroie aussi une attaque de zone.|			//ねこ泥棒
La forme ultime augmente|la déf., la portée et la puiss. d’attaque.|Les att. gagnent aussi un effet de zone.|＠|La forme ultime augmente|la déf., la portée et la puiss. d’attaque.|Les att. gagnent aussi un effet de zone.|			//ねこ僧侶
La forme ultime augmente la défense.|Elle accorde également une chance accrue|de repousser les ennemis flottants.|＠|La forme ultime augmente la défense.|Elle accorde également une chance accrue|de repousser les ennemis flottants.|			//ねこ占い師
La forme ultime augmente la puissance|d’attaque, la portée et la durée|d’immobilisation des ennemis.|＠|La forme ultime augmente la puissance|d’attaque, la portée et la durée|d’immobilisation des ennemis.|			//ネコシャーマン
＠|＠|＠|＠|＠|＠|＠|			//エヴァンジェリスト
＠|＠|＠|＠|＠|＠|＠|			//10式戦車
La forme ultime augmente la défense,|la portée d’attaque et la durée de|ralentissement des ennemis rouges.|＠|La forme ultime augmente la défense,|la portée d’attaque et la durée de|ralentissement des ennemis rouges.|			//ネコ魔女
La forme ultime augmente la défense,|la vit. de déplacement, l'att. et la portée !|＠|＠|La forme ultime augmente la défense,|la vit. de déplacement, l'att. et la portée !|＠|			//ネコアーチャー
La forme ultime augmente toutes les caract.,|les chances d’att. critique et accorde|une résist. au recul des att. ennemies.|＠|La forme ultime augmente toutes les caract.,|les chances d’att. critique et accorde|une résist. au recul des att. ennemies.|			//ネコシュバリエ
La forme ultime améliore|la défense et la puissance d’attaque !|＠|＠|La forme ultime améliore|la défense et la puissance d’attaque !|＠|			//ネコ魔剣士
La forme ultime augmente toutes les caract.|et octroie des vagues offensives !|＠|＠|L’ultra forme améliore la vitesse de|déplacement et devant-derrière !|+ Vagues offensives améliorées !|			//ねこベビー
＠|＠|＠|＠|＠|＠|＠|			//ネコブ・ロンズ
La forme ultime a une défense renforcée !|＠|＠|＠|La forme ultime a une défense renforcée !|＠|＠|			//ねこ寿司
＠|＠|＠|＠|＠|＠|＠|			//ネコポン
＠|＠|＠|＠|＠|＠|＠|			//ネコ運動会
＠|＠|＠|＠|＠|＠|＠|			//剣士
＠|＠|＠|＠|＠|＠|＠|			//ウシ姫
True Form gains improved attack speed,|reduced deploy cooldown, and longer|Freeze effect vs Black enemies!|＠|True Form gains improved attack speed,|reduced deploy cooldown, and longer|Freeze effect vs Black enemies!|			//KHM48
La forme ultime augmente la défense !|Att. ennemies : immunisent contre le recul.|＠|＠|La forme ultime augmente la défense !|Att. ennemies : immunisent contre le recul.|＠|
True Form evolution gains|improved defense and attack|power, and faster attack rate!|＠|True Form evolution increases|improved defense and attack|power, and faster attack rate!|			//執行者
＠|＠|＠|＠|＠|＠|＠|			//眠れるケリの美女
＠|＠|＠|＠|＠|＠|＠|			//ネコリーマン
La forme ultime augmente l'attaque|et la vit. de déplac. est plus rapide.|＠|＠|La forme ultime augmente l'attaque|et la vit. de déplac. est plus rapide.|＠|			//真田幸村
La forme ultime augmente toutes|les caractéristiques et permet|de booster la puissance d’attaque.|＠|La forme ultime augmente toutes|les caractéristiques et permet|de booster la puissance d’attaque.|			//前田慶次
La forme ultime augmente fortement la|défense, la puissance d’att. et une durée|d’immob. des ennemis noirs accrues !|＠|L'ultra forme gagne un bonus de défense !|Plus immobilisation contre Akus et|contre-réplique !|			//織田信長
＠|＠|＠|＠|＠|＠|＠|			//トナカイフィッシュ
La forme ultime augmente fortement|la défense, la vitesse de déplacement,|la puissance d’attaque et la portée.|＠|L'ultra forme gagne un bonus de portée,|de vitesse de déplacement/d'attaque, et fait|des dégâts insensés aux ennemis flottants !|			//風神のウィンディ
La forme ultime augmente la défense,|la vitesse de déplacement, la puissance|d’attaque et la portée !|＠|L’ultra forme augmente les capacités !|Et zone d’attaque augmentée, survit aux|coups fatals, immun. Ralent. et Affaibl.|//雷神のサンディア
＠|＠|＠|＠|＠|＠|＠|			//ドロイド
＠|＠|＠|＠|＠|＠|＠|			//ネコと宇宙
＠|＠|＠|＠|＠|＠|＠|			//にゃんこ成人
＠|＠|＠|＠|＠|＠|＠|			//吾輩は鬼である
＠|＠|＠|＠|＠|＠|＠|			//ひなにゃんこ
＠|＠|＠|＠|＠|＠|＠|			//ネコ忍者～青～
La forme ultime augmente toutes les caract.|et a 100 % de chances de repousser|les ennemis flottants.|＠|La forme ultime augmente toutes les caract.|et a 100 % de chances de repousser|les ennemis flottants.|			//地龍ソドム
La forme ultime augmente la défense,|la vitesse de déplac., l'att. et la portée !|＠|＠|La forme ultime augmente la défense,|la vitesse de déplac., l'att. et la portée !|＠|			//聖龍メギドラ
La forme ultime augmente|la défense, l'attaque et la portée !|||La forme ultime augmente|la défense, l'attaque et la portée !||			//竜騎士バルス
La forme ultime augmente la défense,|la portée et la vitesse d’attaque !|＠|＠|La forme ultime augmente la défense,|la portée et la vitesse d’attaque !|＠|			//神龍かむくら
La forme ultime augmente la défense,|la vitesse de déplacement et la portée !|Plus efficace contre les ennemis rouges !|＠|La forme ultime augmente la défense,|la vitesse de déplacement et la portée !|Plus efficace contre les ennemis rouges !|			//竜戦機ライデン
＠|＠|＠|＠|＠|＠|＠|			//ネコなわとび
＠|＠|＠|＠|＠|＠|＠|			//ニムエ
＠|＠|＠|＠|＠|＠|＠|			//猿王
＠|＠|＠|＠|＠|＠|＠|			//狂乱のネコ
＠|＠|＠|＠|＠|＠|＠|			//狂乱のタンクネコ
＠|＠|＠|＠|＠|＠|＠|			//狂乱のバトルネコ
＠|＠|＠|＠|＠|＠|＠|			//狂乱のキモネコ
＠|＠|＠|＠|＠|＠|＠|			//狂乱のウシネコ
＠|＠|＠|＠|＠|＠|＠|			//狂乱のネコノトリ
＠|＠|＠|＠|＠|＠|＠|			//狂乱のネコフィッシュ
＠|＠|＠|＠|＠|＠|＠|			//狂乱のネコトカゲ
＠|＠|＠|＠|＠|＠|＠|			//狂乱の巨神ネコ
＠|＠|＠|＠|＠|＠|＠|			//ネコ乙女
＠|＠|＠|＠|＠|＠|＠|			//弱酸性エル
＠|＠|＠|＠|＠|＠|＠|			//レッドマローン
＠|＠|＠|＠|＠|＠|＠|			//歌謡にゃんこ
＠|＠|＠|＠|＠|＠|＠|			//マジでコイしてる
La forme ultime augmente la défense,|l'att., la portée, la vitesse d’attaque, et|gagne en résistance à l’affaiblissement !|＠|La forme ultime augmente la défense,|l'att., la portée, la vitesse d’attaque, et|gagne en résistance à l’affaiblissement !|			//猿帝のクウ
La forme ultime augmente fortement l’att.,|la défense et la vitesse de déplacement.|Elle accorde aussi une immunité au recul !|＠|La forme ultime augmente fortement l’att.,|la défense et la vitesse de déplacement.|Elle accorde aussi une immunité au recul !|			//召し豚のカイ
La forme ultime augmente|la déf., la portée et la puissance d’att.|Facilite l'immob. des ennemis flottants.|＠|La forme ultime augmente|la déf., la portée et la puissance d’att.|Facilite l'immob. des ennemis flottants.|			//宝杖のカッパーマイン
＠|＠|＠|＠|＠|＠|＠|			//にゃんこ３兄弟
＠|＠|＠|＠|＠|＠|＠|			//マダム・ザ・花嫁
＠|＠|＠|＠|＠|＠|＠|			//セレス
True Form evolution increases movement|speed and lowers deploy cost!|Gains a small chance to Survive a fatal blow!|＠|True Form evolution increases movement|speed and lowers deploy cost!|Gains a small chance to Survive a fatal blow!|			//ノノ
＠|＠|＠|＠|＠|＠|＠|			//オルガ
＠|＠|＠|＠|＠|＠|＠|			//ノルン
＠|＠|＠|＠|＠|＠|＠|			//よいち
＠|＠|＠|＠|＠|＠|＠|			//セラム
＠|＠|＠|＠|＠|＠|＠|			//フウ
＠|＠|＠|＠|＠|＠|＠|			//アウラ
＠|＠|＠|＠|＠|＠|＠|			//レイ
Défense ↑↑ en forme ultime !|Peut affaiblir ennemis noirs, immunité|contre ralentiss. et Fléau des colosses !|＠|Défense ↑↑ en forme ultime !|Peut affaiblir ennemis noirs, immunité|contre ralentiss. et Fléau des colosses !|			//ワイバーン
＠|＠|＠|＠|＠|＠|＠|			//癒術士
＠|＠|＠|＠|＠|＠|＠|			//メルク
＠|＠|＠|＠|＠|＠|＠|			//女王様の休日
La forme ultime améliore fortement|Gagne aussi Résist. contre les rouges,|vagues offensives, fléau des Béhémoths !|＠|La forme ultime améliore fortement|Gagne aussi Résist. contre les rouges,|vagues offensives, fléau des Béhémoths !|			//マメマメにゃんこ
La forme ultime augmente|la puissance d’att., la portée et la déf. !|＠|＠|La forme ultime augmente|la puissance d’att., la portée et la déf. !|＠|			//伊達政宗
La forme ultime augmente|la puissance d’att., la portée et la déf. !|＠|＠|La forme ultime augmente|la puissance d’att., la portée et la déf. !|＠|			//武田信玄
＠|＠|＠|＠|＠|＠|＠|			//カラクリにゃんこ
＠|＠|＠|＠|＠|＠|＠|			//ネコフラワー
＠|＠|＠|＠|＠|＠|＠|			//うらめしにゃん
La forme ultime améliore la défense|et confère l’immunité aux vagues..|＠|＠|La forme ultime améliore la défense|et confère l’immunité aux vagues..|＠|			//金ネコ
La forme ultime améliore|la déf., la portée et la puissance d’att.|Devient immun. aux malédictions ennemies.|＠|La forme ultime améliore|la déf., la portée et la puissance d’att.|Devient immun. aux malédictions ennemies.|			//ウルフとウルルン
＠|＠|＠|＠|＠|＠|＠|			//ねねこ
＠|＠|＠|＠|＠|＠|＠|			//カンフーにゃんこG
＠|＠|＠|＠|＠|＠|＠|			//ヒカキン
La forme ultime augmente la défense,|la puissance d’att., la portée et accorde|une immun. aux affaiblissements ennemis.|＠|La forme ultime augmente la défense,|la puissance d’att., la portée et accorde|une immun. aux affaiblissements ennemis.|			//うらしまタロウ
La forme ultime augmente la puissance|d’attaque et donne 100 % de chances|d’immobiliser les ennemis flottants/anges !|＠|L’ultra forme gagne devant-derrière et|défense améliorée ! Coût déploiement ↓|+ vague offensive et Fléau des Sages !|			//ツルの恩返し
La forme ultime augmente toutes les caract.|et donne une chance accrue d’immobiliser|les ennemis rouges/anges !|＠|La forme ultime augmente toutes les caract.|et donne une chance accrue d’immobiliser|les ennemis rouges/anges !|			//ももたろう
La forme ultime augmente la défense,|la portée et le taux d’attaque !|d’attaque !|＠|La forme ultime augmente la défense,|la portée et le taux d’attaque !|d’attaque !|			//かさじぞう
La forme ultime augmente toutes les caract.|et a 100 % de chances de ralentir|les ennemis anges/métal.|＠|L'ultra forme révèle|sa forme la plus puissante !|Gagne aussi Métallicide !|
＠|＠|＠|＠|＠|＠|＠|			//ネコンドー
＠|＠|＠|＠|＠|＠|＠|			//ふにゅふにゅネコ
＠|＠|＠|＠|＠|＠|＠|			//神様
＠|＠|＠|＠|＠|＠|＠|			//ネコチュートリアル
La forme ultime augmente fortement|la vitesse de déplacement. Elle accroie|aussi la défense, l'attaque et la portée.|＠|La forme ultime augmente fortement|la vitesse de déplacement. Elle accroie|aussi la défense, l'attaque et la portée.|			//ねこナース
La forme ultime gagne en|zone d’attaque, en dégâts d’attaque|et en portée des vagues offensives.|＠|La forme ultime gagne en|zone d’attaque, en dégâts d’attaque|et en portée des vagues offensives.|			//にゃんこ城Mini
La forme ultime améliore la déf., la portée|et la puissance d’attaque. Les ennemis|noirs sont ralentis plus longtemps.|＠|La forme ultime améliore la déf., la portée|et la puissance d’attaque. Les ennemis|noirs sont ralentis plus longtemps.|			//ねこガンマン
La forme ultime gagne fortement en|puissance d’attaque et en défense.|Augm. les chances de repousser les anges.|＠|La forme ultime gagne fortement en|puissance d’attaque et en défense.|Augm. les chances de repousser les anges.|			//たけうまねこ
La forme ultime ralentit la vitesse|de déplacement, mais booste la défense,|la puissance d’attaque et la portée.|＠|La forme ultime ralentit la vitesse|de déplacement, mais booste la défense,|la puissance d’attaque et la portée.|			//ブリキネコ
La forme ultime augmente la défense|et la puissance d’attaque !|＠|＠|La forme ultime augmente la défense|et la puissance d’attaque !|＠|			//ねこロッカー
La forme ultime augmente|la déf., la portée, la vit. de déplacement.|Confère un effet de zone aux attaques !|＠|La forme ultime augmente|la déf., la portée, la vit. de déplacement.|Confère un effet de zone aux attaques !|			//ねこ人魚
La forme ultime augmente la portée|et réduit la durée de production.|Anges immobilisés plus longtemps !|＠|La forme ultime augmente la portée|et réduit la durée de production.|Anges immobilisés plus longtemps !|			//窓辺の乙女ネコ
La forme ultime augmente l'attaque,|la défense et la portée !|＠|＠|La forme ultime augmente l'attaque,|la défense et la portée !|＠|			//ネコバーベル
La forme ultime améliore la puissance|d’att. et la déf. Octroie l'immun. aux maléd.|Efficace contre les ennemis reliques.|＠|La forme ultime améliore la puissance|d’att. et la déf. Octroie l'immun. aux maléd.|Efficace contre les ennemis reliques.|			//ネコスケート
La forme ultime augmente la défense,|l'attaque et octroie brise-barrière.|Ralentit les anges plus longtemps !|＠|La forme ultime augmente la défense|l'attaque et octroie brise-barrière.|Ralentit les anges plus longtemps !|			//ネコトースター
＠|＠|＠|＠|＠|＠|＠|			//ねこフープ
＠|＠|＠|＠|＠|＠|＠|			//のべにゃん
＠|＠|＠|＠|＠|＠|＠|			//ドラリー剣士
＠|＠|＠|＠|＠|＠|＠|			//ヌボボ
La forme ultime augmente la défense,|la vitesse de déplacement et d’attaque !|＠|＠|L'ultra forme améliore déf., portée|d'att. et récup. entre les déploiements.|100 % de chances de mini-vague.|			//上杉謙信
La forme ultime améliore|la puissance d’attaque et la portée !|＠|＠|La forme ultime améliore|la puissance d’attaque et la portée !|＠|			//冥界のカリファ
True Form evolution increases Defense and|attack range, move speed, and attack speed!|＠|＠|True Form evolution increases Defense and|attack range, move speed, and attack speed!|＠|			//ユーリンチー
True Form evolution increases|defense, attack speed and attack range!|Plus, higher Knockback chance vs Metal!|＠|True Form evolution increases|defense, attack speed and attack range!|Plus, higher Knockback chance vs Metal!|			//狂乱のケリ姫
＠|＠|＠|＠|＠|＠|＠|			//綾小路 翔
＠|＠|＠|＠|＠|＠|＠|			//早乙女 光
＠|＠|＠|＠|＠|＠|＠|			//西園寺 瞳
＠|＠|＠|＠|＠|＠|＠|			//星グランマニエ
＠|＠|＠|＠|＠|＠|＠|			//白鳥松竹梅
＠|＠|＠|＠|＠|＠|＠|			//ネコヤンキー
La forme ultime améliore|fortement la portée.|＠|＠|La forme ultime améliore|fortement la portée.|＠|			//アシルガ
La forme ultime annule le recul,|mais les attaques normales et vagues|offensives sont 100 % critiques !|＠|La forme ultime annule le recul,|mais les attaques normales et vagues|offensives sont 100 % critiques !|			//クビルガ
La forme ultime augmente la portée|avec chance d’attaques critiques !|＠|＠|La forme ultime augmente la portée|avec chance d’attaques critiques !|＠|			//テコルガ
La forme ultime gagne la capacité|d’affaiblir les ennemis et peut|les immobiliser plus longtemps !|＠|La forme ultime gagne la capacité|d’affaiblir les ennemis et peut|les immobiliser plus longtemps !|			//バララガ
La forme ultime augmente toutes les caract.|Augm. les chances de ralentissement des|ennemis. Octroie l'immun. aux malédictions.|＠|La forme ultime augmente toutes les caract.|Augm. les chances de ralentissement des|ennemis. Octroie l'immun. aux malédictions.|			//コニャンダム
True form evolution shortens|cooldown time after deployments!|＠|＠|True form evolution shortens|cooldown time after deployments!|＠|			//厨房マンボウ
True form evolution increases attack range!|＠|＠|＠|True form evolution increases attack range!|＠|＠|			//マンボ王
＠|＠|＠|＠|＠|＠|＠|			//にゃんぼう
＠|＠|＠|＠|＠|＠|＠|			//マシュマロにゃん
La forme ultime augmente toutes les stat.|et octroie brise-barrière. De plus, elle inflige|ralentissement et recul aux anges !|＠|Gain de puissance d'attaque, défense et|portée ! Plus 100 % de chances de|repousser et ralentir les aliens !|			//覇龍ディオラムス
＠|＠|＠|＠|＠|＠|＠|			//極道にゃんこ
＠|＠|＠|＠|＠|＠|＠|			//タクヤとユキ
True Form evolution increases Attack|Range and Attack Speed! Plus, gains|the Immune to Weaken ability!|＠|True Form evolution increases Attack|Range and Attack Speed! Plus, gains|the Immune to Weaken ability!|			//謎の少女ユキ
＠|＠|＠|＠|＠|＠|＠|			//ゆきにゃん
＠|＠|＠|＠|＠|＠|＠|			//183
＠|＠|＠|＠|＠|＠|＠|			//にゃんこカートR
＠|＠|＠|＠|＠|＠|＠|			//ミスターニンジャ
La forme ultime améliore la défense,|la vit. de déplacement, la portée d’att.|et les chances d’attaque critique !|＠|La forme ultime améliore la défense,|la vit. de déplacement, la portée d’att.|et les chances d’attaque critique !|//ハルシュト
＠|＠|＠|＠|＠|＠|＠|			//コーネリア
La forme ultime améliore la déf. et la vit.|d'attaque. Affaibl. de la puissance d’att.|Peut esquiver les attaques des anges.|＠|La forme ultime améliore la déf. et la vit.|d'attaque. Affaibl. de la puissance d’att.|Peut esquiver les attaques des anges.|//ユーヴェンス
La forme ultime améliore son attaque !|100 % de chances de ralentir |les ennemis noirs et Akus.|＠|La forme ultime améliore son attaque !|100 % de chances de ralentir |les ennemis noirs et Akus.|			//ミスティカ
＠|＠|＠|＠|＠|＠|＠|			//アロイス
＠|＠|＠|＠|＠|＠|＠|			//シトルイユ
＠|＠|＠|＠|＠|＠|＠|			//ティティ
＠|＠|＠|＠|＠|＠|＠|			//山岡実乃里
＠|＠|＠|＠|＠|＠|＠|			//中村奏絵
La forme ultime est efficace contre les|ennemis aliens.|＠|＠|La forme ultime est efficace contre les|ennemis aliens.|＠|			//アキラ
La forme ultime augmente|la puissance d’attaque contre les aliens|et les ralentit à 100 % !|＠|La forme ultime augmente|la puissance d’attaque contre les aliens|et les ralentit à 100 % !|			//西園寺メカ子
La forme ultime inflige des dégâts|massifs aux ennemis aliens/reliques|Confère l'immun. aux maléd. ennemies.|＠|La forme ultime inflige des dégâts|massifs aux ennemis aliens/reliques|Confère l'immun. aux maléd. ennemies.|			//キャットマンダディ
La forme ultime accélère la vitesse|de déplacement et améliore|la défense et la vitesse d’attaque !|＠|La forme ultime accélère la vitesse|de déplacement et améliore|la défense et la vitesse d’attaque !|			//サイキックネコ
La forme ultime améliore fortement|la défense et peut réduire|la puissance d’attaque des ennemis !|＠|La forme ultime améliore fortement|la défense et peut réduire|la puissance d’attaque des ennemis !|			//ねこ陰陽師
La forme ultime augmente la défense,|l'efficacité d'immob. des ennemis aliens et|permet de survivre à 1 frappe fatale !|＠|La forme ultime augmente la défense,|l'efficacité d'immob. des ennemis aliens et|permet de survivre à 1 frappe fatale !|			//ネコサーファー
＠|＠|＠|＠|＠|＠|＠|			//メタルネコ
＠|＠|＠|＠|＠|＠|＠|			//ドラムメニャー
＠|＠|＠|＠|＠|＠|＠|			//小籠包にゃんこ
La forme ultime augmente la vitesse de|déplac. Efficace contre les anges/aliens.|＠|＠|La forme ultime augmente la vitesse de|déplac. Efficace contre les anges/aliens.|＠|			//カチカチヤマンズ
＠|＠|＠|＠|＠|＠|＠|			//アイルー
＠|＠|＠|＠|＠|＠|＠|			//シェリア【キリン】
＠|＠|＠|＠|＠|＠|＠|			//リオレウス
＠|＠|＠|＠|＠|＠|＠|			//リオレイア
＠|＠|＠|＠|＠|＠|＠|			//キリンネコ
＠|＠|＠|＠|＠|＠|＠|			//ちびネコ
＠|＠|＠|＠|＠|＠|＠|			//ちびタンクネコ
＠|＠|＠|＠|＠|＠|＠|			//ちびバトルネコ
La forme ultime gagne la capacité|de repousser et d’affaiblir les|ennemis rouges et aliens !|＠|L'ultra forme gagne des bonus|de caractéristiques et de portée,|ainsi que Fléau des Sages !|//ホワイトラビット
La forme ultime améliore la distance|＠|＠|＠|La forme ultime améliore la distance|＠|＠|                        //にゃんこバーガー
＠|＠|＠|＠|＠|＠|＠|			//百太郎
＠|＠|＠|＠|＠|＠|＠|			//マルコ
＠|＠|＠|＠|＠|＠|＠|			//ターマ
＠|＠|＠|＠|＠|＠|＠|			//エリ
＠|＠|＠|＠|＠|＠|＠|			//フィオ
＠|＠|＠|＠|＠|＠|＠|			//SV-001
＠|＠|＠|＠|＠|＠|＠|			//アレン・オニール
＠|＠|＠|＠|＠|＠|＠|			//マーズピープル
True form evolution gains improved defense!|Also gain Strong vs. Black and gains|immunity to Warp effects.|＠|True form evolution gains improved defense!|Also gain Strong vs. Black and gains|immunity to Warp effects.|//ヒュージハーミット
True form evolution gains improved defense!|Also gains Surge Attacks and Barrier Break!|＠|＠|True form evolution gains improved defense!|Also gains Surge Attacks and Barrier Break!|＠|//ジュピターキング
True Form evolution gains Resistance|vs. Traitless, and may sometimes|Knockback enemies!|＠|True Form evolution gains Resistance|vs. Traitless, and may sometimes|Knockback enemies!|//モーデン元帥
True Form evolution gains improved attack|and defense! Also lower deployment cost!|＠|＠|True Form evolution gains improved attack|and defense! Also lower deployment cost!|＠|//ハイドゥ
La forme ultime n'att. que les aliens, mais|la déf. et la puiss. d'att. sont fortement|améliorées. Résist. aux malus répétés.|＠|La forme ultime n'att. que les aliens, mais|la déf. et la puiss. d'att. sont fortement|améliorées. Résist. aux malus répétés.|			//呪術師デスピエロ
La forme ultime est plus efficace contre les|ennemis noirs ! Gagne en plus Fléau des|Béhémoths !|＠|La forme ultime est plus efficace contre les|ennemis noirs ! Gagne en plus Fléau des|Béhémoths !|			//にゃんぷきん
La forme ultime confère bloque-vagues|et immun. Vagues.|＠|＠|La forme ultime confère bloque-vagues|et immun. Vagues.|＠|			//ハロウィンねねこ
＠|＠|＠|＠|＠|＠|＠|			//ウィンディスイート
＠|＠|＠|＠|＠|＠|＠|			//デビルサンディア
＠|＠|＠|＠|＠|＠|＠|			//おでん
＠|＠|＠|＠|＠|＠|＠|			//光の神徒ヴァルキリー
＠|＠|＠|＠|＠|＠|＠|			//神徒ブリュンヒルデ
＠|＠|＠|＠|＠|＠|＠|			//神徒スルズ
＠|＠|＠|＠|＠|＠|＠|			//豊穣の女神フレイヤ
＠|＠|＠|＠|＠|＠|＠|			//軍神オーディン
La forme ultime gagne en vitesse de mouv.|et développe la cap. de réplique offensive|et de survivre à 1 frappe fatale !|＠|La forme ultime gagne en vitesse de mouvement|et développe la cap. de réplique offensive|et de survivre à 1 frappe fatale !|			//おかめはちもくネコ
La forme ultime gagne largement en|puissance d’attaque !|＠|＠|La forme ultime gagne largement en|puissance d’attaque !|＠|			//ボンボンネコ
