日本編第1章「山口県」クリア後,ネコカンで購入すると入手可能,＠,Lv10で進化,＠,＠,開眼イベントステージ,「開眼のさむらい襲来！」でドロップ後,Lv20で進化,＠,＠,＠,＠
日本編第1章「愛媛県」クリア後,ネコカンで購入すると入手可能,＠,Lv10で進化,＠,＠,開眼イベントステージ,「開眼のスモウ襲来！」でドロップ後,Lv20で進化,＠,＠,＠,＠
日本編第1章「福井県」クリア後,ネコカンで購入すると入手可能,＠,Lv10で進化,＠,＠,開眼イベントステージ,「開眼のフィーバー襲来！」でドロップ後,Lv20で進化,＠,＠,＠,＠
日本編第2章「滋賀県」クリア後,ネコカンで購入すると入手可能,＠,Lv10で進化,＠,＠,開眼イベントステージ,「開眼のスカート襲来！」でドロップ後,Lv20で進化,＠,＠,＠,＠
日本編第2章「西表島」クリア後に解放,＠,＠,Lv10で進化,＠,＠,未来編第2章「月」クリア後,Lv20で進化,＠,＠,＠,＠,＠
日本編第3章「西表島」クリア後に解放,＠,＠,Lv10で進化,＠,＠,未来編第3章「月」クリア後,Lv20で進化,＠,＠,＠,＠,＠
期間限定コラボイベントで入手可能,＠,＠,Lv10で進化,＠,＠,期間限定コラボイベントステージ,「開眼のケリ姫襲来！」でドロップ後,Lv20で進化,＠,＠,＠,＠
期間限定コラボイベントで入手可能,＠,＠,Lv10で進化,＠,＠,＠,＠,＠,＠,＠,＠,＠
外部特典で入手可能,＠,＠,Lv10で進化,＠,＠,＠,＠,＠,＠,＠,＠,＠
外部特典で入手可能,＠,＠,Lv10で進化,＠,＠,＠,＠,＠,＠,＠,＠,＠
レアガチャで入手可能,＠,＠,Lv10で進化,＠,＠,合計Lv30到達後,必要数のXP、マタタビを使用で進化,＠,＠,＠,＠,＠
レアガチャで入手可能,＠,＠,Lv10で進化,＠,＠,合計Lv30到達後,必要数のXP、マタタビを使用で進化,＠,＠,＠,＠,＠
レアガチャで入手可能,＠,＠,Lv10で進化,＠,＠,合計Lv30到達後,必要数のXP、マタタビを使用で進化,＠,＠,＠,＠,＠
レアガチャで入手可能,＠,＠,Lv10で進化,＠,＠,合計Lv30到達後,必要数のXP、マタタビを使用で進化,＠,＠,＠,＠,＠
レアガチャイベント,「伝説のネコルガ族」で入手可能,＠,Lv10で進化,＠,＠,合計Lv30到達後,必要数のXP、マタタビを使用で進化,＠,＠,＠,＠,＠
レアガチャで入手可能,＠,＠,Lv10で進化,＠,＠,合計Lv30到達後,必要数のXP、マタタビを使用で進化,＠,＠,＠,＠,＠
レアガチャで入手可能,＠,＠,Lv10で進化,＠,＠,合計Lv30到達後,必要数のXP、マタタビを使用で進化,＠,＠,＠,＠,＠
レアガチャで入手可能,＠,＠,Lv10で進化,＠,＠,合計Lv30到達後,必要数のXP、マタタビを使用で進化,＠,＠,＠,＠,＠
レアガチャで入手可能,＠,＠,Lv10で進化,＠,＠,合計Lv30到達後,必要数のXP、マタタビを使用で進化,＠,＠,＠,＠,＠
レアガチャで入手可能,＠,＠,Lv10で進化,＠,＠,合計Lv30到達後,必要数のXP、マタタビを使用で進化,＠,＠,＠,＠,＠
レアガチャで入手可能,＠,＠,Lv10で進化,＠,＠,合計Lv30到達後,必要数のXP、マタタビを使用で進化,＠,＠,＠,＠,＠
レアガチャで入手可能,＠,＠,Lv10で進化,＠,＠,合計Lv30到達後,必要数のXP、マタタビを使用で進化,＠,＠,＠,＠,＠
レアガチャイベント,「超激ダイナマイツ」で入手可能,＠,Lv10で進化,＠,＠,合計Lv30到達後,必要数のXP、マタタビを使用で進化,＠,＠,＠,＠,＠
レアガチャイベント,「超激ダイナマイツ」で入手可能,＠,Lv10で進化,＠,＠,合計Lv30到達後,必要数のXP、マタタビを使用で進化,＠,＠,＠,＠,＠
レアガチャイベント,「超激ダイナマイツ」で入手可能,＠,Lv10で進化,＠,＠,合計Lv30到達後,必要数のXP、マタタビを使用で進化,＠,＠,＠,＠,＠
外部特典で入手可能,＠,＠,Lv10で進化,＠,＠,＠,＠,＠,＠,＠,＠,＠
レアガチャで入手可能,＠,＠,Lv10で進化,＠,＠,合計Lv30到達後,必要数のXP、マタタビを使用で進化,＠,＠,＠,＠,＠
レアガチャで入手可能,＠,＠,Lv10で進化,＠,＠,合計Lv30到達後,必要数のXP、マタタビを使用で進化,＠,＠,＠,＠,＠
レアガチャで入手可能,＠,＠,Lv10で進化,＠,＠,合計Lv30到達後,必要数のXP、マタタビを使用で進化,＠,＠,＠,＠,＠
レアガチャで入手可能,＠,＠,Lv10で進化,＠,＠,合計Lv30到達後,必要数のXP、マタタビを使用で進化,＠,＠,＠,＠,＠
レアガチャで入手可能,＠,＠,Lv10で進化,＠,＠,合計Lv30到達後,必要数のXP、マタタビを使用で進化,＠,＠,＠,＠,＠
レアガチャで入手可能,＠,＠,Lv10で進化,＠,＠,合計Lv30到達後,必要数のXP、マタタビを使用で進化,＠,＠,＠,＠,＠
レアガチャで入手可能,＠,＠,Lv10で進化,＠,＠,合計Lv30到達後,必要数のXP、マタタビを使用で進化,＠,＠,＠,＠,＠
外部特典で入手可能,＠,＠,Lv10で進化,＠,＠,＠,＠,＠,＠,＠,＠,＠
期間限定コラボイベントで入手可能,＠,＠,Lv10で進化,＠,＠,＠,＠,＠,＠,＠,＠,＠
レアガチャで入手可能,＠,＠,Lv10で進化,＠,＠,合計Lv30到達後,必要数のXP、マタタビを使用で進化,＠,＠,＠,＠,＠
レアガチャで入手可能,＠,＠,Lv10で進化,＠,＠,合計Lv30到達後,必要数のXP、マタタビを使用で進化,＠,＠,＠,＠,＠
レアガチャイベント,「超激ダイナマイツ」で入手可能,＠,Lv10で進化,＠,＠,合計Lv30到達後,必要数のXP、マタタビを使用で進化,＠,＠,＠,＠,＠
レアガチャで入手可能,＠,＠,Lv10で進化,＠,＠,合計Lv30到達後,必要数のXP、マタタビを使用で進化,＠,＠,＠,＠,＠
レアガチャイベント,「超激ダイナマイツ」で入手可能,＠,Lv10で進化,＠,＠,合計Lv30到達後,必要数のXP、マタタビを使用で進化,＠,第3形態に進化済みで合計Lv60到達後,必要数のXP、マタタビ、獣石を使用で進化,＠,＠
イベントステージ,「ダークネスヘブン」で入手可能,＠,Lv10で進化,＠,＠,イベントステージ,「絶・ダークネスヘブン」でドロップ後,Lv20で進化,＠,＠,＠,＠
レアガチャで入手可能,＠,＠,Lv10で進化,＠,＠,合計Lv30到達後,必要数のXP、マタタビを使用で進化,＠,＠,＠,＠,＠
外部特典で入手可能,＠,＠,Lv10で進化,＠,＠,＠,＠,＠,＠,＠,＠,＠
10月イベントステージ,「秋だよ運動会！」で入手可能,＠,Lv10で進化,＠,＠,開眼イベントステージ,「開眼のネコ運動会襲来！」でドロップ後,Lv20で進化,＠,＠,＠,＠
期間限定コラボイベントで入手可能,＠,＠,Lv10で進化,＠,＠,＠,＠,＠,＠,＠,＠,＠
期間限定コラボイベントで入手可能,＠,＠,Lv10で進化,＠,＠,＠,＠,＠,＠,＠,＠,＠
期間限定コラボイベントで入手可能,＠,＠,Lv10で進化,＠,＠,合計Lv30到達後,必要数のXP、マタタビを使用で進化,＠,＠,＠,＠,＠
期間限定コラボイベントで入手可能,＠,＠,Lv10で進化,＠,＠,合計Lv30到達後,必要数のXP、マタタビを使用で進化,＠,＠,＠,＠,＠
期間限定コラボイベントで入手可能,＠,＠,Lv10で進化,＠,＠,合計Lv30到達後,必要数のXP、マタタビを使用で進化,＠,＠,＠,＠,＠
期間限定コラボイベントステージ,「魅惑のプリンセス」で入手可能,＠,Lv10で進化,＠,＠,期間限定コラボイベントステージ,「開眼の眠れるケリの美女襲来！」でドロップ後,Lv20で進化,＠,＠,＠,＠
11月イベントステージ,「勤労感謝スペシャル！」で入手可能,＠,Lv10で進化,＠,＠,開眼イベントステージ,「開眼のネコリーマン襲来！」でドロップ後,Lv20で進化,＠,＠,＠,＠
レアガチャイベント,「戦国武神バサラーズ」で入手可能,＠,Lv10で進化,＠,＠,合計Lv30到達後,必要数のXP、マタタビを使用で進化,＠,＠,＠,＠,＠
レアガチャイベント,「戦国武神バサラーズ」で入手可能,＠,Lv10で進化,＠,＠,合計Lv30到達後,必要数のXP、マタタビを使用で進化,＠,＠,＠,＠,＠
レアガチャイベント,「戦国武神バサラーズ」で入手可能,＠,Lv10で進化,＠,＠,合計Lv30到達後,必要数のXP、マタタビを使用で進化,＠,第3形態に進化済みで合計Lv60到達後,必要数のXP、マタタビ、獣石を使用で進化,＠,＠
12月イベントステージ,「なんとクリスマスが来た！」で入手可能,＠,Lv10で進化,＠,＠,開眼イベントステージ,「開眼のトナカイフィッシュ襲来！」でドロップ後,Lv20で進化,＠,＠,＠,＠
レアガチャイベント,「電脳学園ギャラクシーギャルズ」で入手可能,＠,Lv10で進化,＠,＠,合計Lv30到達後,必要数のXP、マタタビを使用で進化,＠,第3形態に進化済みで合計Lv60到達後,必要数のXP、マタタビ、獣石を使用で進化,＠,＠
レアガチャイベント,「電脳学園ギャラクシーギャルズ」で入手可能,＠,Lv10で進化,＠,＠,合計Lv30到達後,必要数のXP、マタタビを使用で進化,＠,第3形態に進化済みで合計Lv60到達後,必要数のXP、マタタビ、獣石を使用で進化,＠,＠
期間限定コラボイベントで入手可能,＠,＠,Lv10で進化,＠,＠,期間限定コラボイベントステージ,「開眼のドロイド！」でドロップ後,Lv20で進化,＠,＠,＠,＠
イベントステージ,「紅のカタストロフ」で入手可能,＠,Lv10で進化,＠,＠,イベントステージ,「絶・紅のカタストロフ」でドロップ後,Lv20で進化,＠,＠,＠,＠
1月イベントステージ,「新年、あけました！おめっ…」で入手可能,＠,Lv10で進化,＠,＠,開眼イベントステージ,「開眼のにゃんこ成人襲来！」でドロップ後,Lv20で進化,＠,＠,＠,＠
2月イベントステージ,「召喚された福！」で入手可能,＠,Lv10で進化,＠,＠,開眼イベントステージ,「開眼の我輩は鬼である襲来！」でドロップ後,Lv20で進化,＠,＠,＠,＠
3月イベントステージ,「雛壇の戦士達」で入手可能,＠,Lv10で進化,＠,＠,開眼イベントステージ,「開眼のひなにゃんこ襲来！」でドロップ後,Lv20で進化,＠,＠,＠,＠
外部特典で入手可能,＠,＠,Lv10で進化,＠,＠,＠,＠,＠,＠,＠,＠,＠
レアガチャイベント,「超破壊大帝ドラゴンエンペラーズ」で入手可能,＠,Lv10で進化,＠,＠,合計Lv30到達後,必要数のXP、マタタビを使用で進化,＠,＠,＠,＠,＠
レアガチャイベント,「超破壊大帝ドラゴンエンペラーズ」で入手可能,＠,Lv10で進化,＠,＠,合計Lv30到達後,必要数のXP、マタタビを使用で進化,＠,＠,＠,＠,＠
レアガチャイベント,「超破壊大帝ドラゴンエンペラーズ」で入手可能,＠,Lv10で進化,＠,＠,合計Lv30到達後,必要数のXP、マタタビを使用で進化,＠,＠,＠,＠,＠
レアガチャイベント,「超破壊大帝ドラゴンエンペラーズ」で入手可能,＠,Lv10で進化,＠,＠,合計Lv30到達後,必要数のXP、マタタビを使用で進化,＠,＠,＠,＠,＠
レアガチャイベント,「超破壊大帝ドラゴンエンペラーズ」で入手可能,＠,Lv10で進化,＠,＠,合計Lv30到達後,必要数のXP、マタタビを使用で進化,＠,＠,＠,＠,＠
イベントステージ,「国士無双」で入手可能,＠,Lv10で進化,＠,＠,イベントステージ,「絶・国士無双」でドロップ後,Lv20で進化,＠,＠,＠,＠
期間限定コラボイベントで入手可能,＠,＠,Lv10で進化,＠,＠,＠,＠,＠,＠,＠,＠,＠
期間限定コラボイベントで入手可能,＠,＠,Lv10で進化,＠,＠,＠,＠,＠,＠,＠,＠,＠
イベントステージ,「狂乱のネコ降臨」で入手可能,＠,Lv10で進化,＠,＠,大狂乱イベントステージ,「大狂乱のネコ降臨」でドロップ後,Lv20で進化,＠,＠,＠,＠
イベントステージ,「狂乱のタンク降臨」で入手可能,＠,Lv10で進化,＠,＠,大狂乱イベントステージ,「大狂乱のタンクネコ降臨」でドロップ後,Lv20で進化,＠,＠,＠,＠
イベントステージ,「狂乱のバトル降臨」で入手可能,＠,Lv10で進化,＠,＠,大狂乱イベントステージ,「大狂乱のバトルネコ降臨」でドロップ後,Lv20で進化,＠,＠,＠,＠
イベントステージ,「狂乱のキモネコ降臨」で入手可能,＠,Lv10で進化,＠,＠,大狂乱イベントステージ,「大狂乱のキモネコ降臨」でドロップ後,Lv20で進化,＠,＠,＠,＠
イベントステージ,「狂乱のウシ降臨」で入手可能,＠,Lv10で進化,＠,＠,大狂乱イベントステージ,「大狂乱のウシネコ降臨」でドロップ後,Lv20で進化,＠,＠,＠,＠
イベントステージ,「狂乱のトリ降臨」で入手可能,＠,Lv10で進化,＠,＠,大狂乱イベントステージ,「大狂乱のネコノトリ降臨」でドロップ後,Lv20で進化,＠,＠,＠,＠
イベントステージ,「狂乱のフィッシュ降臨」で入手可能,＠,Lv10で進化,＠,＠,大狂乱イベントステージ,「大狂乱のネコフィッシュ降臨」でドロップ後,Lv20で進化,＠,＠,＠,＠
イベントステージ,「狂乱のトカゲ降臨」で入手可能,＠,Lv10で進化,＠,＠,大狂乱イベントステージ,「大狂乱のネコトカゲ降臨」でドロップ後,Lv20で進化,＠,＠,＠,＠
イベントステージ,「狂乱の巨神降臨」で入手可能,＠,Lv10で進化,＠,＠,大狂乱イベントステージ,「大狂乱の巨神ネコ降臨」でドロップ後,Lv20で進化,＠,＠,＠,＠
4月イベントステージ,「春だよ！高校教師」で入手可能,＠,Lv10で進化,＠,＠,開眼イベントステージ,「開眼のネコ乙女襲来！」でドロップ後,Lv20で進化,＠,＠,＠,＠
期間限定コラボイベントで入手可能,＠,＠,Lv10で進化,＠,＠,＠,＠,＠,＠,＠,＠,＠
期間限定コラボイベントで入手可能,＠,＠,Lv10で進化,＠,＠,＠,＠,＠,＠,＠,＠,＠
期間限定コラボイベントで入手可能,＠,＠,Lv10で進化,＠,＠,期間限定コラボイベントステージ,「開眼の歌謡にゃんこ襲来！」でドロップ後,Lv20で進化,＠,＠,＠,＠
5月イベントステージ,「コイの五月病」で入手可能,＠,Lv10で進化,＠,＠,開眼イベントステージ,「開眼のマジでコイしてる襲来！」でドロップ後,Lv20で進化,＠,＠,＠,＠
レアガチャイベント,「電脳学園ギャラクシーギャルズ」で入手可能,＠,Lv10で進化,＠,＠,合計Lv30到達後,必要数のXP、マタタビを使用で進化,＠,＠,＠,＠,＠
レアガチャイベント,「電脳学園ギャラクシーギャルズ」で入手可能,＠,Lv10で進化,＠,＠,合計Lv30到達後,必要数のXP、マタタビを使用で進化,＠,＠,＠,＠,＠
レアガチャイベント,「電脳学園ギャラクシーギャルズ」で入手可能,＠,Lv10で進化,＠,＠,合計Lv30到達後,必要数のXP、マタタビを使用で進化,＠,＠,＠,＠,＠
外部特典で入手可能,＠,＠,Lv10で進化,＠,＠,＠,＠,＠,＠,＠,＠,＠
6月イベントステージ,「禁断の花嫁」で入手可能,＠,Lv10で進化,＠,＠,開眼イベントステージ,「開眼のマダム・ザ・花嫁襲来！」でドロップ後,Lv20で進化,＠,＠,＠,＠
期間限定コラボイベントで入手可能,＠,＠,Lv10で進化,＠,＠,＠,＠,＠,＠,＠,＠,＠
期間限定コラボイベントで入手可能,＠,＠,Lv10で進化,＠,＠,合計Lv30到達後,必要数のXP、マタタビを使用で進化,＠,＠,＠,＠,＠
期間限定コラボイベントで入手可能,＠,＠,Lv10で進化,＠,＠,＠,＠,＠,＠,＠,＠,＠
期間限定コラボイベントで入手可能,＠,＠,Lv10で進化,＠,＠,＠,＠,＠,＠,＠,＠,＠
期間限定コラボイベントで入手可能,＠,＠,Lv10で進化,＠,＠,＠,＠,＠,＠,＠,＠,＠
期間限定コラボイベントで入手可能,＠,＠,Lv10で進化,＠,＠,＠,＠,＠,＠,＠,＠,＠
期間限定コラボイベントで入手可能,＠,＠,Lv10で進化,＠,＠,＠,＠,＠,＠,＠,＠,＠
期間限定コラボイベントで入手可能,＠,＠,Lv10で進化,＠,＠,＠,＠,＠,＠,＠,＠,＠
期間限定コラボイベントで入手可能,＠,＠,Lv10で進化,＠,＠,＠,＠,＠,＠,＠,＠,＠
期間限定コラボイベントで入手可能,＠,＠,Lv10で進化,＠,＠,合計Lv30到達後,必要数のXP、マタタビを使用で進化,＠,＠,＠,＠,＠
期間限定コラボイベントで入手可能,＠,＠,Lv10で進化,＠,＠,期間限定コラボイベントステージ,「開眼の癒術士襲来！」でドロップ後,Lv20で進化,＠,＠,＠,＠
期間限定コラボイベントで入手可能,＠,＠,Lv10で進化,＠,＠,期間限定コラボイベントステージ,「開眼のメルク襲来！」でドロップ後,Lv20で進化,＠,＠,＠,＠
7月イベントステージ,「だって夏じゃニャーイ！」で入手可能,＠,Lv10で進化,＠,＠,開眼イベントステージ,「開眼の女王様の休日襲来！」でドロップ後,Lv20で進化,＠,＠,＠,＠
日本編第１章「滋賀県」クリア後に解放,＠,＠,Lv10で進化,＠,＠,合計Lv30到達後,必要数のXP、マタタビ、獣石を使用で進化,＠,＠,＠,＠,＠
レアガチャイベント,「戦国武神バサラーズ」で入手可能,＠,Lv10で進化,＠,＠,合計Lv30到達後,必要数のXP、マタタビを使用で進化,＠,＠,＠,＠,＠
レアガチャイベント,「戦国武神バサラーズ」で入手可能,＠,Lv10で進化,＠,＠,合計Lv30到達後,必要数のXP、マタタビを使用で進化,＠,＠,＠,＠,＠
イベントステージ,「天罰」で入手可能,＠,Lv10で進化,＠,＠,イベントステージ,「絶・天罰」でドロップ後,Lv20で進化,＠,＠,＠,＠
？？？,＠,＠,Lv10で進化,＠,＠,？？？,＠,＠,＠,＠,＠,＠
8月イベントステージ,「あの世からの帰省ラッシュ！」で入手可能,＠,Lv10で進化,＠,＠,開眼イベントステージ,「開眼のうらめしにゃん襲来！」でドロップ後,Lv20で進化,＠,＠,＠,＠
期間限定レアガチャイベントで入手可能,＠,＠,Lv10で進化,＠,＠,合計Lv30到達後,必要数のXP、マタタビを使用で進化,＠,＠,＠,＠,＠
レジェンドストーリー,「脱獄トンネル」最終ステージクリアで,入手可能,Lv10で進化,＠,＠,？？？,＠,＠,＠,＠,＠,＠
期間限定レアガチャイベントで入手可能,＠,＠,Lv10で進化,＠,＠,＠,＠,＠,＠,＠,＠,＠
9月イベントステージ,「町でみたすごい老人」で入手可能,＠,Lv10で進化,＠,＠,開眼イベントステージ,「開眼のカンフーにゃんこG襲来！」でドロップ後,Lv20で進化,＠,＠,＠,＠
期間限定コラボイベントステージ,「ヒカキン降臨」で入手可能,＠,Lv10で進化,＠,＠,期間限定コラボイベントステージ,「開眼のヒカキン襲来！」でドロップ後,Lv20で進化,＠,＠,＠,＠
レアガチャイベント,「超古代勇者ウルトラソウルズ」で入手可能,＠,Lv10で進化,＠,＠,合計Lv30到達後,必要数のXP、マタタビを使用で進化,＠,＠,＠,＠,＠
レアガチャイベント,「超古代勇者ウルトラソウルズ」で入手可能,＠,Lv10で進化,＠,＠,合計Lv30到達後,必要数のXP、マタタビを使用で進化,＠,第3形態に進化済みで合計Lv60到達後,必要数のXP、マタタビ、獣石を使用で進化,＠,＠
レアガチャイベント,「超古代勇者ウルトラソウルズ」で入手可能,＠,Lv10で進化,＠,＠,合計Lv30到達後,必要数のXP、マタタビを使用で進化,＠,＠,＠,＠,＠
レアガチャイベント,「超古代勇者ウルトラソウルズ」で入手可能,＠,Lv10で進化,＠,＠,合計Lv30到達後,必要数のXP、マタタビを使用で進化,＠,第3形態に進化済みで合計Lv60到達後,必要数のXP、マタタビ、獣石を使用で進化,＠,＠
レアガチャイベント,「超古代勇者ウルトラソウルズ」で入手可能,＠,Lv10で進化,＠,＠,合計Lv30到達後,必要数のXP、マタタビを使用で進化,＠,第3形態に進化済みで合計Lv60到達後,必要数のXP、マタタビ、獣石を使用で進化,＠,＠
期間限定イベントステージ,「韓国版特別ステージ」,で入手可能,Lv10で進化,＠,＠,開眼イベントステージ,「開眼のネコンドー襲来！」でドロップ後,Lv20で進化,＠,＠,＠,＠
外部特典で入手可能,＠,＠,Lv10で進化,＠,＠,＠,＠,＠,＠,＠,＠,＠
期間限定イベントで入手可能,＠,＠,Lv10で進化,＠,＠,＠,＠,＠,＠,＠,＠,＠
外部特典で入手可能,＠,＠,Lv10で進化,＠,＠,＠,＠,＠,＠,＠,＠,＠
レアガチャイベント,「超激ダイナマイツ」で入手可能,＠,Lv10で進化,＠,＠,合計Lv30到達後,必要数のXP、マタタビを使用で進化,＠,＠,＠,＠,＠
期間限定レアガチャイベントで入手可能,＠,＠,Lv10で進化,＠,＠,合計Lv30到達後,必要数のXP、マタタビを使用で進化,＠,＠,＠,＠,＠
レアガチャで入手可能,＠,＠,Lv10で進化,＠,＠,合計Lv30到達後,必要数のXP、マタタビを使用で進化,＠,＠,＠,＠,＠
レアガチャで入手可能,＠,＠,Lv10で進化,＠,＠,合計Lv30到達後,必要数のXP、マタタビを使用で進化,＠,＠,＠,＠,＠
レアガチャで入手可能,＠,＠,Lv10で進化,＠,＠,合計Lv30到達後,必要数のXP、マタタビを使用で進化,＠,＠,＠,＠,＠
レアガチャで入手可能,＠,＠,Lv10で進化,＠,＠,合計Lv30到達後,必要数のXP、マタタビを使用で進化,＠,＠,＠,＠,＠
レアガチャで入手可能,＠,＠,Lv10で進化,＠,＠,合計Lv30到達後,必要数のXP、マタタビを使用で進化,＠,＠,＠,＠,＠
レアガチャで入手可能,＠,＠,Lv10で進化,＠,＠,合計Lv30到達後,必要数のXP、マタタビを使用で進化,＠,＠,＠,＠,＠
レアガチャで入手可能,＠,＠,Lv10で進化,＠,＠,合計Lv30到達後,必要数のXP、マタタビを使用で進化,＠,＠,＠,＠,＠
レアガチャで入手可能,＠,＠,Lv10で進化,＠,＠,合計Lv30到達後,必要数のXP、マタタビを使用で進化,＠,＠,＠,＠,＠
レアガチャで入手可能,＠,＠,Lv10で進化,＠,＠,合計Lv30到達後,必要数のXP、マタタビを使用で進化,＠,＠,＠,＠,＠
イベントステージ,「鉄子の部屋」で入手可能,＠,Lv10で進化,＠,＠,イベントステージ,「絶・鉄子の部屋」でドロップ後,Lv20で進化,＠,＠,＠,＠
＠,＠,＠,Lv10で進化,＠,＠,＠,＠,＠,＠,＠,＠,＠
期間限定コラボイベントで入手可能,＠,＠,Lv10で進化,＠,＠,＠,＠,＠,＠,＠,＠,＠
期間限定コラボイベントで入手可能,＠,＠,Lv10で進化,＠,＠,＠,＠,＠,＠,＠,＠,＠
レアガチャイベント,「戦国武神バサラーズ」で入手可能,＠,Lv10で進化,＠,＠,合計Lv30到達後,必要数のXP、マタタビを使用で進化,＠,第3形態に進化済みで合計Lv60到達後,必要数のXP、マタタビ、獣石を使用で進化,＠,＠
レアガチャイベント,「電脳学園ギャラクシーギャルズ」で入手可能,＠,Lv10で進化,＠,＠,合計Lv30到達後,必要数のXP、マタタビを使用で進化,＠,＠,＠,＠,＠
期間限定コラボイベントで入手可能,＠,＠,Lv10で進化,＠,＠,合計Lv30到達後,必要数のXP、マタタビを使用で進化,＠,＠,＠,＠,＠
期間限定コラボイベントで入手可能,＠,＠,Lv10で進化,＠,＠,合計Lv30到達後,必要数のXP、マタタビを使用で進化,＠,＠,＠,＠,＠
外部特典で入手可能,＠,＠,Lv10で進化,＠,＠,＠,＠,＠,＠,＠,＠,＠
外部特典で入手可能,＠,＠,Lv10で進化,＠,＠,＠,＠,＠,＠,＠,＠,＠
外部特典で入手可能,＠,＠,Lv10で進化,＠,＠,＠,＠,＠,＠,＠,＠,＠
外部特典で入手可能,＠,＠,Lv10で進化,＠,＠,＠,＠,＠,＠,＠,＠,＠
外部特典で入手可能,＠,＠,Lv10で進化,＠,＠,＠,＠,＠,＠,＠,＠,＠
期間限定コラボイベントで入手可能,＠,＠,Lv10で進化,＠,＠,＠,＠,＠,＠,＠,＠,＠
レアガチャイベント,「伝説のネコルガ族」で入手可能,＠,Lv10で進化,＠,＠,合計Lv30到達後,必要数のXP、マタタビを使用で進化,＠,＠,＠,＠,＠
レアガチャイベント,「伝説のネコルガ族」で入手可能,＠,Lv10で進化,＠,＠,合計Lv30到達後,必要数のXP、マタタビを使用で進化,＠,＠,＠,＠,＠
レアガチャイベント,「伝説のネコルガ族」で入手可能,＠,Lv10で進化,＠,＠,合計Lv30到達後,必要数のXP、マタタビを使用で進化,＠,＠,＠,＠,＠
レアガチャイベント,「伝説のネコルガ族」で入手可能,＠,Lv10で進化,＠,＠,合計Lv30到達後,必要数のXP、マタタビを使用で進化,＠,＠,＠,＠,＠
