textID,テキスト内容
43,「動きを止める」の効果を強化します<br>レベルアップで動きを止める時間が長くなります
44,「動きを遅くする」の効果を強化します<br>レベルアップで動きを遅くする時間が長くなります
45,「ふっとばす」の効果を強化します<br>レベルアップでふっとばす確率が上がります
46,体力低下で攻撃力が上がる能力を強化します<br>レベルアップで能力発動時の攻撃力が上がります
47,「生き残る」の能力を強化します<br>レベルアップで生き残る確率が上がります
48,「クリティカル」の能力を強化します<br>レベルアップでクリティカルが発動する確率が上がります
49,「バリアブレイカー」の能力を強化します<br>レベルアップでバリアを破壊する確率が上がります
50,「波動攻撃」の能力を強化します<br>レベルアップで波動攻撃を放つ確率が上がります
51,「ワープ」の効果を強化します<br>レベルアップでワープさせる時間が長くなります
52,「クリティカル」の能力を解放します
53,「攻撃力ダウン無効」の能力を解放します
54,「動きを止める無効」の能力を解放します
55,「動きを遅くする無効」の能力を解放します
56,「ふっとばし無効」の能力を解放します
57,「波動ダメージ無効」の能力を解放します
58,「ワープ無効」の能力を解放します
59,「渾身の一撃」の効果を解放します<br>レベルアップで渾身の一撃が発動する確率が上がります
60,「攻撃無効」の効果を解放します<br>レベルアップで攻撃を無効にする時間が長くなります
61,「渾身の一撃」の効果を強化します<br>レベルアップで渾身の一撃が発動する確率が上がります
62,「攻撃無効」の効果を強化します<br>レベルアップで攻撃を無効にする時間が長くなります
63,「動きを遅くする」の効果を強化します<br>レベルアップで動きを遅くする確率が上がります
64,「毒撃ダメージ耐性」の能力を解放します<br>レベルアップで毒撃で受けるダメージをさらに軽減します
65,「毒撃ダメージ無効」の能力を解放します
66,「烈波ダメージ耐性」の能力を解放します<br>レベルアップで烈波で受けるダメージをさらに軽減します
67,「烈波ダメージ無効」の能力を解放します
68,「烈波攻撃」の能力を解放します<br>レベルアップで烈波攻撃を放つ確率が上がります
69,「古代種の動きを遅くする」の効果を解放します<br>レベルアップで動きを遅くする時間が長くなります
70,「古代種の攻撃力ダウン」の効果を解放します<br>レベルアップで攻撃力をダウンさせる時間が長くなります
71,「エイリアンの攻撃力ダウン」の効果を解放します<br>レベルアップで攻撃力をダウンさせる時間が長くなります
72,「メタルの動きを遅くする」の効果を解放します<br>レベルアップで動きを遅くする時間が長くなります
73,「ゾンビをふっとばす」の効果を解放します<br>レベルアップでふっとばす確率が上がります
74,「動きを止める」の効果を強化します<br>レベルアップで動きを止める確率が上がります
75,「エイリアンをふっとばす」の効果を解放します<br>レベルアップでふっとばす確率が上がります
76,「メタルな敵の動きを止める」の効果を解放します<br>レベルアップで動きを止める時間が長くなります
77,効果のターゲットに悪魔を追加します
78,「シールドブレイカー」の能力を解放します<br>レベルアップでシールドを破壊する確率が上がります
79,「魂攻撃」の能力を解放します
80,「呪い」の能力を解放します<br>レベルアップで呪う時間が長くなります
81,「攻撃無効」の効果を強化します<br>レベルアップで攻撃無効が発動する確率が上がります
82,キャラクターの攻撃間隔が短くなります<br>レベルアップでさらに間隔が短くなります
83,「小波動」の能力を解放します<br>レベルアップで小波動を放つ確率があがります
84,「ゾンビに攻撃無効」の効果を解放します<br>レベルアップで攻撃を無効にする時間が長くなります
85,「超生命体特効」の能力を解放します
86,「超獣特効」の能力を解放します
87,「属性を持たない敵に攻撃無効」の効果を解放します<br>レベルアップで攻撃を無効にする時間が長くなります
88,「攻撃無効」の効果を解放します<br>レベルアップで攻撃を無効にする確率が上がります
89,「小烈波」の能力を解放します<br>レベルアップで小烈波を放つ確率があがります
90,「全ての敵に攻撃無効」の効果を解放します<br>レベルアップで攻撃を無効にする確率が上がります
91,「超賢者特効」の能力を解放します
92,「古代種にめっぽう強い」の効果を解放します
93,「呪い」の効果を強化します<br>レベルアップで呪う時間が長くなります
94,「爆波攻撃」の能力を解放します<br>レベルアップで爆波攻撃を放つ確率があがります
95,「メタルな敵に攻撃無効」の効果を解放します<br>レベルアップで攻撃を無効にする確率が上がります
