			0	22	888	300	0
110	0	そんにゃ～！<br>でも、たぶんあしたは<br>遊んでくれる気がするにゃ！	111	112		
111	0	うんうん<br>絶対そうにゃ～	120
112	0	ポジティブシンキングで<br>行こうにゃ！	120			
120	0	ただ・・・<br>お友達が「にゃんこ大戦争」<br>楽しんでくれているか<br>ちょっと心配になってきたにゃ	121	
121	0	お友達が遊んでくれているか<br>あしたも教えてくれるにゃ？	122	123
122	0	ありがとにゃ！<br>それじゃあネコカンを<br>忘れずに持ってくるから<br>またあした来てほしいにゃ	140
123	0	えっ？<br>良く聞こえなかったにゃ<br>あしたもよろしくにゃ	140
130	0	こんな面倒くさい<br>吾輩に付き合ってくれて<br>ありがとにゃ！	146
131	0	もう一度楽しさを<br>伝えてきてほしいにゃ<br>にゃんこの想いを<br>届けてほしいにゃ～	122
140	0	・・・	141
141	0	やっぱり面倒くさいって<br>思ったにゃ？	143	142
142	0	怒らないから<br>正直に言ってみるにゃ<br><br>思ったにゃ？	143	144
143	0	ちょっと<br>屋上まで付き合うにゃ	145
144	0	思ったにゃ？	143	130
145	0	うそにゃ!<br>冗談にゃ～～	146
146	16	じゃお願いするにゃ<br>またあした会えるのを<br>楽しみにしてるにゃ～	200
200	0	よく来てくれたにゃ<br>お友達はにゃんこ大戦争で<br>遊んでくれたにゃ？	201	202
201	0	ほんとに遊んでくれたにゃ？<br>フォートなんとかとか<br>なんちゃらGOっていう<br>ゲームとかじゃなかったにゃ？？	203	204
202	0	残念にゃ～・・・<br>でも！にゃんこの想いは<br>伝えてくれたにゃ？	205	204		
203	0	感激にゃ！君は結果が出せる<br>頼もしいやつにゃ！<br>それではお待ちかねの<br>ネコカンプレゼントにゃ！	206
204	0	正直者は嫌いじゃないにゃ<br>でもお願い聞いてくれないと<br>ネコカンはあげられないにゃ	0
205	0	そっか。まぁ世の中上手く<br>行かない事もあるにゃ<br>約束は守ってくれたから<br>ネコカンはプレゼントするにゃ	206			
206	0	・・・・・	207			
207	0	無いにゃ・・・	208			
208	0	どこに忘れてきたにゃ・・・？	209			
209	0	朝、ジムに寄ったときにゃ？<br>それともお昼にタピオカを<br>買いに行った時にゃ・・？	210
210	0	あっ！<br>たぶん電車のあみ棚にゃ！<br>大変にゃ！	211
211	16	忘れ物センターに<br>取りに行ってくるから<br>またあした来てくれにゃ！	300
300	0	よく来てくれたにゃ！<br>ネコカンは無事見つかったにゃ！	301			
301	0	忘れ物センターに無かった時は<br>本当に焦ったにゃ～	302			
302	0	ジムとタピオカ屋も<br>連絡したけど無くて<br>本当に落ち込んだにゃ・・・	303			
303	0	でも！	304			
304	0	帰ったら家のドアノブに<br>かけてあるのを発見したにゃ！	305			
305	0	準備してたことを<br>すっかり忘れてたにゃ！	306			
306	0	おどろかせてごめんにゃ～！<br>それではお待ちかねの<br>ネコカン688個プレゼントにゃ！	307
307	0	・・・	308	
308	0	え？<br>数が足りないって？	309
309	0	あ！	310
310	0	タピオカ代<br>ここから払ったの<br>忘れてたにゃ！	311
311	0	メンゴにゃ！<br>ちゃんと後で足しておく<br>つもりだったのに<br>すっかり忘れてたにゃ！	312
312	0	気づかれなかったら<br>そのまま済まそうとなんて<br>考えてないにゃ！<br>いや～気づいて良かったにゃ～	313
313	0	・・・・・	314
314	0	え～それでは<br>気を取り直してっと！	315			
315	0	数日間、にゃんこのお願いに<br>付き合ってくれて<br>うれしかったにゃ！	316	
316	0	たくさんの人がにゃんこを<br>プレイしてくれるように<br>なって幸せにゃ～	317	
317	0	お願い聞いてくれて<br>ありがとにゃ！<br>これからもにゃんこ大戦争を<br>よろしくにゃ！	318			
318	0	よっこいしょ！<br><flash>ネコカン888個</flash><br>プレゼントにゃ～～！	-2
