Wahre-Form-Entwicklung erhöht Reichweite!|Gewährt zudem die Chance, die Angriffskraft|von fliegenden Feinden zu senken!|＠|Wahre-Form-Entwicklung erhöht Reichweite!|Gewährt zudem die Chance, die Angriffskraft|von fliegenden Feinden zu senken!|			//ネコぼさつ
Wahre-Form-Entwicklung erhöht alle Werte!|Erhält zudem die Fähigkeit, Relikt-Feinde|einzufrieren & wird immun gg. feindl. Flüche.|＠|Wahre-Form-Entwicklung erhöht alle Werte!|Erhält zudem die Fähigkeit, Relikt-Feinde|einzufrieren & wird immun gg. feindl. Flüche.|			//ネコ番長
Wahre-Form-Entwicklung erhöht die Vert.|und den Angriff! Blockiert Teleport und lähmt|rote Feinde noch mehr!|＠|Wahre-Form-Entwicklung erhöht die Vert.|und den Angriff! Blockiert Teleport und lähmt|rote Feinde noch mehr!|			//ネコザイル
Wahre-Form-Entwicklung erhöht Angriffs-|tempo und -kraft! Negiert außerdem Effekte|und Schaden durch Wellenangriffe!|＠|Wahre-Form-Entwicklung erhöht Angriffs-|tempo und -kraft! Negiert außerdem Effekte|und Schaden durch Wellenangriffe!|			//ねこタツ
Wahre-Form-Entwicklung verstärkt Angriffe!|Friert zudem garantiert nicht-eiserne Feinde|in der Bewegung ein!|＠|Wahre-Form-Entwicklung verstärkt Angriffe!|Friert zudem garantiert nicht-eiserne Feinde|in der Bewegung ein!|			//ネコルガ
Wahre-Form-Entwicklung verstärkt Angriffe!|Kann zudem nicht-eiserne Feinde für kurze|Zeit lähmen.|＠|Wahre-Form-Entwicklung verstärkt Angriffe!|Kann zudem nicht-eiserne Feinde für kurze|Zeit lähmen.|			//オタネコ
Wahre-Form-Entwicklung verstärkt Angriffe,|Vert., Bewegungstempo und Reichweite!|＠|＠|Wahre-Form-Entwicklung verstärkt Angriffe,|Vert., Bewegungstempo und Reichweite!|＠|			//ネコスイマー
Wahre-Form-Entwicklung verstärkt Angriffe,|senkt Einsatzkosten und ermöglicht das|Überleben eines tödlichen Schlages!|＠|Wahre-Form-Entwicklung verstärkt Angriffe,|senkt Einsatzkosten und ermöglicht das|Überleben eines tödlichen Schlages!|			//ネコホッピング
Wahre Form verbessert Reichweite|und Angriffe! Erhält zudem eine verkürzte|Abklingzeit nach dem Einsatz!|＠|Wahre Form verbessert Reichweite|und Angriffe! Erhält zudem eine verkürzte|Abklingzeit nach dem Einsatz!|			//ネコ車輪
Wahre-Form-Entwicklung gewährt Flächen-|angriffe! Friert zudem garantiert rote Feinde|in der Bewegung ein!|＠|Wahre-Form-Entwicklung gewährt Flächen-|angriffe! Friert zudem garantiert rote Feinde|in der Bewegung ein!|			//ネコリンゴ
Wahre-Form-Entwicklung erhöht|Verteidigung und Angriffstempo!|＠|＠|Wahre-Form-Entwicklung erhöht|Verteidigung und Angriffstempo!|＠|			//ネコバスたぶ
Wahre Form erhöht Angriffskraft!|Negiert zudem Schwächungs-Effekte|von feindlichen Angriffen.|＠|Wahre Form erhöht Angriffskraft!|Negiert zudem Schwächungs-Effekte|von feindlichen Angriffen.|			//ネコエステ
Wahre-Form-Entwicklung erhöht Reichweite|und Angriff! Friert zudem garantiert rote|Feinde in der Bewegung ein!|＠|Wahre-Form-Entwicklung erhöht Reichweite|und Angriffe! Friert zudem garantiert rote|und Angriff! Friert zudem garantiert rote|			//ネコアイス
Wahre-Form-Entwicklung erhöht alle Werte.|Gewährt zudem Resistenz gg. Wellenangriffe|und schützt auch Einheiten hinter sich!|＠|Wahre-Form-Entwicklung erhöht alle Werte.|Gewährt zudem Resistenz gg. Wellenangriffe|und schützt auch Einheiten hinter sich!|			//ネコマシン
Wahre-Form-Entwicklung erhöht Vert. &|gewährt äußerst mächtige einfache Angriffe.|＠|＠|Wahre-Form-Entwicklung erhöht Vert. &|gewährt äußerst mächtige einfache Angriffe.|＠|			//鬼にゃんま
＠|＠|＠|＠|＠|＠|＠|			//芸者ねこ
Wahre-Form-Entwicklung erhöht Vert.|und Angriffskraft. Gewährt eine erhöhte|Haudrauf-Chance und Reichweite!|＠|Wahre-Form-Entwicklung erhöht Vert.|und Angriffskraft. Gewährt eine erhöhte|Haudrauf-Chance und Reichweite!|			//ねこジュラ
Wahre-Form-Entwicklung erhöht deutlich die|Verteidigung und gewährt Flächenangriffe!|＠|＠|Wahre-Form-Entwicklung erhöht deutlich die|Verteidigung und gewährt Flächenangriffe!|＠|			//ねこファイター
Wahre Form verbessert Reichweite|und Verteidigung und erhöht die Chance,|rote Feinde zurückzustoßen.|＠|Wahre Form verbessert Reichweite|und Verteidigung und erhöht die Chance,|rote Feinde zurückzustoßen.|			//ねこ海賊
Wahre-Form-Entwicklung erhöht Reichweite|und Angriffskraft.|Gewährt außerdem Flächenangriff!|＠|Wahre-Form-Entwicklung erhöht Reichweite|und Angriffskraft.|Gewährt außerdem Flächenangriff!|			//ねこ泥棒
Wahre-Form-Entwicklung erhöht Vert.,|Reichweite und Angriffskraft.|Angriffe erhalten einen Flächeneffekt!|＠|Wahre-Form-Entwicklung erhöht Vert.,|Reichweite und Angriffskraft.|Angriffe erhalten einen Flächeneffekt!|			//ねこ僧侶
Wahre Form erhöht Verteidigung!|Erhöht zudem deutlich die Chance, fliegende|Feinde zurückzustoßen.|＠|Wahre Form erhöht Verteidigung!|Erhöht zudem deutlich die Chance, fliegende|Feinde zurückzustoßen.|			//ねこ占い師
Wahre Form erhöht Angriffskraft|und -reichweite. Erhöht zudem die Zeit,|die Feinde eingefroren sind.|＠|Wahre Form erhöht Angriffskraft|und -reichweite. Erhöht zudem die Zeit,|die Feinde eingefroren sind.|			//ネコシャーマン
＠|＠|＠|＠|＠|＠|＠|			//エヴァンジェリスト
＠|＠|＠|＠|＠|＠|＠|			//10式戦車
Wahre Form erhöht Verteidigung und|Angriffsreichweite. Erhöht die Zeit, für|die rote Feinde verlangsamt sind.|＠|Wahre Form erhöht Verteidigung und|Angriffsreichweite. Erhöht die Zeit, für|die rote Feinde verlangsamt sind.|			//ネコ魔女
Wahre-Form-Entwicklung erhöht Vert.,|Bewegungstempo, Angriff und Reichweite!|＠|＠|Wahre-Form-Entwicklung erhöht Vert.,|Bewegungstempo, Angriff und Reichweite!|＠|			//ネコアーチャー
Wahre-Form-Entwicklung erhöht alle Werte|und Chance auf Haudrauf-Treffer! Gewährt|dazu Resistenz gegen feindliche Rückstöße.|＠|Wahre-Form-Entwicklung erhöht alle Werte|und Chance auf Haudrauf-Treffer! Gewährt|dazu Resistenz gegen feindliche Rückstöße.|			//ネコシュバリエ
Wahre-Form-Entwicklung erhöht Vert.|und Angriffskraft!|＠|＠|Wahre-Form-Entwicklung erhöht Vert.|und Angriffskraft!|＠|			//ネコ魔剣士
Wahre-Form-Entwicklung erhöht alle Werte|und gewährt Wellenangriff-Fähigkeiten!|＠|＠|Wahre-Form-Entwicklung erhöht Bewegungs-|geschwindigkeit und erhält Rundumschlag!|Zudem verbesserte Wellenangriffe!|			//ねこベビー
＠|＠|＠|＠|＠|＠|＠|			//ネコブ・ロンズ
Wahre Form bietet stärkere Verteidigung!|＠|＠|＠|Wahre Form bietet stärkere Verteidigung!|＠|＠|			//ねこ寿司
＠|＠|＠|＠|＠|＠|＠|			//ネコポン
＠|＠|＠|＠|＠|＠|＠|			//ネコ運動会
＠|＠|＠|＠|＠|＠|＠|			//剣士
＠|＠|＠|＠|＠|＠|＠|			//ウシ姫
True Form gains improved attack speed,|reduced deploy cooldown, and longer|Freeze effect vs Black enemies!|＠|True Form gains improved attack speed,|reduced deploy cooldown, and longer|Freeze effect vs Black enemies!|			//KHM48
Wahre Form gewährt erhöhte Verteidigung!|immun gg. Rückstoß durch feindl. Angriffe.|＠|＠|Wahre Form gewährt erhöhte Verteidigung!|immun gg. Rückstoß durch feindl. Angriffe.|＠|
True Form evolution gains|improved defense and attack|power, and faster attack rate!|＠|True Form evolution increases|improved defense and attack|power, and faster attack rate!|			//執行者
＠|＠|＠|＠|＠|＠|＠|			//眠れるケリの美女
＠|＠|＠|＠|＠|＠|＠|			//ネコリーマン
Wahre-Form-Entwicklung verstärkt Angriffe!|Erhöht zudem das Bewegungstempo.|＠|＠|Wahre-Form-Entwicklung verstärkt Angriffe!|Erhöht zudem das Bewegungstempo.|＠|			//真田幸村
Wahre-Form-Entwicklung erhöht alle Werte|ermöglicht höheren Angriffskraftzuwachs|und gewährt Wellenangriff-Immunität!|＠|Wahre-Form-Entwicklung erhöht alle Werte,|ermöglicht höheren Angriffskraftzuwachs|Angriffskraftzuwachs.|			//前田慶次
Wahre Form erhöht Verteidigung!|Erhöht auch Angriffskraft sowie die Zeit, für|die schwarze Feinde eingefroren bleiben!|＠|Ultra-Form erhält verbesserte Verteidigung!|Erhält zudem Einfrieren gg. Aku und|Konter-Zufallsangriff!|			//織田信長
＠|＠|＠|＠|＠|＠|＠|			//トナカイフィッシュ
Wahre-Form-Entwicklung erhöht Vert.|und Bewegungstempo deutlich und erhöht|Angriffskraft und -reichweite.|＠|Wahre-Form erhöht Angriffsreichweite,|Bewegungstempo & Angriffsrate und fügt|fliegenden Feinden irren Schaden zu!|			//風神のウィンディ
Wahre-Form-Entwicklung erhöht Vert.|und Bewegungstempo sowie Angriffskraft|und Angriffsreichweite!|＠|Wahre-Form-Entwicklung erhöht Vert.|und Bewegungstempo sowie Angriffskraft|und Angriffsreichweite!|			//雷神のサンディア
＠|＠|＠|＠|＠|＠|＠|			//ドロイド
＠|＠|＠|＠|＠|＠|＠|			//ネコと宇宙
＠|＠|＠|＠|＠|＠|＠|			//にゃんこ成人
＠|＠|＠|＠|＠|＠|＠|			//吾輩は鬼である
＠|＠|＠|＠|＠|＠|＠|			//ひなにゃんこ
＠|＠|＠|＠|＠|＠|＠|			//ネコ忍者～青～
Wahre-Form-Entwicklung erhöht alle Werte|und gewährt die Fähigkeit, fliegende Feinde|garantiert zurückzustoßen.|＠|Wahre-Form-Entwicklung erhöht alle Werte|und gewährt die Fähigkeit, fliegende Feinde|garantiert zurückzustoßen.|			//地龍ソドム
Wahre-Form-Entwicklung erhöht Vert.,|Bewegungstempo, Angriff und Reichweite!|＠|＠|Wahre-Form-Entwicklung erhöht Vert.,|Bewegungstempo, Angriff und Reichweite!|＠|			//聖龍メギドラ
Wahre-Form-Entwicklung erhöht|Verteidigung, Angriff und Reichweite!|||Wahre-Form-Entwicklung erhöht|Verteidigung, Angriff und Reichweite!||			//竜騎士バルス
Wahre-Form-Entwicklung erhöht Vert.,|Angriffsreichweite und Angriffstempo!|＠|＠|Wahre-Form-Entwicklung erhöht Vert.,|Angriffsreichweite und Angriffstempo!|＠|			//神龍かむくら
Wahre-Form-Entwicklung erhöht Vert.,|Bewegungstempo und Angriffsreichweite!|Ist zudem stärker gegen rote Feinde!|＠|Wahre-Form-Entwicklung erhöht Vert.,|Bewegungstempo und Angriffsreichweite!|Ist zudem stärker gegen rote Feinde!|			//竜戦機ライデン
＠|＠|＠|＠|＠|＠|＠|			//ネコなわとび
＠|＠|＠|＠|＠|＠|＠|			//ニムエ
＠|＠|＠|＠|＠|＠|＠|			//猿王
＠|＠|＠|＠|＠|＠|＠|			//狂乱のネコ
＠|＠|＠|＠|＠|＠|＠|			//狂乱のタンクネコ
＠|＠|＠|＠|＠|＠|＠|			//狂乱のバトルネコ
＠|＠|＠|＠|＠|＠|＠|			//狂乱のキモネコ
＠|＠|＠|＠|＠|＠|＠|			//狂乱のウシネコ
＠|＠|＠|＠|＠|＠|＠|			//狂乱のネコノトリ
＠|＠|＠|＠|＠|＠|＠|			//狂乱のネコフィッシュ
＠|＠|＠|＠|＠|＠|＠|			//狂乱のネコトカゲ
＠|＠|＠|＠|＠|＠|＠|			//狂乱の巨神ネコ
＠|＠|＠|＠|＠|＠|＠|			//ネコ乙女
＠|＠|＠|＠|＠|＠|＠|			//弱酸性エル
＠|＠|＠|＠|＠|＠|＠|			//レッドマローン
＠|＠|＠|＠|＠|＠|＠|			//歌謡にゃんこ
＠|＠|＠|＠|＠|＠|＠|			//マジでコイしてる
Wahre-Form-Entwicklung erhöht Vert.,|Angriff, Reichweite und Angriffstempo und|gewährt Schwächen-Resistenz!|＠|Wahre-Form-Entwicklung erhöht Vert.,|Angriff, Reichweite und Angriffstempo und|gewährt Schwächen-Resistenz!|			//猿帝のクウ
Wahre-Form-Entwicklung verstärkt Angriffe!|Verteidigung und Bewegungstempo sind|deutlich verstärkt, immun gegen Rückstoß!|＠|Wahre-Form-Entwicklung verstärkt Angriffe!|Verteidigung und Bewegungstempo sind|deutlich verstärkt, immun gegen Rückstoß!|			//召し豚のカイ
Wahre-Form-Entwicklung erhöht|Verteidigung, Reichweite und Angriffskraft.|Friert fliegende Feinde zudem einfacher ein!|＠|Wahre-Form-Entwicklung erhöht|Verteidigung, Reichweite und Angriffskraft.|Friert fliegende Feinde zudem einfacher ein!|			//宝杖のカッパーマイン
＠|＠|＠|＠|＠|＠|＠|			//にゃんこ３兄弟
＠|＠|＠|＠|＠|＠|＠|			//マダム・ザ・花嫁
＠|＠|＠|＠|＠|＠|＠|			//セレス
True Form evolution increases movement|speed and lowers deploy cost!|Gains a small chance to Survive a fatal blow!|＠|True Form evolution increases movement|speed and lowers deploy cost!|Gains a small chance to Survive a fatal blow!|			//ノノ
＠|＠|＠|＠|＠|＠|＠|			//オルガ
＠|＠|＠|＠|＠|＠|＠|			//ノルン
＠|＠|＠|＠|＠|＠|＠|			//よいち
＠|＠|＠|＠|＠|＠|＠|			//セラム
＠|＠|＠|＠|＠|＠|＠|			//フウ
＠|＠|＠|＠|＠|＠|＠|			//アウラ
＠|＠|＠|＠|＠|＠|＠|			//レイ
Wahre Form erhält stark erhöhte Vert.!|Kann schwarze Feinde schwächen, erhält|Immunität gg. Verlangs. u. Kolosstöter!|＠|Wahre Form erhält stark erhöhte Vert.!|Kann schwarze Feinde schwächen, erhält|Immunität gg. Verlangs. u. Kolosstöter!|			//ワイバーン
＠|＠|＠|＠|＠|＠|＠|			//癒術士
＠|＠|＠|＠|＠|＠|＠|			//メルク
＠|＠|＠|＠|＠|＠|＠|			//女王様の休日
Wahre-Form-Gewinne deutlich erhöht|Gewährt Resistenz gegen rote Feinde,|Wellenangriffe, Behemothtöter!|＠|Wahre-Form-Gewinne deutlich erhöht|Gewährt Resistenz gegen rote Feinde,|Wellenangriffe, Behemothtöter!|			//マメマメにゃんこ
Wahre-Form-Entwicklung erhöht|Angriffskraft/-reichweite und Verteidigung!|＠|＠|Wahre-Form-Entwicklung erhöht|Angriffskraft/-reichweite und Verteidigung!|＠|			//伊達政宗
Wahre-Form-Entwicklung erhöht|Angriffskraft/-reichweite und Verteidigung!|＠|＠|Wahre-Form-Entwicklung erhöht|Angriffskraft/-reichweite und Verteidigung!|＠|			//武田信玄
＠|＠|＠|＠|＠|＠|＠|			//カラクリにゃんこ
＠|＠|＠|＠|＠|＠|＠|			//ネコフラワー
＠|＠|＠|＠|＠|＠|＠|			//うらめしにゃん
Wahre-Form-Entwicklung erhöht Vert. sowie|Immunität gegen Wellenangriffe.|＠|＠|Wahre-Form-Entwicklung erhöht Vert. sowie|Immunität gegen Wellenangriffe.|＠|			//金ネコ
Wahre-Form-Entwicklung verbessert|Verteidigung, Reichweite und Angriffskraft.|Wird zudem immun gegen feindliche Flüche.|＠|Wahre-Form-Entwicklung verbessert|Verteidigung, Reichweite und Angriffskraft.|Wird zudem immun gegen feindliche Flüche.|			//ウルフとウルルン
＠|＠|＠|＠|＠|＠|＠|			//ねねこ
＠|＠|＠|＠|＠|＠|＠|			//カンフーにゃんこG
＠|＠|＠|＠|＠|＠|＠|			//ヒカキン
Wahre-Form-Entwicklung erhöht Vert.,|Angriffskraft und Angriffsreichweite! Wird|immun gg. feindliche Schwächen-Effekte!|＠|Wahre-Form-Entwicklung erhöht Vert.,|Angriffskraft und Angriffsreichweite! Wird|immun gg. feindliche Schwächen-Effekte!|			//うらしまタロウ
Wahre-Form-Entwicklung erhöht Angriff!|Friert zudem fliegende und Engel-Feinde|garantiert in der Bewegung ein!|＠|Ultra-Form gewährt Rundumschlag & mehr|Verteidigung! Verringerte Einsatzkosten,|Wellenangriff und Weisentöter!|			//ツルの恩返し
Wahre-Form-Entwicklung erhöht alle Werte!|Gewährt zudem eine höhere Chance, rote|und Engel-Feinde einzufrieren!|＠|Wahre-Form-Entwicklung erhöht alle Werte!|Gewährt zudem eine höhere Chance, rote|und Engel-Feinde einzufrieren!|			//ももたろう
Wahre-Form-Entwicklung erhöht Vert.,|Reichweite und zudem das Angriffstempo!|＠|＠|Wahre-Form-Entwicklung erhöht Vert.,|Reichweite und zudem das Angriffstempo!|＠|			//かさじぞう
Wahre-Form-Entwicklung erhöht alle Werte|& gewährt die Fähigkeit, eiserne und Engel-|Feinde garantiert zu lähmen.|＠|Wahre-Form-Entwicklung enthüllt|ihre mächtigste Form!|Erhält zudem „Eisernentöter“!|
＠|＠|＠|＠|＠|＠|＠|			//ネコンドー
＠|＠|＠|＠|＠|＠|＠|			//ふにゅふにゅネコ
＠|＠|＠|＠|＠|＠|＠|			//神様
＠|＠|＠|＠|＠|＠|＠|			//ネコチュートリアル
Wahre-Form-Entwicklung erh. Bewegungs-|tempo deutlich! Erhöht zudem Verteidigung,|Angriff und Reichweite!|＠|Wahre-Form-Entwicklung erh. Bewegungs-|tempo deutlich! Erhöht zudem Verteidigung,|Angriff und Reichweite!|			//ねこナース
Wahre-Form-Entwicklung erhält größere|Angriffsfläche, stärkeren Angriffsschaden|und höhere Reichweite für Wellenangriffe!|＠|Wahre-Form-Entwicklung erhält größere|Angriffsfläche, stärkeren Angriffsschaden|und höhere Reichweite für Wellenangriffe!|			//にゃんこ城Mini
Wahre-Form-Entw. erhöht Verteidigung,|Reichweite und Angriffskraft. Schwarze|Feinde werden länger verlangsamt.|＠|Wahre-Form-Entw. erhöht Verteidigung,|Reichweite und Angriffskraft. Schwarze|Feinde werden länger verlangsamt.|			//ねこガンマン
Wahre-Form-Entwicklung gewährt deutlich|erhöhte Angriffskraft und Verteidigung.|Erhöhte Chance, Engel zurückzustoßen.|＠|Wahre-Form-Entwicklung gewährt deutlich|erhöhte Angriffskraft und Verteidigung.|Erhöhte Chance, Engel zurückzustoßen.|			//たけうまねこ
Wahre Form senkt Bewegungstempo,|aber erhöht Verteidigung, Angriffskraft und|Angriffsreichweite deutlich.|＠|Wahre Form senkt Bewegungstempo,|aber erhöht Verteidigung, Angriffskraft und|Angriffsreichweite deutlich.|			//ブリキネコ
Wahre-Form-Entwicklung erhöht Vert.|und Angriffskraft!|＠|＠|Wahre-Form-Entwicklung erhöht Vert.|und Angriffskraft!|＠|			//ねこロッカー
Wahre-Form-Entwicklung erhöht Vert.,|Reichweite und Bewegungstempo.|Angriffe erhalten einen Flächeneffekt!|＠|Wahre-Form-Entwicklung erhöht Vert.,|Reichweite und Bewegungstempo.|Angriffe erhalten einen Flächeneffekt!|			//ねこ人魚
Wahre-Form-Entwicklung erhöht Angriffs-|reichweite und verkürzt Produktionsdauer.|Engel sind zudem länger eingefroren!|＠|Wahre-Form-Entwicklung erhöht Angriffs-|reichweite und verkürzt Produktionsdauer.|Engel sind zudem länger eingefroren!|			//窓辺の乙女ネコ
Wahre-Form-Entwicklung verstärkt Angriffe,|Verteidigung und Angriffsreichweite!|＠|＠|Wahre-Form-Entwicklung verstärkt Angriffe,|Verteidigung und Angriffsreichweite!|＠|			//ネコバーベル
Wahre-Form-Entwicklung gewährt erhöhte|Angriffskraft und Verteidigung. Wird zudem|immun gg. Flüche und stark gg. Relikte.|＠|Wahre-Form-Entwicklung gewährt erhöhte|Angriffskraft und Verteidigung. Wird zudem|immun gg. Flüche und stark gg. Relikte.|			//ネコスケート
Wahre-Form-Entwicklung erhöht Vert.|und Angriff und gewährt Abwehrbrecher!|Verlangsamt Engel noch länger!|＠|Wahre-Form-Entwicklung erhöht Vert.|und Angriff und gewährt Abwehrbrecher!|Verlangsamt Engel noch länger!|			//ネコトースター
＠|＠|＠|＠|＠|＠|＠|			//ねこフープ
＠|＠|＠|＠|＠|＠|＠|			//のべにゃん
＠|＠|＠|＠|＠|＠|＠|			//ドラリー剣士
＠|＠|＠|＠|＠|＠|＠|			//ヌボボ
Wahre-Form-Entwicklung erhöht Vert.,|Bewegungstempo und Angriffstempo!|＠|＠|Ultra-Form erhält verb. Verteidigung!|nach Einsätzen!|100-%-Chance auf Mini-Welle!|			//上杉謙信
Wahre-Form-Entwicklung bietet verbesserte|Angriffskraft und Reichweite!|＠|＠|Wahre-Form-Entwicklung bietet verbesserte|Angriffskraft und Reichweite!|＠|			//冥界のカリファ
True Form evolution increases Defense and|attack range, move speed, and attack speed!|＠|＠|True Form evolution increases Defense and|attack range, move speed, and attack speed!|＠|			//ユーリンチー
True Form evolution increases|defense, attack speed and attack range!|Plus, higher Knockback chance vs Metal!|＠|True Form evolution increases|defense, attack speed and attack range!|Plus, higher Knockback chance vs Metal!|			//狂乱のケリ姫
＠|＠|＠|＠|＠|＠|＠|			//綾小路 翔
＠|＠|＠|＠|＠|＠|＠|			//早乙女 光
＠|＠|＠|＠|＠|＠|＠|			//西園寺 瞳
＠|＠|＠|＠|＠|＠|＠|			//星グランマニエ
＠|＠|＠|＠|＠|＠|＠|			//白鳥松竹梅
＠|＠|＠|＠|＠|＠|＠|			//ネコヤンキー
Wahre-Form-Entwicklung erhöht Angriffs-|reichweite deutlich.|＠|＠|Wahre-Form-Entwicklung erhöht Angriffs-|reichweite deutlich.|＠|			//アシルガ
Wahre-Form-Entwicklung entfernt Rückstoß-|Effekt, aber normale und Wellenangriffe|sind garantiert Haudrauf-Angriffe!|＠|Wahre-Form-Entwicklung entfernt Rückstoß-|Effekt, aber normale und Wellenangriffe|sind garantiert Haudrauf-Angriffe!|			//クビルガ
Wahre-Form-Entwicklung erhöht Angriffs-|reichweite & Chance auf Haudrauf-Angriffe!|＠|＠|Wahre-Form-Entwicklung erhöht Angriffs-|reichweite & Chance auf Haudrauf-Angriffe!|＠|			//テコルガ
Wahre-Form-Entwicklung gewährt Fähigkeit,|Feinde zu schwächen. Außerdem bleiben|Feinde nun länger eingefroren.|＠|Wahre-Form-Entwicklung gewährt Fähigkeit,|Feinde zu schwächen. Außerdem bleiben|Feinde nun länger eingefroren.|			//バララガ
Wahre-Form-Entwicklung erhöht alle Werte!|Gewährt zudem eine höhere Chance auf|Lähmen und Immunität gegen feindl. Flüche.|＠|Wahre-Form-Entwicklung erhöht alle Werte!|Gewährt zudem eine höhere Chance auf|Lähmen und Immunität gegen feindl. Flüche.|			//コニャンダム
True form evolution shortens|cooldown time after deployments!|＠|＠|True form evolution shortens|cooldown time after deployments!|＠|			//厨房マンボウ
True form evolution increases attack range!|＠|＠|＠|True form evolution increases attack range!|＠|＠|			//マンボ王
＠|＠|＠|＠|＠|＠|＠|			//にゃんぼう
＠|＠|＠|＠|＠|＠|＠|			//マシュマロにゃん
Wahre Form erhöht alle Werte und gewährt|Abwehrbrecher sowie Verlangsamen|und Rückstoß gegen Engel!|＠|Erhöhte Verteidigung, Angriffskraft und|Angriffsreichweite! Stößt Aliens garantiert|zurück und lähmt sie!|			//覇龍ディオラムス
＠|＠|＠|＠|＠|＠|＠|			//極道にゃんこ
＠|＠|＠|＠|＠|＠|＠|			//タクヤとユキ
True Form evolution increases Attack|Range and Attack Speed! Plus, gains|the Immune to Weaken ability!|＠|True Form evolution increases Attack|Range and Attack Speed! Plus, gains|the Immune to Weaken ability!|			//謎の少女ユキ
＠|＠|＠|＠|＠|＠|＠|			//ゆきにゃん
＠|＠|＠|＠|＠|＠|＠|			//183
＠|＠|＠|＠|＠|＠|＠|			//にゃんこカートR
＠|＠|＠|＠|＠|＠|＠|			//ミスターニンジャ
Wahre-Form-Entwicklung erhöht Vert.|Bewegungstempo und Angriffsreichweite!|Chance auf Haudrauf-Treffer ist zudem erhöht!|＠|Wahre-Form-Entwicklung erhöht Vert.|Bewegungstempo und Angriffsreichweite!|Chance auf Haudrauf-Treffer ist zudem erhöht!|//ハルシュト
＠|＠|＠|＠|＠|＠|＠|			//コーネリア
Wahre-Form-Entwicklung erhöht Vert.|und Angriffstempo, aber Angriffskraft ist|niedriger. Kann Engel-Angriffen ausweichen!|＠|Wahre-Form-Entwicklung erhöht Vert.|und Angriffstempo, aber Angriffskraft ist|niedriger. Kann Engel-Angriffen ausweichen!|//ユーヴェンス
Wahre Form erhöht Angriff!|Lähmt zudem garantiert |schwarze Feinde und Aku.|＠|Wahre Form erhöht Angriff!|Lähmt zudem garantiert |schwarze Feinde und Aku.|			//ミスティカ
＠|＠|＠|＠|＠|＠|＠|			//アロイス
＠|＠|＠|＠|＠|＠|＠|			//シトルイユ
＠|＠|＠|＠|＠|＠|＠|			//ティティ
＠|＠|＠|＠|＠|＠|＠|			//山岡実乃里
＠|＠|＠|＠|＠|＠|＠|			//中村奏絵
Wahre-Form-Entwicklung ist stark gegen|Alien-Feinde.|＠|＠|Wahre-Form-Entwicklung ist stark gegen|Alien-Feinde.|＠|			//アキラ
Wahre-Form-Entwicklung erhöht Angriff|gegen Alien-Feinde.|Verlangsamt zudem Aliens garantiert!|＠|Wahre-Form-Entwicklung erhöht Angriff|gegen Alien-Feinde.|Verlangsamt zudem Aliens garantiert!|			//西園寺メカ子
Wahre-Form-Entwicklung fügt Aliens und|Relikten heftigen Schaden zu. Wird immun|gegen feindliche Flüche.|＠|Wahre-Form-Entwicklung fügt Aliens und|Relikten heftigen Schaden zu. Wird immun|gegen feindliche Flüche.|			//キャットマンダディ
